analysis_scope,arm_event_type,arm_cycle_number,variant,price_damage_threshold_pct,control_trade_id,ticker,name,recovery_class,v2_loss_guard_triggered,entry_date,entry_open,first_arm_date,first_arm_close,first_arm_close_return_pct,first_arm_running_mfe_pct,first_arm_fast_date,first_arm_fast_state,next_usable_fast_date,next_usable_fast_state,unavailable_before_next_usable_count,next_fast_close,next_fast_close_return_pct,arm_to_next_fast_delta_pp,min_close_return_after_arm_to_next_fast_pct,min_close_date_after_arm_to_next_fast,min_close_delta_vs_arm_pp,additional_close_deterioration_pp,min_low_return_after_arm_to_next_fast_pct,additional_low_deterioration_pp,first_mfe20_date,long_horizon_end_date,long_horizon_end_reason,post_arm_long_min_close_return_pct,post_arm_long_min_close_date,post_arm_long_min_close_delta_pp,post_arm_long_additional_close_deterioration_pp,post_arm_long_min_low_return_pct,post_arm_long_additional_low_deterioration_pp,days_arm_to_long_min_close_trading,days_arm_to_long_min_close_calendar,long_horizon_last_close_return_pct,arm_to_long_horizon_last_close_delta_pp,arm_date,arm_close,arm_close_return_pct,arm_running_mfe_pct,arm_fast_date,arm_fast_state
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000080_KR7000080002_KOSPI_01,80,하이트진로,NEVER_WINNER,True,2021-07-05,36650.0,2022-09-26,26600.0,-27.421555,5.457026,2022-09-23,WATCH,2022-09-30,WATCH,0,26500.0,-27.694407,-0.272852,-27.694407,2022-09-30,-0.272852,0.272852,-28.103683,0.682128,,2026-08-21,SUPPORT_END,-61.091405,2026-06-26,-33.66985,33.66985,-62.264666,34.843111,915.0,1369.0,-58.417462,-30.995907,2022-09-26,26600.0,-27.421555,5.457026,2022-09-23,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000080_KR7000080002_KOSPI_01,80,하이트진로,NEVER_WINNER,True,2021-07-05,36650.0,2022-10-11,24850.0,-32.196453,5.457026,2022-10-07,WATCH,2022-10-14,WATCH,0,24650.0,-32.742156,-0.545703,-34.515689,2022-10-13,-2.319236,2.319236,-34.515689,2.319236,,2026-08-21,SUPPORT_END,-61.091405,2026-06-26,-28.894952,28.894952,-62.264666,30.068213,906.0,1354.0,-58.417462,-26.221009,2022-10-11,24850.0,-32.196453,5.457026,2022-10-07,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,120,CJ대한통운,RECOVERY,True,2024-01-08,125600.0,2024-06-27,94200.0,-25.0,18.312102,2024-06-21,WATCH,2024-06-28,WATCH,0,95100.0,-24.283439,0.716561,-24.283439,2024-06-28,0.716561,0.0,-24.920382,0.0,2026-02-11,2026-02-10,BEFORE_FIRST_MFE20,-38.216561,2025-05-21,-13.216561,13.216561,-38.853503,13.853503,216.0,328.0,8.83758,33.83758,2024-06-27,94200.0,-25.0,18.312102,2024-06-21,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,120,CJ대한통운,RECOVERY,True,2024-01-08,125600.0,2024-07-02,92700.0,-26.194268,18.312102,2024-06-28,WATCH,2024-07-05,WATCH,0,93400.0,-25.636943,0.557325,-25.636943,2024-07-05,0.557325,0.0,-26.671975,0.477707,2026-02-11,2026-02-10,BEFORE_FIRST_MFE20,-38.216561,2025-05-21,-12.022293,12.022293,-38.853503,12.659235,213.0,323.0,8.83758,35.031848,2024-07-02,92700.0,-26.194268,18.312102,2024-06-28,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,120,CJ대한통운,RECOVERY,True,2024-01-08,125600.0,2024-10-22,87100.0,-30.652866,18.312102,2024-10-18,WATCH,2024-10-25,WATCH,0,88700.0,-29.378981,1.273885,-29.378981,2024-10-25,1.273885,0.0,-31.210191,0.557325,2026-02-11,2026-02-10,BEFORE_FIRST_MFE20,-38.216561,2025-05-21,-7.563695,7.563695,-38.853503,8.200637,140.0,211.0,8.83758,39.490446,2024-10-22,87100.0,-30.652866,18.312102,2024-10-18,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,120,CJ대한통운,RECOVERY,True,2024-01-08,125600.0,2024-10-30,87300.0,-30.493631,18.312102,2024-10-25,WATCH,2024-11-01,WATCH,0,88400.0,-29.617834,0.875797,-30.095541,2024-10-31,0.39809,0.0,-32.006369,1.512738,2026-02-11,2026-02-10,BEFORE_FIRST_MFE20,-38.216561,2025-05-21,-7.72293,7.72293,-38.853503,8.359872,134.0,203.0,8.83758,39.331211,2024-10-30,87300.0,-30.493631,18.312102,2024-10-25,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,120,CJ대한통운,RECOVERY,True,2024-01-08,125600.0,2024-11-07,86200.0,-31.369427,18.312102,2024-11-01,WATCH,2024-11-08,WATCH,0,88300.0,-29.697452,1.671975,-29.697452,2024-11-08,1.671975,0.0,-31.210191,0.0,2026-02-11,2026-02-10,BEFORE_FIRST_MFE20,-38.216561,2025-05-21,-6.847134,6.847134,-38.853503,7.484076,128.0,195.0,8.83758,40.207007,2024-11-07,86200.0,-31.369427,18.312102,2024-11-01,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,4,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000120_KR7000120006_KOSPI_01,120,CJ대한통운,RECOVERY,True,2024-01-08,125600.0,2024-11-11,83100.0,-33.83758,18.312102,2024-11-08,WATCH,2024-11-15,WATCH,0,77900.0,-37.977707,-4.140127,-37.977707,2024-11-15,-4.140127,4.140127,-38.853503,5.015923,2026-02-11,2026-02-10,BEFORE_FIRST_MFE20,-38.216561,2025-05-21,-4.378981,4.378981,-38.853503,5.015923,126.0,191.0,8.83758,42.67516,2024-11-11,83100.0,-33.83758,18.312102,2024-11-08,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_01,210,DL,RECOVERY,True,2025-07-07,50100.0,2025-08-20,37200.0,-25.748503,12.57485,2025-08-08,SETUP,2025-08-22,SETUP,0,38900.0,-22.355289,3.393214,-24.051896,2025-08-21,1.696607,0.0,-26.147705,0.399202,2026-03-20,2026-03-19,BEFORE_FIRST_MFE20,-30.938124,2026-01-08,-5.189621,5.189621,-32.335329,6.586826,93.0,141.0,2.39521,28.143713,2025-08-20,37200.0,-25.748503,12.57485,2025-08-08,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_01,210,DL,RECOVERY,True,2025-07-07,50100.0,2025-09-19,37550.0,-25.0499,12.57485,2025-09-19,SETUP,2025-09-26,SETUP,0,35850.0,-28.443114,-3.393214,-28.443114,2025-09-26,-3.393214,3.393214,-28.942116,3.892216,2026-03-20,2026-03-19,BEFORE_FIRST_MFE20,-30.938124,2026-01-08,-5.888224,5.888224,-32.335329,7.285429,71.0,111.0,2.39521,27.44511,2025-09-19,37550.0,-25.0499,12.57485,2025-09-19,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000210_KR7000210005_KOSPI_01,210,DL,RECOVERY,True,2025-07-07,50100.0,2026-01-08,34600.0,-30.938124,12.57485,2026-01-02,SETUP,2026-01-09,SETUP,0,34850.0,-30.439122,0.499002,-30.439122,2026-01-09,0.499002,0.0,-32.335329,1.397205,2026-03-20,2026-03-19,BEFORE_FIRST_MFE20,-30.439122,2026-01-09,0.499002,0.0,-32.335329,1.397205,1.0,1.0,2.39521,33.333334,2026-01-08,34600.0,-30.938124,12.57485,2026-01-02,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,430,대원강업,NEVER_WINNER,True,2026-06-15,5170.0,2026-06-26,3780.0,-26.88588,2.514507,2026-06-26,SETUP,2026-07-03,SETUP,0,4110.0,-20.502901,6.382979,-23.791103,2026-07-02,3.094777,0.0,-29.690522,2.804642,,2026-08-21,SUPPORT_END,-37.911025,2026-07-29,-11.025145,11.025145,-39.26499,12.37911,22.0,33.0,-22.727273,4.158607,2026-06-26,3780.0,-26.88588,2.514507,2026-06-26,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,430,대원강업,NEVER_WINNER,True,2026-06-15,5170.0,2026-07-09,3810.0,-26.305609,2.514507,2026-07-03,SETUP,2026-07-10,SETUP,0,3920.0,-24.17795,2.127659,-24.17795,2026-07-10,2.127659,0.0,-26.112186,0.0,,2026-08-21,SUPPORT_END,-37.911025,2026-07-29,-11.605416,11.605416,-39.26499,12.959381,13.0,20.0,-22.727273,3.578336,2026-07-09,3810.0,-26.305609,2.514507,2026-07-03,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,430,대원강업,NEVER_WINNER,True,2026-06-15,5170.0,2026-07-13,3700.0,-28.433269,2.514507,2026-07-10,SETUP,2026-07-24,SETUP,0,3540.0,-31.528046,-3.094777,-32.108317,2026-07-20,-3.675048,3.675048,-33.462282,5.029013,,2026-08-21,SUPPORT_END,-37.911025,2026-07-29,-9.477756,9.477756,-39.26499,10.831721,11.0,16.0,-22.727273,5.705996,2026-07-13,3700.0,-28.433269,2.514507,2026-07-10,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000430_KR7000430009_KOSPI_01,430,대원강업,NEVER_WINNER,True,2026-06-15,5170.0,2026-07-20,3510.0,-32.108317,2.514507,2026-07-10,SETUP,2026-07-24,SETUP,0,3540.0,-31.528046,0.580271,-32.108317,2026-07-21,0.0,0.0,-33.462282,1.353965,,2026-08-21,SUPPORT_END,-37.911025,2026-07-29,-5.802708,5.802708,-39.26499,7.156673,7.0,9.0,-22.727273,9.381044,2026-07-20,3510.0,-32.108317,2.514507,2026-07-10,SETUP
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,490,대동,NEVER_WINNER,True,2025-02-17,13280.0,2025-04-07,9200.0,-30.722892,4.216867,2025-04-04,SETUP,2025-04-11,SETUP,0,10140.0,-23.644578,7.078314,-30.045181,2025-04-08,0.677711,0.0,-30.64759,0.0,,2026-08-21,SUPPORT_END,-55.64759,2026-07-29,-24.924698,24.924698,-58.810241,28.087349,319.0,478.0,-43.14759,-12.424698,2025-04-07,9200.0,-30.722892,4.216867,2025-04-04,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,490,대동,NEVER_WINNER,True,2025-02-17,13280.0,2025-07-25,9660.0,-27.259036,4.216867,2025-07-25,WATCH,2025-08-01,WATCH,0,9640.0,-27.409639,-0.150603,-27.409639,2025-08-01,-0.150603,0.150603,-27.861446,0.60241,,2026-08-21,SUPPORT_END,-55.64759,2026-07-29,-28.388554,28.388554,-58.810241,31.551205,245.0,369.0,-43.14759,-15.888554,2025-07-25,9660.0,-27.259036,4.216867,2025-07-25,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,490,대동,NEVER_WINNER,True,2025-02-17,13280.0,2025-04-07,9200.0,-30.722892,4.216867,2025-04-04,SETUP,2025-04-11,SETUP,0,10140.0,-23.644578,7.078314,-30.045181,2025-04-08,0.677711,0.0,-30.64759,0.0,,2026-08-21,SUPPORT_END,-55.64759,2026-07-29,-24.924698,24.924698,-58.810241,28.087349,319.0,478.0,-43.14759,-12.424698,2025-04-07,9200.0,-30.722892,4.216867,2025-04-04,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,490,대동,NEVER_WINNER,True,2025-02-17,13280.0,2025-09-30,9260.0,-30.271084,4.216867,2025-09-26,WATCH,2025-10-10,WATCH,0,9550.0,-28.087349,2.183735,-29.96988,2025-10-01,0.301204,0.0,-30.195783,0.0,,2026-08-21,SUPPORT_END,-55.64759,2026-07-29,-25.376506,25.376506,-58.810241,28.539157,199.0,302.0,-43.14759,-12.876506,2025-09-30,9260.0,-30.271084,4.216867,2025-09-26,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000490_KR7000490003_KOSPI_01,490,대동,NEVER_WINNER,True,2025-02-17,13280.0,2025-11-05,9250.0,-30.346386,4.216867,2025-10-31,WATCH,2025-11-07,WATCH,0,9010.0,-32.153614,-1.807228,-32.153614,2025-11-07,-1.807228,1.807228,-33.13253,2.786144,,2026-08-21,SUPPORT_END,-55.64759,2026-07-29,-25.301204,25.301204,-58.810241,28.463855,178.0,266.0,-43.14759,-12.801204,2025-11-05,9250.0,-30.346386,4.216867,2025-10-31,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_01,640,동아쏘시오홀딩스,NEVER_WINNER,True,2021-07-19,127839.0,2022-01-26,92459.0,-27.675436,3.321365,2022-01-21,WATCH,2022-01-28,WATCH,0,93308.0,-27.011319,0.664117,-31.070331,2022-01-27,-3.394895,3.394895,-32.030132,4.354696,,2026-08-21,SUPPORT_END,-42.288347,2023-07-10,-14.612911,14.612911,-43.321678,15.646242,357.0,530.0,-29.598949,-1.923513,2022-01-26,92459.0,-27.675436,3.321365,2022-01-21,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_01,640,동아쏘시오홀딩스,NEVER_WINNER,True,2021-07-19,127839.0,2022-01-27,88119.0,-31.070331,3.321365,2022-01-21,WATCH,2022-01-28,WATCH,0,93308.0,-27.011319,4.059012,-27.011319,2022-01-28,4.059012,0.0,-32.030132,0.959801,,2026-08-21,SUPPORT_END,-42.288347,2023-07-10,-11.218016,11.218016,-43.321678,12.251347,356.0,529.0,-29.598949,1.471382,2022-01-27,88119.0,-31.070331,3.321365,2022-01-21,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_01,640,동아쏘시오홀딩스,NEVER_WINNER,True,2021-07-19,127839.0,2022-10-13,88874.0,-30.479744,3.321365,2022-10-07,SETUP,2022-10-14,WATCH,0,92930.0,-27.307003,3.172741,-27.307003,2022-10-14,3.172741,0.0,-30.184842,0.0,,2026-08-21,SUPPORT_END,-42.288347,2023-07-10,-11.808603,11.808603,-43.321678,12.841934,184.0,270.0,-29.598949,0.880795,2022-10-13,88874.0,-30.479744,3.321365,2022-10-07,SETUP
SECONDARY_ALL_ARM_CYCLES,REARM,3,FASTCORE_V1_W30_PREWINNER_ARMED_V00,-30.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000640_KR7000640003_KOSPI_01,640,동아쏘시오홀딩스,NEVER_WINNER,True,2021-07-19,127839.0,2023-03-07,88591.0,-30.701116,3.321365,2023-03-03,WATCH,2023-03-10,WATCH,0,88591.0,-30.701116,-0.0,-30.701116,2023-03-10,0.0,0.0,-31.956602,1.255486,,2026-08-21,SUPPORT_END,-42.288347,2023-07-10,-11.587231,11.587231,-43.321678,12.620562,85.0,125.0,-29.598949,1.102167,2023-03-07,88591.0,-30.701116,3.321365,2023-03-03,WATCH
SECONDARY_ALL_ARM_CYCLES,ARMED,1,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000660_KR7000660001_KOSPI_01,660,SK하이닉스,RECOVERY,True,2022-03-07,119000.0,2022-07-01,87500.0,-26.470588,5.042017,2022-07-01,WATCH,2022-07-08,WATCH,0,94800.0,-20.336134,6.134454,-25.12605,2022-07-04,1.344538,0.0,-27.478992,1.008404,2023-12-22,2023-12-21,BEFORE_FIRST_MFE20,-36.97479,2022-12-29,-10.504202,10.504202,-38.571429,12.100841,124.0,181.0,18.067227,44.537815,2022-07-01,87500.0,-26.470588,5.042017,2022-07-01,WATCH
SECONDARY_ALL_ARM_CYCLES,REARM,2,FASTCORE_V1_W25_PREWINNER_ARMED_V00,-25.0,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_000660_KR7000660001_KOSPI_01,660,SK하이닉스,RECOVERY,True,2022-03-07,119000.0,2022-09-20,88000.0,-26.05042,5.042017,2022-09-16,WATCH,2022-09-23,WATCH,0,83500.0,-29.831933,-3.781513,-29.831933,2022-09-23,-3.781513,3.781513,-30.0,3.94958,2023-12-22,2023-12-21,BEFORE_FIRST_MFE20,-36.97479,2022-12-29,-10.92437,10.92437,-38.571429,12.521009,70.0,100.0,18.067227,44.117647,2022-09-20,88000.0,-26.05042,5.042017,2022-09-16,WATCH
