ticker,isu_cd,name,market,baseline_trade_id,entry_signal_date,entry_execution_date,entry_open,baseline_exit_date,baseline_exit_price,baseline_terminal_return,no_loss_guard_trade_id,no_loss_guard_exit_type,no_loss_guard_exit_execution_date,no_loss_guard_terminal_return,return_delta,no_loss_guard_mfe,no_loss_guard_mae,no_loss_guard_holding_days,fundamental_exit_triggered,fundamental_exit_type,paired_status
001130,KR7001130004,대한제분,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001130_KR7001130004_KOSPI_01,2022-04-01,2022-04-04,18500.0,2022-06-15,15400.0,-16.76,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001130_KR7001130004_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-38.54,-21.78,8.92,-43.24,1057.0,False,,PAIRED
001390,KR7001390004,KG케미칼,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001390_KR7001390004_KOSPI_01,2025-11-28,2025-12-01,5500.0,2026-03-05,4810.0,-12.55,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001390_KR7001390004_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-23.36,-10.81,34.55,-35.09,177.0,False,,PAIRED
001440,KR7001440007,대한전선,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001440_KR7001440007_KOSPI_01,2024-05-03,2024-05-07,13190.0,2024-09-06,11090.0,-15.92,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001440_KR7001440007_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,117.59,133.51,130.86,-24.18,424.0,False,,PAIRED
001680,KR7001680008,대상,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001680_KR7001680008_KOSPI_01,2021-05-28,2021-05-31,29550.0,2021-08-20,24500.0,-17.09,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001680_KR7001680008_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-41.39,-24.3,4.57,-46.26,1281.0,False,,PAIRED
001680,KR7001680008,대상,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001680_KR7001680008_KOSPI_02,2022-04-22,2022-04-25,26900.0,2022-05-20,22500.0,-16.36,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
001680,KR7001680008,대상,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001680_KR7001680008_KOSPI_03,2024-05-24,2024-05-27,24350.0,2024-09-05,20400.0,-16.22,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
001680,KR7001680008,대상,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001680_KR7001680008_KOSPI_04,2025-03-21,2025-03-24,25650.0,2025-04-10,21850.0,-14.81,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
001680,KR7001680008,대상,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001680_KR7001680008_KOSPI_05,2025-04-25,2025-04-28,23850.0,2026-01-09,20850.0,-12.58,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
001820,KR7001820000,삼화콘덴서,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_001820_KR7001820000_KOSPI_01,2022-01-21,2022-01-24,65600.0,2022-02-15,56400.0,-14.02,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_001820_KR7001820000_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2022-11-15,-46.04,-32.02,2.9,-55.79,199.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
002100,KR7002100006,경농,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002100_KR7002100006_KOSPI_01,2021-06-18,2021-06-21,17900.0,2021-07-22,14950.0,-16.48,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_002100_KR7002100006_KOSPI_01,FUNDAMENTAL_A_OPERATING_LOSS,2021-11-16,-31.28,-14.8,5.03,-31.84,101.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
002790,KR7002790004,아모레퍼시픽홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_01,2021-05-28,2021-05-31,76600.0,2021-06-30,65000.0,-15.14,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_002790_KR7002790004_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-18,-28.85,-13.71,5.22,-28.85,57.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
002790,KR7002790004,아모레퍼시픽홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002790_KR7002790004_KOSPI_02,2025-07-04,2025-07-07,31200.0,2025-09-04,26300.0,-15.71,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_002790_KR7002790004_KOSPI_02,NO_PROGRESSED_BEFORE_CUTOFF,,-16.67,-0.96,15.22,-36.06,276.0,False,,PAIRED
002810,KR7002810000,삼영무역,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_002810_KR7002810000_KOSPI_01,2021-04-23,2021-04-26,16950.0,2021-12-01,13850.0,-18.29,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_002810_KR7002810000_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2025-03-19,-20.24,-1.95,5.01,-28.91,956.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
003000,KR7003000007,부광약품,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003000_KR7003000007_KOSPI_01,2026-03-20,2026-03-23,5750.0,2026-06-01,4820.0,-16.17,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003000_KR7003000007_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-28.17,-12.0,72.0,-37.74,104.0,False,,PAIRED
003090,KR7003090008,대웅,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003090_KR7003090008_KOSPI_01,2025-05-30,2025-06-02,25000.0,2025-08-25,21350.0,-14.6,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003090_KR7003090008_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-34.84,-20.24,22.4,-38.36,299.0,False,,PAIRED
003220,KR7003220001,대원제약,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003220_KR7003220001_KOSPI_01,2022-12-16,2022-12-19,20350.0,2023-01-11,17250.0,-15.23,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003220_KR7003220001_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-62.11,-46.88,1.72,-65.31,896.0,False,,PAIRED
003230,KR7003230000,삼양식품,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003230_KR7003230000_KOSPI_01,2022-04-22,2022-04-25,104500.0,2022-05-11,87900.0,-15.89,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003230_KR7003230000_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2022-05-17,-6.51,9.38,2.39,-18.09,16.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
003230,KR7003230000,삼양식품,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003230_KR7003230000_KOSPI_02,2022-12-23,2022-12-26,124500.0,2023-05-31,106000.0,-14.86,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003230_KR7003230000_KOSPI_02,EXIT4_SCORE_DRAWDOWN_GE_15,2023-10-04,60.48,75.34,66.67,-17.19,190.0,False,,PAIRED
003490,KR7003490000,대한항공,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003490_KR7003490000_KOSPI_01,2025-01-17,2025-01-20,24000.0,2025-04-10,20950.0,-12.71,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003490_KR7003490000_KOSPI_01,FUNDAMENTAL_A_OPERATING_LOSS,2026-08-18,8.12,20.83,30.0,-16.71,383.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
003800,KR7003800000,에이스침대,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003800_KR7003800000_KOSDAQ_01,2021-08-20,2021-08-23,48250.0,2021-11-30,40400.0,-16.27,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003800_KR7003800000_KOSDAQ_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-05-16,-32.54,-16.27,11.71,-35.13,427.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
003850,KR7003850005,보령,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_003850_KR7003850005_KOSPI_01,2024-02-02,2024-02-05,12010.0,2024-06-12,10070.0,-16.15,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_003850_KR7003850005_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-25.56,-9.41,14.49,-38.3,618.0,False,,PAIRED
004380,KR7004380002,삼익THK,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_004380_KR7004380002_KOSPI_01,2023-03-17,2023-03-20,20491.0,2023-04-27,17307.0,-15.54,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004380_KR7004380002_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,-32.55,-17.01,15.54,-38.79,163.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
004990,KR7004990008,롯데지주,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_004990_KR7004990008_KOSPI_01,2021-06-04,2021-06-07,42300.0,2021-08-17,35950.0,-15.01,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004990_KR7004990008_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2021-08-17,-15.01,0.0,3.19,-15.48,51.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
004990,KR7004990008,롯데지주,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_004990_KR7004990008_KOSPI_02,2022-05-13,2022-05-16,35000.0,2023-01-04,29350.0,-16.14,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_004990_KR7004990008_KOSPI_02,FUNDAMENTAL_A_OPERATING_LOSS,2023-03-24,-19.29,-3.15,19.0,-20.43,214.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
005290,KR7005290002,동진쎄미켐,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005290_KR7005290002_KOSDAQ_01,2023-03-03,2023-03-06,36400.0,2023-03-15,30700.0,-15.66,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005290_KR7005290002_KOSDAQ_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-11-15,3.16,18.82,23.35,-20.33,173.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
005290,KR7005290002,동진쎄미켐,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005290_KR7005290002_KOSDAQ_02,2025-10-10,2025-10-13,45000.0,2025-11-07,36150.0,-19.67,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005290_KR7005290002_KOSDAQ_02,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-04,28.89,48.56,43.11,-30.0,138.0,False,,PAIRED
005300,KR7005300009,롯데칠성,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005300_KR7005300009_KOSPI_01,2021-06-04,2021-06-07,159000.0,2021-07-28,134500.0,-15.41,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005300_KR7005300009_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2021-08-17,-17.3,-1.89,5.66,-17.3,51.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
005300,KR7005300009,롯데칠성,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005300_KR7005300009_KOSPI_02,2023-11-17,2023-11-20,154700.0,2024-01-25,130800.0,-15.45,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005300_KR7005300009_KOSPI_02,FUNDAMENTAL_A_OPERATING_LOSS,2026-03-12,-19.39,-3.94,2.0,-35.68,560.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
005610,KR7005610001,삼립,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005610_KR7005610001_KOSPI_01,2022-03-18,2022-03-21,96700.0,2022-05-13,81000.0,-16.24,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_005610_KR7005610001_KOSPI_01,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,2024-03-22,-41.05,-24.81,0.72,-42.4,497.0,True,FUNDAMENTAL_C_TWO_CONSECUTIVE_DECLINES,PAIRED
005610,KR7005610001,삼립,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_005610_KR7005610001_KOSPI_02,2023-06-09,2023-06-12,74900.0,2023-07-27,63200.0,-15.62,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
006260,KR7006260004,LS,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006260_KR7006260004_KOSPI_01,2022-06-03,2022-06-07,68500.0,2022-07-07,53800.0,-21.46,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_006260_KR7006260004_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,14.31,35.77,120.88,-27.01,348.0,False,,PAIRED
006400,KR7006400006,삼성SDI,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006400_KR7006400006_KOSPI_01,2022-10-28,2022-10-31,718609.0,2022-12-26,605041.0,-15.8,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_006400_KR7006400006_KOSPI_01,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,-30.28,-14.48,9.13,-78.05,895.0,False,,PAIRED
006730,KR7006730006,서부T&D,KOSDAQ,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_006730_KR7006730006_KOSDAQ_01,2023-08-11,2023-08-14,8448.0,2023-09-27,7161.0,-15.23,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_006730_KR7006730006_KOSDAQ_01,EXIT3_PROGRESSED_TO_TRANSITION,2025-12-01,34.71,49.94,58.03,-40.1,558.0,False,,PAIRED
007070,KR7007070006,GS리테일,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007070_KR7007070006_KOSPI_01,2025-11-14,2025-11-17,21800.0,2026-03-10,18890.0,-13.35,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_007070_KR7007070006_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,18.35,31.7,37.39,-18.35,187.0,False,,PAIRED
007690,KR7007690001,국도화학,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_007690_KR7007690001_KOSPI_02,2026-04-17,2026-04-20,43400.0,2026-05-19,36750.0,-15.32,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_007690_KR7007690001_KOSPI_02,NO_PROGRESSED_BEFORE_CUTOFF,,-15.44,-0.12,2.42,-33.06,84.0,False,,PAIRED
008930,KR7008930000,한미사이언스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_008930_KR7008930000_KOSPI_01,2026-02-06,2026-02-09,47150.0,2026-03-05,37450.0,-20.57,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_008930_KR7008930000_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-4.67,15.9,17.71,-45.71,130.0,False,,PAIRED
009160,KR7009160003,SIMPAC,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009160_KR7009160003_KOSPI_02,2025-12-19,2025-12-22,5580.0,2026-03-20,4735.0,-15.14,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_009160_KR7009160003_KOSPI_02,NO_PROGRESSED_BEFORE_CUTOFF,,-12.63,2.51,23.66,-33.24,162.0,False,,PAIRED
009160,KR7009160003,SIMPAC,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009160_KR7009160003_KOSPI_03,2026-04-24,2026-04-27,5870.0,2026-06-01,4940.0,-15.84,,,,,,,,,,,UNPAIRED_NO_LOSS_GUARD_MATCH
009290,KR7009290008,광동제약,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009290_KR7009290008_KOSPI_01,2023-12-08,2023-12-11,7720.0,2024-06-11,6570.0,-14.9,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_009290_KR7009290008_KOSPI_01,NO_PROGRESSED_BEFORE_CUTOFF,,-22.93,-8.03,65.8,-35.1,655.0,False,,PAIRED
009450,KR7009450008,경동나비엔,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009450_KR7009450008_KOSPI_03,2026-05-08,2026-05-11,72700.0,2026-06-24,61900.0,-14.86,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_009450_KR7009450008_KOSPI_03,NO_PROGRESSED_BEFORE_CUTOFF,,-12.93,1.93,9.9,-20.5,71.0,False,,PAIRED
009830,KR7009830001,한화솔루션,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009830_KR7009830001_KOSPI_01,2022-08-12,2022-08-16,55367.0,2023-04-06,45935.0,-17.04,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_009830_KR7009830001_KOSPI_01,FUNDAMENTAL_A_OPERATING_LOSS,2024-05-16,-49.06,-32.02,18.81,-60.82,407.0,True,FUNDAMENTAL_A_OPERATING_LOSS,PAIRED
009970,KR7009970005,영원무역홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_009970_KR7009970005_KOSPI_02,2022-05-20,2022-05-23,54500.0,2022-06-23,46050.0,-15.5,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_009970_KR7009970005_KOSPI_02,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,47.16,62.66,54.86,-16.33,357.0,False,,PAIRED
010060,KR7010060002,OCI홀딩스,KOSPI,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_V01_010060_KR7010060002_KOSPI_01,2022-07-01,2022-07-04,113636.0,2022-07-13,94961.0,-16.43,PATTERN_A_FAST_FINAL_STRATEGY_V02_FUNDAMENTALS_ABC_JULIA_NO_LOSS_GUARD_V01_010060_KR7010060002_KOSPI_01,FUNDAMENTAL_B_SHARP_DECLINE,2023-08-14,-6.63,9.8,6.92,-46.29,256.0,True,FUNDAMENTAL_B_SHARP_DECLINE,PAIRED
