source_api,idx_class,idx_name,has_close,has_ohlc,has_volume,has_trading_value,has_market_cap,classification,candidate_role
krx_dd_trd,KRX,KRX 기계장비,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 보험,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 운송,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 경기소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 필수소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX K콘텐츠,True,True,True,True,True,THEMATIC,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 정보기술,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 유틸리티,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 정보기술,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 금융,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 자유소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 산업재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 헬스케어,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 커뮤니케이션서비스,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 소재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 300 필수소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
krx_dd_trd,KRX,KRX 삼성전자 지수,True,True,True,True,True,OTHER,INVENTORY_ONLY
krx_dd_trd,KRX,KRX SK하이닉스 지수,True,True,True,True,True,OTHER,INVENTORY_ONLY
krx_dd_trd,KRX,K-샤프지수(1년),True,False,False,False,False,STRATEGY,INVENTORY_ONLY
krx_dd_trd,KRX,K-샤프지수(3년),True,False,False,False,False,STRATEGY,INVENTORY_ONLY
krx_dd_trd,KRX,K-샤프지수(5년),True,False,False,False,False,STRATEGY,INVENTORY_ONLY
krx_dd_trd,KRX, K-샤프지수(10년),True,False,False,False,False,STRATEGY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 (외국주포함),False,False,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 100,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 50,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 중소형주,True,True,True,True,True,SIZE_STYLE,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 초대형제외 지수,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피200제외 코스피지수,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 커뮤니케이션서비스,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 건설,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 중공업,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 철강/소재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 에너지/화학,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 정보기술,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 금융,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 생활소비재,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 경기소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 산업재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 헬스케어,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,음식료·담배,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,섬유·의류,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,종이·목재,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,화학,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,제약,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,비금속,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,금속,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,기계·장비,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,전기전자,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,의료·정밀기기,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,운송장비·부품,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,유통,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,전기·가스,True,True,True,True,True,OTHER,INVENTORY_ONLY
kospi_dd_trd,KOSPI,건설,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,운송·창고,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,통신,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,금융,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,증권,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,보험,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kospi_dd_trd,KOSPI,일반서비스,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,제조,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,코스피 대형주,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 중형주,True,True,True,True,True,SIZE_STYLE,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 소형주,True,True,True,True,True,SIZE_STYLE,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 비중상한 30%,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 비중상한 25%,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 비중상한 20%,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,오락·문화,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,IT 서비스,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kospi_dd_trd,KOSPI,부동산,True,True,True,True,True,OTHER,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 경기방어소비재지수,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kospi_dd_trd,KOSPI,코스피 200 TOP 10,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 (외국주포함),False,False,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 글로벌,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 정보기술,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 헬스케어,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 커뮤니케이션서비스,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 소재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 산업재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 필수소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 150 자유소비재,True,True,True,True,True,SECTOR_INDUSTRY,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,일반서비스,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,제조,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,건설,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,유통,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,운송·창고,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,금융,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,오락·문화,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,음식료·담배,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,섬유·의류,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,종이·목재,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,출판·매체복제,True,True,True,True,True,OTHER,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,화학,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,제약,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,비금속,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,금속,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,기계·장비,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,전기전자,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,의료·정밀기기,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,운송장비·부품,True,True,True,True,True,SECTOR_INDUSTRY,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,기타제조,True,True,True,True,True,OTHER,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 대형주,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 중형주,True,True,True,True,True,SIZE_STYLE,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 소형주,True,True,True,True,True,SIZE_STYLE,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 우량기업부,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 벤처기업부,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 중견기업부,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,코스닥 기술성장기업부,True,True,True,True,True,BROAD_MARKET,INVENTORY_ONLY
kosdaq_dd_trd,KOSDAQ,IT 서비스,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
kosdaq_dd_trd,KOSDAQ,통신,True,True,True,True,True,OTHER,CROSS_API_DUPLICATE
