ticker,name,market,total_trades,first_entry_date,last_exit_date,last_trade_status,sequential_cumulative_return_pct,loss_guard_count,positive_trade_count,win_rate_pct,trade_ids
226950,올릭스,KOSDAQ,1,2024-10-14,2024-11-04,REALIZED,-16.41,1,0,0.0,226950_01
228760,지노믹트리,KOSDAQ,1,2025-11-10,2026-04-01,REALIZED,-23.74,0,0,0.0,228760_01
232140,와이씨,KOSDAQ,1,2025-09-22,2026-07-01,REALIZED,-5.74,0,0,0.0,232140_01
232680,라온로보틱스,KOSDAQ,2,2025-02-10,2026-04-01,REALIZED,0.03,1,1,50.0,"232680_01,232680_02"
234080,JW생명과학,KOSPI,1,2025-05-12,,OPEN_AT_CUTOFF,-3.18,0,0,0.0,234080_01
234690,녹십자웰빙,KOSDAQ,1,2024-09-23,2024-10-07,REALIZED,-14.87,1,0,0.0,234690_01
236200,슈프리마,KOSDAQ,2,2024-08-26,2026-03-03,REALIZED,28.41,1,1,50.0,"236200_01,236200_02"
237690,에스티팜,KOSDAQ,2,2024-10-14,,OPEN_AT_CUTOFF,-26.05,1,0,0.0,"237690_01,237690_02"
240810,원익IPS,KOSDAQ,1,2025-08-25,2026-02-02,REALIZED,160.29,0,1,100.0,240810_01
241560,두산밥캣,KOSPI,2,2025-01-31,,OPEN_AT_CUTOFF,-18.17,1,0,0.0,"241560_01,241560_02"
241710,코스메카코리아,KOSDAQ,1,2025-11-10,2026-06-26,REALIZED,-15.98,1,0,0.0,241710_01
241770,메카로,KOSDAQ,1,2025-03-04,,OPEN_AT_CUTOFF,310.33,0,1,100.0,241770_01
244920,에이플러스에셋,KOSPI,1,2024-11-25,2025-12-01,REALIZED,79.98,0,1,100.0,244920_01
249420,일동제약,KOSPI,1,2025-08-25,2026-01-02,REALIZED,61.43,0,1,100.0,249420_01
251270,넷마블,KOSPI,1,2025-09-22,2025-10-14,REALIZED,-16.32,1,0,0.0,251270_01
251370,와이엠티,KOSDAQ,1,2025-09-22,2025-10-14,REALIZED,-14.83,1,0,0.0,251370_01
252990,샘씨엔에스,KOSDAQ,1,2025-10-13,2026-05-04,REALIZED,102.23,0,1,100.0,252990_01
253590,네오셈,KOSDAQ,1,2025-11-03,2025-11-20,REALIZED,-14.51,1,0,0.0,253590_01
254490,미래반도체,KOSDAQ,1,2026-03-03,2026-03-05,REALIZED,-11.94,1,0,0.0,254490_01
256840,한국비엔씨,KOSDAQ,1,2025-06-02,2025-08-04,REALIZED,-17.0,1,0,0.0,256840_01
256940,킵스파마,KOSDAQ,1,2025-04-07,2025-08-01,REALIZED,37.14,0,1,100.0,256940_01
259630,엠플러스,KOSDAQ,1,2025-10-20,2025-12-19,REALIZED,-16.87,1,0,0.0,259630_01
263750,펄어비스,KOSDAQ,2,2024-08-19,2026-07-01,REALIZED,-33.96,1,0,0.0,"263750_01,263750_02"
264450,유비쿼스,KOSDAQ,1,2025-09-15,2026-07-01,REALIZED,7.98,0,1,100.0,264450_01
264660,씨앤지하이테크,KOSDAQ,2,2025-10-13,2026-08-03,REALIZED,-40.03,1,0,0.0,"264660_01,264660_02"
264850,이랜시스,KOSDAQ,1,2025-12-15,2026-04-01,REALIZED,-11.85,1,0,0.0,264850_01
265740,엔에프씨,KOSDAQ,1,2025-07-14,2025-07-28,REALIZED,-16.1,1,0,0.0,265740_01
267250,HD현대,KOSPI,1,2024-10-07,2025-10-01,REALIZED,101.3,0,1,100.0,267250_01
267270,HD건설기계,KOSPI,2,2025-01-31,2026-02-02,REALIZED,-7.84,1,1,50.0,"267270_01,267270_02"
267290,경동도시가스,KOSPI,1,2025-06-16,,OPEN_AT_CUTOFF,6.65,0,1,100.0,267290_01
267320,나인테크,KOSDAQ,1,2025-06-16,2025-07-29,REALIZED,-13.62,1,0,0.0,267320_01
268280,미원에스씨,KOSPI,1,2025-04-07,2026-03-05,REALIZED,-16.58,1,0,0.0,268280_01
271560,오리온,KOSPI,3,2020-07-06,,OPEN_AT_CUTOFF,-16.55,2,1,33.33,"271560_01,271560_02,271560_03"
272110,케이엔제이,KOSDAQ,1,2025-04-21,2026-04-01,REALIZED,97.95,0,1,100.0,272110_01
272210,한화시스템,KOSPI,2,2023-07-03,2025-03-04,REALIZED,48.55,1,1,50.0,"272210_01,272210_02"
274090,켄코아에어로스페이스,KOSDAQ,1,2025-02-03,2025-03-21,REALIZED,-16.85,1,0,0.0,274090_01
277810,레인보우로보틱스,KOSDAQ,1,2025-01-13,2025-05-02,REALIZED,17.54,0,1,100.0,277810_01
281820,케이씨텍,KOSPI,1,2025-10-20,2026-07-01,REALIZED,197.26,0,1,100.0,281820_01
282330,BGF리테일,KOSPI,3,2026-02-19,,OPEN_AT_CUTOFF,-30.28,2,0,0.0,"282330_01,282330_02,282330_03"
285130,SK케미칼,KOSPI,1,2025-07-07,2025-08-14,REALIZED,-15.88,1,0,0.0,285130_01
290550,디케이티,KOSDAQ,1,2025-09-22,2025-11-18,REALIZED,-18.25,1,0,0.0,290550_01
290650,엘앤씨바이오,KOSDAQ,2,2025-01-06,2025-12-01,REALIZED,54.35,1,1,50.0,"290650_01,290650_02"
293480,하나제약,KOSPI,1,2025-06-02,2026-03-05,REALIZED,-17.4,1,0,0.0,293480_01
294870,IPARK현대산업개발,KOSPI,2,2026-02-23,2026-06-02,REALIZED,-25.45,2,0,0.0,"294870_01,294870_02"
298020,효성티앤씨,KOSPI,2,2026-02-19,2026-05-21,REALIZED,-27.19,2,0,0.0,"298020_01,298020_02"
298380,에이비엘바이오,KOSDAQ,2,2024-09-02,2024-12-02,REALIZED,-44.23,1,0,0.0,"298380_01,298380_02"
300720,한일시멘트,KOSPI,1,2024-12-23,2025-11-03,REALIZED,7.56,0,1,100.0,300720_01
306200,세아제강,KOSPI,2,2025-02-03,2026-05-29,REALIZED,-27.88,2,0,0.0,"306200_01,306200_02"
307950,현대오토에버,KOSPI,1,2025-09-01,2026-03-03,REALIZED,181.12,0,1,100.0,307950_01
310200,애니플러스,KOSDAQ,1,2025-05-07,2025-12-01,REALIZED,-7.11,0,0,0.0,310200_01
316140,우리금융지주,KOSPI,2,2023-01-30,2026-01-02,REALIZED,88.34,1,1,50.0,"316140_01,316140_02"
317400,자이에스앤디,KOSPI,1,2026-02-09,2026-05-22,REALIZED,-14.91,1,0,0.0,317400_01
319400,현대무벡스,KOSDAQ,1,2025-06-23,2025-10-01,REALIZED,95.99,0,1,100.0,319400_01
319660,피에스케이,KOSDAQ,1,2025-09-01,2026-04-01,REALIZED,250.0,0,1,100.0,319660_01
323410,카카오뱅크,KOSPI,1,2024-12-09,,OPEN_AT_CUTOFF,-4.1,0,0,0.0,323410_01
326030,SK바이오팜,KOSPI,1,2024-08-19,2025-05-12,REALIZED,-17.38,1,0,0.0,326030_01
331920,셀레믹스,KOSDAQ,1,2026-03-09,2026-06-01,REALIZED,245.25,0,1,100.0,331920_01
333430,일승,KOSDAQ,1,2024-08-05,2024-08-30,REALIZED,-16.25,1,0,0.0,333430_01
334970,프레스티지바이오로직스,KOSDAQ,1,2024-08-12,2024-12-10,REALIZED,-21.45,1,0,0.0,334970_01
336260,두산퓨얼셀,KOSPI,1,2025-10-13,2026-01-02,REALIZED,-8.56,0,0,0.0,336260_01
339950,아이비김영,KOSDAQ,1,2026-02-02,,OPEN_AT_CUTOFF,34.98,0,1,100.0,339950_01
348210,넥스틴,KOSDAQ,1,2025-11-03,2026-05-04,REALIZED,9.38,0,1,100.0,348210_01
348340,뉴로메카,KOSDAQ,1,2025-12-08,2026-04-01,REALIZED,101.61,0,1,100.0,348340_01
352820,하이브,KOSPI,2,2024-11-25,2026-03-03,REALIZED,55.49,1,1,50.0,"352820_01,352820_02"
353810,이지바이오,KOSDAQ,1,2025-01-20,,OPEN_AT_CUTOFF,22.14,0,1,100.0,353810_01
356860,티엘비,KOSDAQ,1,2025-03-24,2025-04-02,REALIZED,-14.33,1,0,0.0,356860_01
357780,솔브레인,KOSDAQ,1,2025-09-15,2026-05-04,REALIZED,81.91,0,1,100.0,357780_01
361390,제노코,KOSDAQ,2,2025-06-23,2026-06-01,REALIZED,-28.35,1,0,0.0,"361390_01,361390_02"
362320,청담글로벌,KOSDAQ,1,2025-08-11,2025-08-19,REALIZED,-15.84,1,0,0.0,362320_01
365270,큐라클,KOSDAQ,1,2026-02-02,2026-05-04,REALIZED,47.76,0,1,100.0,365270_01
366030,나인앤컴퍼니,KOSDAQ,1,2025-12-15,2025-12-29,REALIZED,-14.13,1,0,0.0,366030_01
368770,파이버프로,KOSDAQ,1,2025-03-10,2025-04-07,REALIZED,-20.81,1,0,0.0,368770_01
373220,LG에너지솔루션,KOSPI,1,2025-11-03,2025-12-01,REALIZED,-14.27,1,0,0.0,373220_01
375500,DL이앤씨,KOSPI,1,2025-03-04,2026-05-04,REALIZED,143.95,0,1,100.0,375500_01
376300,디어유,KOSDAQ,1,2024-11-04,2025-01-07,REALIZED,-16.32,1,0,0.0,376300_01
381970,케이카,KOSPI,1,2025-07-07,2026-04-02,REALIZED,-23.75,1,0,0.0,381970_01
383220,F&F,KOSPI,2,2026-06-15,2026-08-04,REALIZED,-29.1,2,0,0.0,"383220_01,383220_02"
383800,LX홀딩스,KOSPI,2,2025-06-16,2026-06-09,REALIZED,-28.94,2,0,0.0,"383800_01,383800_02"
388050,지투파워,KOSDAQ,1,2026-02-23,2026-03-05,REALIZED,-12.16,1,0,0.0,388050_01
389500,에스비비테크,KOSDAQ,1,2026-01-12,2026-08-03,REALIZED,-33.26,0,0,0.0,389500_01
397030,에이프릴바이오,KOSDAQ,1,2025-09-01,2026-08-03,REALIZED,-6.81,0,0,0.0,397030_01
403870,HPSP,KOSDAQ,2,2025-11-03,2026-07-01,REALIZED,10.26,1,1,50.0,"403870_01,403870_02"
417840,저스템,KOSDAQ,1,2025-10-13,2025-10-24,REALIZED,-14.52,1,0,0.0,417840_01
453340,현대그린푸드,KOSPI,2,2026-05-11,,OPEN_AT_CUTOFF,-12.17,1,1,50.0,"453340_01,453340_02"
950190,고스트스튜디오,KOSDAQ,1,2026-07-13,,OPEN_AT_CUTOFF,-1.48,0,0,0.0,950190_01
950210,프레스티지바이오파마,KOSPI,1,2024-09-23,2025-04-01,REALIZED,-13.04,0,0,0.0,950210_01
