market,sector_code,internal_sector_name,official_idx_name,source_api,mapping_status,common_date_count,date,pykrx_open,pykrx_high,pykrx_low,pykrx_close,krx_open,krx_high,krx_low,krx_close,open_match,high_match,low_match,close_match
KOSDAQ,2114,,통신,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,957.53,960.93,941.72,949.91,957.53,960.93,941.72,949.91,True,True,True,True
KOSDAQ,2114,,통신,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,904.5,930.5,904.5,929.43,904.50,930.50,904.50,929.43,True,True,True,True
KOSDAQ,2114,,통신,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,976.55,976.55,959.25,966.71,976.55,976.55,959.25,966.71,True,True,True,True
KOSDAQ,2114,,통신,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,972.36,981.98,968.87,978.96,972.36,981.98,968.87,978.96,True,True,True,True
KOSDAQ,2114,,통신,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,996.95,1025.1,995.5,1025.1,996.95,1025.10,995.50,1025.10,True,True,True,True
KOSDAQ,2114,,통신,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,1032.41,1048.21,1015.38,1038.96,1032.41,1048.21,1015.38,1038.96,True,True,True,True
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-24,616.99,617.05,600.98,604.22,616.99,617.05,600.98,604.22,True,True,True,True
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-07-31,576.01,598.18,573.68,595.35,576.01,598.18,573.68,595.35,True,True,True,True
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-07,659.95,664.67,645.07,655.29,659.95,664.67,645.07,655.29,True,True,True,True
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-14,671.26,679.4,663.92,673.4,671.26,679.40,663.92,673.40,True,True,True,True
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-20,651.71,658.99,649.25,656.95,651.71,658.99,649.25,656.95,True,True,True,True
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,EXACT_MARKET_SERIES_MATCH,6,2026-08-21,653.96,653.96,636.16,643.63,653.96,653.96,636.16,643.63,True,True,True,True
