market,sector_code,internal_sector_name,official_idx_name,source_api,official_idx_class,common_date_count,ohlc_compared_field_count,exact_field_match_count,rounding_difference_count,candidate_count,mapping_status,evidence_dates,active_reference_code,name_semantic_warning
KOSDAQ,2024,,제조,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2026,,건설,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2027,,유통,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2029,,운송·창고,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2031,,금융,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2037,,오락·문화,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2056,,음식료·담배,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2058,,섬유·의류,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2062,,종이·목재,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2063,,출판·매체복제,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2065,,화학,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2066,,제약,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2067,,비금속,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2068,,금속,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2070,,기계·장비,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2072,,전기전자,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2074,,의료·정밀기기,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2075,,운송장비·부품,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2077,,기타제조,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2114,,통신,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
KOSDAQ,2118,,IT 서비스,kosdaq_dd_trd,KOSDAQ,6,24,24,0,40,EXACT_MARKET_SERIES_MATCH,2026-07-24;2026-07-31;2026-08-07;2026-08-14;2026-08-20;2026-08-21,True,False
