ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,identity_effective_from,identity_effective_to,v2_exit_reason,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_loss_guard_triggered,v0_entry_execution_date,v0_entry_open,v0_exit_reason,v0_exit_signal_date,v0_exit_execution_date,v0_exit_price,v0_terminal_return,v0_mfe,v0_mae,v0_holding_days,v0_trade_status,v0_mfe_tier,v0_hwm,v0_max_hwm_drawdown,v0_fast_state_at_exit,v0_soft_threshold,v0_hard_threshold,v0_unexecuted_exit_signal_date,v0_entry_date_match_control,v0_entry_open_match_control,return_delta_v0_minus_v2,improved_worsened_same,v2_giveback_pp,v0_giveback_pp
183300,코미코,KOSDAQ,KR7183300003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_183300_KR7183300003_KOSDAQ_01,1,2025-04-18,2025-04-18,2025-04-21,12654.0,2017-03-23,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-31,2026-02-02,24369.0,92.58,113.71,-12.59,192,REALIZED,False,2025-04-21,12654.0,SOFT_EXIT,2025-07-04,2025-07-07,14327.0,13.22,29.03,-12.59,51,REALIZED,MFE_20_TO_50,16327.0,-16.34,SETUP,-10.0,-20.0,,True,True,-79.36,worsened,21.13,15.81
185750,종근당,KOSPI,KR7185750007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_185750_KR7185750007_KOSPI_01,1,2023-10-06,2023-10-06,2023-10-10,88520.0,2013-12-06,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,-24.42,47.3,-28.83,699,OPEN_AT_CUTOFF,False,2023-10-10,88520.0,SOFT_EXIT,2023-11-17,2023-11-20,106298.0,20.08,43.98,-7.42,30,REALIZED,MFE_20_TO_50,127448.0,-16.74,SETUP,-10.0,-20.0,,True,True,44.5,improved,71.72,23.9
190510,나무가,KOSDAQ,KR7190510008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_190510_KR7190510008_KOSDAQ_01,1,2024-01-26,2024-01-26,2024-01-29,21650.0,2015-11-12,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-02-02,2024-02-05,17930.0,-17.18,8.55,-20.18,6,REALIZED,True,2024-01-29,21650.0,HARD_EXIT,2026-02-24,2026-02-25,22950.0,6.0,32.1,-54.97,503,REALIZED,MFE_20_TO_50,28600.0,-57.45,EXTENDED,-10.0,-20.0,,True,True,23.18,improved,25.73,26.1
192080,더블유게임즈,KOSPI,KR7192080000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_192080_KR7192080000_KOSPI_01,1,2024-01-05,2024-01-05,2024-01-08,41410.0,2019-03-12,2026-08-21,NO_PROGRESSED_BEFORE_CUTOFF,,,,43.44,84.74,-5.82,638,OPEN_AT_CUTOFF,False,2024-01-08,41410.0,SOFT_EXIT,2024-11-15,2024-11-18,46550.0,12.41,29.92,-5.82,211,REALIZED,MFE_20_TO_50,53800.0,-20.4,SETUP,-10.0,-20.0,,True,True,-31.03,worsened,41.3,17.51
192400,쿠쿠홀딩스,KOSPI,KR7192400000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_192400_KR7192400000_KOSPI_01,1,2021-04-09,2021-04-09,2021-04-12,26800.0,2014-08-06,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,4.1,33.96,-45.93,1311,OPEN_AT_CUTOFF,False,2021-04-12,26800.0,SOFT_EXIT,2025-08-01,2025-08-04,28250.0,5.41,26.31,-45.93,1056,REALIZED,MFE_20_TO_50,33850.0,-49.45,SETUP,-10.0,-20.0,,True,True,1.31,improved,29.86,20.9
192650,드림텍,KOSPI,KR7192650000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_192650_KR7192650000_KOSPI_01,1,2023-09-08,2023-09-08,2023-09-11,13130.0,2019-03-14,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-10-19,2023-10-20,10650.0,-18.89,10.43,-18.89,25,REALIZED,True,2023-09-11,13130.0,OPEN_AT_CUTOFF,,,,-64.7,10.43,-72.85,715,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,14500.0,-74.28,,,,,True,True,-45.81,worsened,29.32,75.13
192820,코스맥스,KOSPI,KR7192820009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_192820_KR7192820009_KOSPI_01,1,2021-04-16,2021-04-16,2021-04-19,128411.0,2014-04-07,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-30,2023-12-01,110400.0,-14.03,22.42,-67.14,649,REALIZED,False,2021-04-19,128411.0,SOFT_EXIT,2023-09-15,2023-09-18,133200.0,3.73,22.42,-67.14,600,REALIZED,MFE_20_TO_50,157200.0,-70.04,SETUP,-10.0,-20.0,,True,True,17.76,improved,36.45,18.69
194370,제이에스코퍼레이션,KOSPI,KR7194370003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_194370_KR7194370003_KOSPI_01,1,2025-07-04,2025-07-04,2025-07-07,12460.0,2016-02-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-08-01,2025-08-04,10280.0,-17.5,18.22,-19.18,21,REALIZED,True,2025-07-07,12460.0,HARD_EXIT,2026-03-04,2026-03-05,11800.0,-5.3,21.11,-23.76,161,REALIZED,MFE_20_TO_50,15090.0,-35.37,EXTENDED,-10.0,-20.0,,True,True,12.2,improved,35.72,26.41
194480,데브시스터즈,KOSDAQ,KR7194480000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_194480_KR7194480000_KOSDAQ_01,1,2024-05-10,2024-05-10,2024-05-13,57600.0,2014-10-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-07-04,2024-07-05,49050.0,-14.84,32.47,-15.54,38,REALIZED,True,2024-05-13,57600.0,HARD_EXIT,2024-06-27,2024-06-28,57000.0,-1.04,32.47,-13.37,33,REALIZED,MFE_20_TO_50,76300.0,-24.9,TRIGGER,-10.0,-20.0,,True,True,13.8,improved,47.31,33.51
194480,데브시스터즈,KOSDAQ,KR7194480000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_194480_KR7194480000_KOSDAQ_02,2,2025-08-08,2025-08-08,2025-08-11,50700.0,2014-10-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-10-31,2025-11-03,42650.0,-15.88,14.79,-16.57,55,REALIZED,True,2025-08-11,50700.0,OPEN_AT_CUTOFF,,,,-69.57,14.79,-74.16,251,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,58200.0,-77.41,,,,,True,True,-53.69,worsened,30.67,84.36
195870,해성디에스,KOSPI,KR7195870001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_195870_KR7195870001_KOSPI_01,1,2023-03-31,2023-03-31,2023-04-03,52800.0,2016-06-24,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-05-12,2023-05-15,44900.0,-14.96,3.41,-16.1,29,REALIZED,True,2023-04-03,52800.0,HARD_EXIT,2023-09-21,2023-09-22,57000.0,7.95,52.27,-17.71,120,REALIZED,MFE_50_TO_100,80400.0,-27.11,EXTENDED,-15.0,-25.0,,True,True,22.91,improved,18.37,44.32
195870,해성디에스,KOSPI,KR7195870001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_195870_KR7195870001_KOSPI_02,2,2023-05-19,2023-05-19,2023-05-22,50000.0,2016-06-24,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-07-18,2024-07-19,42100.0,-15.8,60.8,-16.2,286,REALIZED,True,2023-05-22,50000.0,HARD_EXIT,2023-09-21,2023-09-22,57000.0,14.0,60.8,-2.5,87,REALIZED,MFE_50_TO_100,80400.0,-27.11,EXTENDED,-15.0,-25.0,,True,True,29.8,improved,76.6,46.8
195870,해성디에스,KOSPI,KR7195870001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_195870_KR7195870001_KOSPI_03,3,2025-12-05,2025-12-05,2025-12-08,52800.0,2016-06-24,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-03-31,2026-04-01,50100.0,-5.11,27.84,-12.88,76,REALIZED,False,2025-12-08,52800.0,SOFT_EXIT,2026-02-13,2026-02-19,59100.0,11.93,27.84,-12.22,48,REALIZED,MFE_20_TO_50,67500.0,-20.69,SETUP,-10.0,-20.0,,True,True,17.04,improved,32.95,15.91
195940,HK이노엔,KOSDAQ,KR7195940002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_195940_KR7195940002_KOSDAQ_01,1,2026-02-27,2026-02-27,2026-03-03,53800.0,2021-08-09,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-04,2026-03-05,48550.0,-9.76,2.42,-15.52,3,REALIZED,True,2026-03-03,53800.0,OPEN_AT_CUTOFF,,,,-23.79,3.72,-35.32,118,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,55800.0,-37.46,,,,,True,True,-14.03,worsened,12.18,27.51
195940,HK이노엔,KOSDAQ,KR7195940002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_195940_KR7195940002_KOSDAQ_02,2,2026-03-27,2026-03-27,2026-03-30,51100.0,2021-08-09,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-06-02,2026-06-04,42350.0,-17.12,9.2,-17.91,45,REALIZED,True,2026-03-30,51100.0,OPEN_AT_CUTOFF,,,,-19.77,9.2,-31.9,99,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,55800.0,-37.46,,,,,True,True,-2.65,worsened,26.32,28.97
196170,알테오젠,KOSDAQ,KR7196170005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_196170_KR7196170005_KOSDAQ_01,1,2023-11-24,2023-11-24,2023-11-27,56477.0,2014-12-12,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2024-02-29,2024-03-04,121958.0,115.94,139.1,-9.95,65,REALIZED,False,2023-11-27,56477.0,SOFT_EXIT,2024-01-05,2024-01-08,70404.0,24.66,36.65,-9.95,28,REALIZED,MFE_20_TO_50,77176.0,-18.8,SETUP,-10.0,-20.0,,True,True,-91.28,worsened,23.16,11.99
200670,휴메딕스,KOSDAQ,KR7200670008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_200670_KR7200670008_KOSDAQ_01,1,2023-05-19,2023-05-19,2023-05-22,30750.0,2014-12-26,2026-08-21,EXIT3_PROGRESSED_TO_TRANSITION,2024-06-30,2024-07-01,32300.0,5.04,44.72,-13.01,272,REALIZED,False,2023-05-22,30750.0,SOFT_EXIT,2023-09-08,2023-09-11,39000.0,26.83,44.72,-5.2,78,REALIZED,MFE_20_TO_50,44500.0,-14.49,SETUP,-10.0,-20.0,,True,True,21.79,improved,39.68,17.89
200670,휴메딕스,KOSDAQ,KR7200670008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_200670_KR7200670008_KOSDAQ_02,2,2024-09-20,2024-09-20,2024-09-23,37900.0,2014-12-26,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-10-02,2024-10-04,33000.0,-12.93,5.28,-15.57,8,REALIZED,True,2024-09-23,37900.0,SOFT_EXIT,2025-01-03,2025-01-06,40600.0,7.12,22.56,-32.98,70,REALIZED,MFE_20_TO_50,46450.0,-35.96,SETUP,-10.0,-20.0,,True,True,20.05,improved,18.21,15.44
200670,휴메딕스,KOSDAQ,KR7200670008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_200670_KR7200670008_KOSDAQ_03,3,2024-12-20,2024-12-20,2024-12-23,42000.0,2014-12-26,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-01-23,2025-01-24,35600.0,-15.24,10.6,-15.83,22,REALIZED,True,2024-12-23,42000.0,HARD_EXIT,2025-08-18,2025-08-19,57000.0,35.71,83.81,-21.79,158,REALIZED,MFE_50_TO_100,77200.0,-27.66,EXTENDED,-15.0,-25.0,,True,True,50.95,improved,25.84,48.1
200670,휴메딕스,KOSDAQ,KR7200670008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_200670_KR7200670008_KOSDAQ_04,4,2025-05-23,2025-05-23,2025-05-26,54100.0,2014-12-26,2026-08-21,EXIT3_PROGRESSED_TO_WEAK,2026-03-31,2026-04-01,34350.0,-36.51,42.7,-38.45,208,REALIZED,False,2025-05-26,54100.0,HARD_EXIT,2025-08-04,2025-08-05,62000.0,14.6,42.7,-8.69,50,REALIZED,MFE_20_TO_50,77200.0,-20.98,EXTENDED,-10.0,-20.0,,True,True,51.11,improved,79.21,28.1
200880,서연이화,KOSPI,KR7200880003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_200880_KR7200880003_KOSPI_01,1,2026-02-27,2026-02-27,2026-03-03,15940.0,2014-08-08,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-03-04,2026-03-05,13360.0,-16.19,1.0,-21.39,3,REALIZED,True,2026-03-03,15940.0,OPEN_AT_CUTOFF,,,,-24.28,1.0,-41.09,118,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,16100.0,-39.01,,,,,True,True,-8.09,worsened,17.19,25.28
204270,제이앤티씨,KOSDAQ,KR7204270003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204270_KR7204270003_KOSDAQ_01,1,2023-04-28,2023-04-28,2023-05-02,8150.0,2020-03-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-30,2023-12-01,14360.0,76.2,87.85,-11.17,145,REALIZED,False,2023-05-02,8150.0,SOFT_EXIT,2023-08-18,2023-08-21,8570.0,5.15,21.96,-11.17,76,REALIZED,MFE_20_TO_50,9940.0,-17.86,SETUP,-10.0,-20.0,,True,True,-71.05,worsened,11.65,16.81
204270,제이앤티씨,KOSDAQ,KR7204270003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204270_KR7204270003_KOSDAQ_02,2,2025-09-19,2025-09-19,2025-09-22,22600.0,2020-03-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-11-21,2025-11-24,18830.0,-16.68,33.19,-18.14,41,REALIZED,True,2025-09-22,22600.0,HARD_EXIT,2025-11-14,2025-11-17,23200.0,2.65,33.19,-8.41,36,REALIZED,MFE_20_TO_50,30100.0,-24.92,EXTENDED,-10.0,-20.0,,True,True,19.33,improved,49.87,30.54
204320,HL만도,KOSPI,KR7204320006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204320_KR7204320006_KOSPI_01,1,2022-07-29,2022-07-29,2022-08-01,56000.0,2014-10-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-09-26,2022-09-27,46350.0,-17.23,3.39,-18.3,39,REALIZED,True,2022-08-01,56000.0,SOFT_EXIT,2026-01-09,2026-01-12,57500.0,2.68,21.25,-44.91,842,REALIZED,MFE_20_TO_50,67900.0,-46.29,SETUP,-10.0,-20.0,,True,True,19.91,improved,20.62,18.57
204320,HL만도,KOSPI,KR7204320006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204320_KR7204320006_KOSPI_02,2,2023-06-30,2023-06-30,2023-07-03,54000.0,2014-10-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-08-02,2023-08-03,45000.0,-16.67,0.93,-16.67,24,REALIZED,True,2023-07-03,54000.0,SOFT_EXIT,2026-01-09,2026-01-12,57500.0,6.48,25.74,-42.87,615,REALIZED,MFE_20_TO_50,67900.0,-42.94,SETUP,-10.0,-20.0,,True,True,23.15,improved,17.6,19.26
204320,HL만도,KOSPI,KR7204320006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204320_KR7204320006_KOSPI_03,3,2024-06-07,2024-06-07,2024-06-10,47150.0,2014-10-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-07-25,2024-07-26,39150.0,-16.97,3.71,-18.35,35,REALIZED,True,2024-06-10,47150.0,SOFT_EXIT,2025-12-12,2025-12-15,51800.0,9.86,29.59,-34.57,370,REALIZED,MFE_20_TO_50,61100.0,-36.4,SETUP,-10.0,-20.0,,True,True,26.83,improved,20.68,19.73
204320,HL만도,KOSPI,KR7204320006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204320_KR7204320006_KOSPI_04,4,2025-01-17,2025-01-17,2025-01-20,45500.0,2014-10-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-03-31,2025-04-01,38400.0,-15.6,3.3,-16.59,47,REALIZED,True,2025-01-20,45500.0,SOFT_EXIT,2025-12-12,2025-12-15,51800.0,13.85,34.29,-29.45,220,REALIZED,MFE_20_TO_50,61100.0,-30.53,SETUP,-10.0,-20.0,,True,True,29.45,improved,18.9,20.44
204320,HL만도,KOSPI,KR7204320006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_204320_KR7204320006_KOSPI_05,5,2025-11-28,2025-11-28,2025-12-01,49500.0,2014-10-06,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-30,2026-07-01,49500.0,0.0,59.8,-11.82,142,REALIZED,False,2025-12-01,49500.0,SOFT_EXIT,2025-12-12,2025-12-15,51800.0,4.65,23.43,-1.41,11,REALIZED,MFE_20_TO_50,61100.0,-14.57,SETUP,-10.0,-20.0,,True,True,4.65,improved,59.8,18.78
207940,삼성바이오로직스,KOSPI,KR7207940008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_207940_KR7207940008_KOSPI_01,1,2022-07-29,2022-07-29,2022-08-01,1261285.0,2016-11-10,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-07-07,2023-07-10,1058184.0,-16.1,7.58,-16.57,233,REALIZED,True,2022-08-01,1261285.0,SOFT_EXIT,2024-11-01,2024-11-04,1471744.0,16.69,29.87,-22.05,554,REALIZED,MFE_20_TO_50,1638051.0,-26.25,SETUP,-10.0,-20.0,,True,True,32.79,improved,23.68,13.18
207940,삼성바이오로직스,KOSPI,KR7207940008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_207940_KR7207940008_KOSPI_02,2,2024-02-02,2024-02-02,2024-02-05,1252454.0,2016-11-10,2026-08-21,NO_EXIT_BEFORE_CUTOFF,,,,23.84,58.65,-15.28,601,OPEN_AT_CUTOFF,False,2024-02-05,1252454.0,SOFT_EXIT,2024-11-01,2024-11-04,1471744.0,17.51,30.79,-15.28,181,REALIZED,MFE_20_TO_50,1638051.0,-17.39,SETUP,-10.0,-20.0,,True,True,-6.33,worsened,34.81,13.28
210980,SK디앤디,KOSPI,KR7210980009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_210980_KR7210980009_KOSPI_01,1,2023-12-01,2023-12-01,2023-12-04,11954.0,2015-06-23,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-01-25,2024-01-26,10045.0,-15.97,11.94,-19.03,37,REALIZED,True,2023-12-04,11954.0,OPEN_AT_CUTOFF,,,,-74.39,11.94,-79.03,639,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,13381.0,-80.28,,,,,True,True,-58.42,worsened,27.91,86.33
213420,덕산네오룩스,KOSDAQ,KR7213420003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_213420_KR7213420003_KOSDAQ_01,1,2025-07-18,2025-07-18,2025-07-21,41950.0,2015-02-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-01-15,2026-01-16,35700.0,-14.9,23.24,-16.57,121,REALIZED,True,2025-07-21,41950.0,SOFT_EXIT,2025-09-26,2025-09-29,45000.0,7.27,23.24,-11.32,50,REALIZED,MFE_20_TO_50,51700.0,-17.57,SETUP,-10.0,-20.0,,True,True,22.17,improved,38.14,15.97
213420,덕산네오룩스,KOSDAQ,KR7213420003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_213420_KR7213420003_KOSDAQ_02,2,2026-03-27,2026-03-27,2026-03-30,50100.0,2015-02-06,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2026-04-07,2026-04-08,44250.0,-11.68,6.79,-17.86,8,REALIZED,True,2026-03-30,50100.0,OPEN_AT_CUTOFF,,,,-36.43,14.37,-51.1,99,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,57300.0,-54.8,,,,,True,True,-24.75,worsened,18.47,50.8
213500,한솔제지,KOSPI,KR7213500002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_213500_KR7213500002_KOSPI_01,1,2021-04-23,2021-04-23,2021-04-26,16000.0,2015-01-26,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2021-11-29,2021-11-30,13550.0,-15.31,15.94,-16.25,149,REALIZED,True,2021-04-26,16000.0,OPEN_AT_CUTOFF,,,,-54.37,15.94,-62.94,1304,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,18550.0,-67.44,,,,,True,True,-39.06,worsened,31.25,70.31
213500,한솔제지,KOSPI,KR7213500002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_213500_KR7213500002_KOSPI_02,2,2022-09-02,2022-09-02,2022-09-05,15950.0,2015-01-26,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2022-11-03,2022-11-04,13500.0,-15.36,10.03,-16.93,41,REALIZED,True,2022-09-05,15950.0,OPEN_AT_CUTOFF,,,,-54.23,10.03,-62.82,967,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,17550.0,-65.58,,,,,True,True,-38.87,worsened,25.39,64.26
214320,이노션,KOSPI,KR7214320004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_214320_KR7214320004_KOSPI_01,1,2025-07-04,2025-07-04,2025-07-07,19890.0,2015-07-17,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2025-11-03,2025-11-04,16820.0,-15.43,10.11,-15.84,81,REALIZED,True,2025-07-07,19890.0,OPEN_AT_CUTOFF,,,,-5.53,13.88,-15.89,276,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,22650.0,-23.47,,,,,True,True,9.9,improved,25.54,19.41
214320,이노션,KOSPI,KR7214320004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_214320_KR7214320004_KOSPI_02,2,2026-02-13,2026-02-13,2026-02-19,20350.0,2015-07-17,2026-08-21,NO_PROGRESSED_BEFORE_CUTOFF,,,,-7.67,11.3,-13.91,125,OPEN_AT_CUTOFF,False,2026-02-19,20350.0,OPEN_AT_CUTOFF,,,,-7.67,11.3,-13.91,125,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,22650.0,-21.1,,,,,True,True,0.0,same,18.97,18.97
214450,파마리서치,KOSDAQ,KR7214450009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_214450_KR7214450009_KOSDAQ_01,1,2023-01-20,2023-01-20,2023-01-25,77400.0,2015-07-24,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,2023-10-31,2023-11-01,117400.0,51.68,104.39,-13.44,190,REALIZED,False,2023-01-25,77400.0,SOFT_EXIT,2023-05-12,2023-05-15,97700.0,26.23,41.09,-13.44,76,REALIZED,MFE_20_TO_50,109200.0,-13.16,SETUP,-10.0,-20.0,,True,True,-25.45,worsened,52.71,14.86
214870,한울BnC,KOSDAQ,KR7214870008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_214870_KR7214870008_KOSDAQ_01,1,2021-08-27,2021-08-27,2021-08-30,68549.0,2015-10-13,2025-03-28,LOSS_GUARD_CLOSE_LE_NEG_15,2021-09-28,2021-09-29,55039.0,-19.71,0.73,-19.71,20,REALIZED,True,2021-08-30,68549.0,OPEN_AT_CUTOFF,,,,-99.93,9.85,-99.93,370,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,75303.0,-99.94,,,,,True,True,-80.22,worsened,20.44,109.78
214870,한울BnC,KOSDAQ,KR7214870008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_214870_KR7214870008_KOSDAQ_02,2,2021-10-08,2021-10-08,2021-10-12,62795.0,2015-10-13,2025-03-28,LOSS_GUARD_CLOSE_LE_NEG_15,2021-12-06,2021-12-07,52787.0,-15.94,7.17,-16.34,41,REALIZED,True,2021-10-12,62795.0,OPEN_AT_CUTOFF,,,,-99.93,19.92,-99.93,344,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,75303.0,-99.94,,,,,True,True,-83.99,worsened,23.11,119.85
214870,한울BnC,KOSDAQ,KR7214870008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_214870_KR7214870008_KOSDAQ_03,3,2022-08-05,2022-08-05,2022-08-08,67798.0,2015-10-13,2025-03-28,LOSS_GUARD_CLOSE_LE_NEG_15,2022-09-02,2022-09-05,56039.0,-17.34,11.07,-18.82,20,REALIZED,True,2022-08-08,67798.0,OPEN_AT_CUTOFF,,,,-99.93,11.07,-99.93,139,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,75303.0,-99.94,,,,,True,True,-82.59,worsened,28.41,111.0
216080,제테마,KOSDAQ,KR7216080002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_216080_KR7216080002_KOSDAQ_01,1,2023-03-03,2023-03-03,2023-03-06,11657.0,2019-11-14,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-03-27,2023-03-28,9720.0,-16.62,2.36,-18.07,17,REALIZED,True,2023-03-06,11657.0,SOFT_EXIT,2023-07-28,2023-07-31,12057.0,3.43,24.25,-20.61,102,REALIZED,MFE_20_TO_50,14484.0,-21.21,SETUP,-10.0,-20.0,,True,True,20.05,improved,18.98,20.82
216080,제테마,KOSDAQ,KR7216080002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_216080_KR7216080002_KOSDAQ_02,2,2023-04-21,2023-04-21,2023-04-24,10581.0,2019-11-14,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-10-19,2023-10-20,8745.0,-17.35,36.89,-20.15,120,REALIZED,True,2023-04-24,10581.0,SOFT_EXIT,2023-07-28,2023-07-31,12057.0,13.95,36.89,-12.53,67,REALIZED,MFE_20_TO_50,14484.0,-19.52,SETUP,-10.0,-20.0,,True,True,31.3,improved,54.24,22.94
216080,제테마,KOSDAQ,KR7216080002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_216080_KR7216080002_KOSDAQ_03,3,2024-10-18,2024-10-18,2024-10-21,10006.0,2019-11-14,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2024-12-09,2024-12-10,8164.0,-18.41,3.75,-20.15,37,REALIZED,True,2024-10-21,10006.0,OPEN_AT_CUTOFF,,,,-49.73,12.73,-62.02,448,OPEN_AT_CUTOFF,BELOW_WINNER_MODE,11280.0,-64.1,,,,,True,True,-31.32,worsened,22.16,62.46
220100,퓨쳐켐,KOSDAQ,KR7220100002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_220100_KR7220100002_KOSDAQ_01,1,2023-08-11,2023-08-11,2023-08-14,13697.0,2016-12-01,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,2023-08-28,2023-08-29,11277.0,-17.67,5.79,-20.85,11,REALIZED,True,2023-08-14,13697.0,SOFT_EXIT,2024-06-14,2024-06-17,13590.0,-0.78,22.05,-45.66,204,REALIZED,MFE_20_TO_50,16717.0,-49.78,SETUP,-10.0,-20.0,,True,True,16.89,improved,23.46,22.83
