trade_id,pair_id,ticker,identity,entry_date,entry_signal_date,entry_open,control_exit_or_cutoff_date,control_exit_reason,control_terminal_return,control_holding_days,control_open_at_cutoff,candidate_exit_or_cutoff_date,candidate_exit_reason,candidate_terminal_return,candidate_holding_days,candidate_open_at_cutoff,candidate_soft_exit,paired_delta,control_trade_status,candidate_trade_status,candidate_action,control_terminal_reason,control_settlement_date,control_settlement_price,control_settlement_type,control_settlement_source,candidate_terminal_reason,candidate_settlement_date,candidate_settlement_price,candidate_settlement_type,candidate_settlement_source
000430_01,000430|KR7000430009|KOSPI|2010-01-04|2026-09-01|000430_01,000430,KR7000430009|KOSPI|2010-01-04|2026-09-01,2023-05-15,2023-05-12,4795.00000000,2023-11-01,EXIT4_SCORE_DRAWDOWN_GE_15,8.45000000,115,False,2023-11-01,EXIT4_SCORE_DRAWDOWN_GE_15,8.45000000,115,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000430_02,000430|KR7000430009|KOSPI|2010-01-04|2026-09-01|000430_02,000430,KR7000430009|KOSPI|2010-01-04|2026-09-01,2026-06-08,2026-06-05,4630.00000000,2026-06-25,LOSS_GUARD_CLOSE_LE_NEG_15,-15.12000000,14,False,2026-06-25,LOSS_GUARD_CLOSE_LE_NEG_15,-15.12000000,14,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000440_01,000440|KR7000440008|KOSDAQ|2010-01-04|2026-09-01|000440_01,000440,KR7000440008|KOSDAQ|2010-01-04|2026-09-01,2026-02-23,2026-02-20,19160.00000000,2026-06-04,LOSS_GUARD_CLOSE_LE_NEG_15,-18.58000000,69,False,2026-06-04,LOSS_GUARD_CLOSE_LE_NEG_15,-18.58000000,69,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000480_01,000480|KR7000480004|KOSPI|2010-01-04|2026-09-01|000480_01,000480,KR7000480004|KOSPI|2010-01-04|2026-09-01,2021-05-10,2021-05-07,9410.00000000,2022-01-10,LOSS_GUARD_CLOSE_LE_NEG_15,-15.09000000,168,False,2022-01-10,LOSS_GUARD_CLOSE_LE_NEG_15,-15.09000000,168,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000480_02,000480|KR7000480004|KOSPI|2010-01-04|2026-09-01|000480_02,000480,KR7000480004|KOSPI|2010-01-04|2026-09-01,2023-04-03,2023-03-31,9410.00000000,2023-09-12,LOSS_GUARD_CLOSE_LE_NEG_15,-16.47000000,86,False,2023-09-12,LOSS_GUARD_CLOSE_LE_NEG_15,-16.47000000,86,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000490_01,000490|KR7000490003|KOSPI|2010-01-04|2026-09-01|000490_01,000490,KR7000490003|KOSPI|2010-01-04|2026-09-01,2021-02-08,2021-02-05,8930.00000000,2021-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,46.70000000,77,False,2021-06-01,EXIT4_SCORE_DRAWDOWN_GE_15,46.70000000,77,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000490_02,000490|KR7000490003|KOSPI|2010-01-04|2026-09-01|000490_02,000490,KR7000490003|KOSPI|2010-01-04|2026-09-01,2025-02-17,2025-02-14,13280.00000000,2025-03-24,LOSS_GUARD_CLOSE_LE_NEG_15,-17.09000000,25,False,2025-03-24,LOSS_GUARD_CLOSE_LE_NEG_15,-17.09000000,25,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000500_01,000500|KR7000500009|KOSPI|2010-01-04|2026-09-01|000500_01,000500,KR7000500009|KOSPI|2010-01-04|2026-09-01,2021-03-29,2021-03-26,12704.00000000,2021-08-02,EXIT4_SCORE_DRAWDOWN_GE_15,23.11000000,89,False,2021-08-02,EXIT4_SCORE_DRAWDOWN_GE_15,23.11000000,89,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000500_02,000500|KR7000500009|KOSPI|2010-01-04|2026-09-01|000500_02,000500,KR7000500009|KOSPI|2010-01-04|2026-09-01,2024-01-29,2024-01-26,13780.00000000,2024-06-03,EXIT4_SCORE_DRAWDOWN_GE_15,113.72000000,84,False,2024-06-03,EXIT4_SCORE_DRAWDOWN_GE_15,113.72000000,84,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000520_01,000520|KR7000520007|KOSPI|2010-01-04|2026-09-01|000520_01,000520,KR7000520007|KOSPI|2010-01-04|2026-09-01,2024-03-25,2024-03-22,10650.00000000,2024-05-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.40000000,29,False,2024-05-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.40000000,29,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000540_01,000540|KR7000540005|KOSPI|2010-01-04|2026-09-01|000540_01,000540,KR7000540005|KOSPI|2010-01-04|2026-09-01,2025-06-16,2025-06-13,4500.00000000,2025-10-20,LOSS_GUARD_CLOSE_LE_NEG_15,-15.22000000,85,False,2025-10-20,LOSS_GUARD_CLOSE_LE_NEG_15,-15.22000000,85,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000590_01,000590|KR7000590000|KOSPI|2010-01-04|2026-09-01|000590_01,000590,KR7000590000|KOSPI|2010-01-04|2026-09-01,2021-04-19,2021-04-16,73500.00000000,2021-08-20,LOSS_GUARD_CLOSE_LE_NEG_15,-15.24000000,87,False,2021-08-20,LOSS_GUARD_CLOSE_LE_NEG_15,-15.24000000,87,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000590_02,000590|KR7000590000|KOSPI|2010-01-04|2026-09-01|000590_02,000590,KR7000590000|KOSPI|2010-01-04|2026-09-01,2022-03-28,2022-03-25,71300.00000000,2022-06-21,LOSS_GUARD_CLOSE_LE_NEG_15,-18.37000000,59,False,2022-06-21,LOSS_GUARD_CLOSE_LE_NEG_15,-18.37000000,59,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000590_03,000590|KR7000590000|KOSPI|2010-01-04|2026-09-01|000590_03,000590,KR7000590000|KOSPI|2010-01-04|2026-09-01,2024-02-05,2024-02-02,68000.00000000,2026-08-31,OPEN_AT_CUTOFF,-0.29000000,624,True,2026-08-31,OPEN_AT_CUTOFF,-0.29000000,624,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
000640_01,000640|KR7000640003|KOSPI|2010-01-04|2026-09-01|000640_01,000640,KR7000640003|KOSPI|2010-01-04|2026-09-01,2021-07-19,2021-07-16,127839.00000000,2021-08-20,LOSS_GUARD_CLOSE_LE_NEG_15,-17.34000000,24,False,2021-08-20,LOSS_GUARD_CLOSE_LE_NEG_15,-17.34000000,24,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000640_02,000640|KR7000640003|KOSPI|2010-01-04|2026-09-01|000640_02,000640,KR7000640003|KOSPI|2010-01-04|2026-09-01,2023-09-25,2023-09-22,90761.00000000,2026-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.93000000,665,False,2026-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.93000000,665,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000660_01,000660|KR7000660001|KOSPI|2010-01-04|2026-09-01|000660_01,000660,KR7000660001|KOSPI|2010-01-04|2026-09-01,2022-03-07,2022-03-04,119000.00000000,2022-06-14,LOSS_GUARD_CLOSE_LE_NEG_15,-18.57000000,68,False,2022-06-14,LOSS_GUARD_CLOSE_LE_NEG_15,-18.57000000,68,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000660_02,000660|KR7000660001|KOSPI|2010-01-04|2026-09-01|000660_02,000660,KR7000660001|KOSPI|2010-01-04|2026-09-01,2023-06-05,2023-06-02,110100.00000000,2024-05-02,EXIT4_SCORE_DRAWDOWN_GE_15,53.50000000,224,False,2024-05-02,EXIT4_SCORE_DRAWDOWN_GE_15,53.50000000,224,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000670_01,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_01,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2021-05-03,2021-04-30,63794.00000000,2022-06-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.66000000,280,False,2022-06-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.66000000,280,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000670_02,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_02,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2022-09-26,2022-09-23,68882.00000000,2022-10-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.32000000,18,False,2022-10-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.32000000,18,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000670_03,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_03,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2022-11-14,2022-11-11,71144.00000000,2022-12-26,LOSS_GUARD_CLOSE_LE_NEG_15,-16.56000000,31,False,2022-12-26,LOSS_GUARD_CLOSE_LE_NEG_15,-16.56000000,31,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000670_04,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_04,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2025-11-17,2025-11-14,55064.00000000,2026-01-05,LOSS_GUARD_CLOSE_LE_NEG_15,-17.37000000,33,False,2026-01-05,LOSS_GUARD_CLOSE_LE_NEG_15,-17.37000000,33,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000670_05,000670|KR7000670000|KOSPI|2010-01-04|2026-09-01|000670_05,000670,KR7000670000|KOSPI|2010-01-04|2026-09-01,2026-02-02,2026-01-30,59700.00000000,2026-08-03,EXIT3_PROGRESSED_TO_WEAK,-45.64000000,122,False,2026-07-14,SOFT_EXIT_NEG40_NON_WEAK,-38.36000000,109,False,True,7.28000000,REALIZED,REALIZED,SOFT_EXIT,,,,,,,,,,
000680_01,000680|KR7000680009|KOSPI|2010-01-04|2026-09-01|000680_01,000680,KR7000680009|KOSPI|2010-01-04|2026-09-01,2021-05-31,2021-05-28,3770.00000000,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-1.46000000,86,False,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-1.46000000,86,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000700_01,000700|KR7000700005|KOSPI|2010-01-04|2026-09-01|000700_01,000700,KR7000700005|KOSPI|2010-01-04|2026-09-01,2022-08-22,2022-08-19,6340.00000000,2024-04-17,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,408,False,2024-04-17,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,408,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000700_02,000700|KR7000700005|KOSPI|2010-01-04|2026-09-01|000700_02,000700,KR7000700005|KOSPI|2010-01-04|2026-09-01,2025-06-16,2025-06-13,6070.00000000,2026-08-31,OPEN_AT_CUTOFF,8.73000000,297,True,2026-08-31,OPEN_AT_CUTOFF,8.73000000,297,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
000720_01,000720|KR7000720003|KOSPI|2010-01-04|2026-09-01|000720_01,000720,KR7000720003|KOSPI|2010-01-04|2026-09-01,2021-05-03,2021-04-30,48551.00000000,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,5.46000000,102,False,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,5.46000000,102,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000720_02,000720|KR7000720003|KOSPI|2010-01-04|2026-09-01|000720_02,000720,KR7000720003|KOSPI|2010-01-04|2026-09-01,2025-03-10,2025-03-07,35650.00000000,2025-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,52.88000000,142,False,2025-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,52.88000000,142,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000760_01,000760|KR7000760009|KOSPI|2010-01-04|2026-09-01|000760_01,000760,KR7000760009|KOSPI|2010-01-04|2026-09-01,2021-03-29,2021-03-26,21550.00000000,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-21.35000000,129,False,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-21.35000000,129,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000760_02,000760|KR7000760009|KOSPI|2010-01-04|2026-09-01|000760_02,000760,KR7000760009|KOSPI|2010-01-04|2026-09-01,2022-04-11,2022-04-08,18000.00000000,2022-06-23,LOSS_GUARD_CLOSE_LE_NEG_15,-16.39000000,51,False,2022-06-23,LOSS_GUARD_CLOSE_LE_NEG_15,-16.39000000,51,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000810_01,000810|KR7000810002|KOSPI|2010-01-04|2026-09-01|000810_01,000810,KR7000810002|KOSPI|2010-01-04|2026-09-01,2021-07-05,2021-07-02,223000.00000000,2022-03-03,LOSS_GUARD_CLOSE_LE_NEG_15,-15.25000000,163,False,2022-03-03,LOSS_GUARD_CLOSE_LE_NEG_15,-15.25000000,163,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000810_02,000810|KR7000810002|KOSPI|2010-01-04|2026-09-01|000810_02,000810,KR7000810002|KOSPI|2010-01-04|2026-09-01,2022-12-19,2022-12-16,212000.00000000,2024-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,80.90000000,376,False,2024-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,80.90000000,376,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000850_01,000850|KR7000850008|KOSPI|2010-01-04|2026-09-01|000850_01,000850,KR7000850008|KOSPI|2010-01-04|2026-09-01,2021-05-03,2021-04-30,38900.00000000,2021-12-01,LOSS_GUARD_CLOSE_LE_NEG_15,-15.42000000,145,False,2021-12-01,LOSS_GUARD_CLOSE_LE_NEG_15,-15.42000000,145,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
000850_02,000850|KR7000850008|KOSPI|2010-01-04|2026-09-01|000850_02,000850,KR7000850008|KOSPI|2010-01-04|2026-09-01,2022-06-07,2022-06-03,37350.00000000,2022-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-16.06000000,14,False,2022-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-16.06000000,14,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
