trade_id,pair_id,ticker,identity,entry_date,entry_signal_date,entry_open,control_exit_or_cutoff_date,control_exit_reason,control_terminal_return,control_holding_days,control_open_at_cutoff,candidate_exit_or_cutoff_date,candidate_exit_reason,candidate_terminal_return,candidate_holding_days,candidate_open_at_cutoff,candidate_soft_exit,paired_delta,control_trade_status,candidate_trade_status,candidate_action,control_terminal_reason,control_settlement_date,control_settlement_price,control_settlement_type,control_settlement_source,candidate_terminal_reason,candidate_settlement_date,candidate_settlement_price,candidate_settlement_type,candidate_settlement_source
074430_02,074430|KR7074430000|KOSDAQ|2010-01-04|2026-09-01|074430_02,074430,KR7074430000|KOSDAQ|2010-01-04|2026-09-01,2026-01-12,2026-01-09,1711.00000000,2026-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,-18.47000000,34,False,2026-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,-18.47000000,34,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074600_01,074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_01,074600,KR7074600008|KOSDAQ|2010-01-04|2026-09-01,2021-02-22,2021-02-19,20550.00000000,2021-04-01,EXIT4_SCORE_DRAWDOWN_GE_15,18.73000000,28,False,2021-04-01,EXIT4_SCORE_DRAWDOWN_GE_15,18.73000000,28,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074600_02,074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_02,074600,KR7074600008|KOSDAQ|2010-01-04|2026-09-01,2023-06-26,2023-06-23,29350.00000000,2023-10-23,LOSS_GUARD_CLOSE_LE_NEG_15,-17.55000000,80,False,2023-10-23,LOSS_GUARD_CLOSE_LE_NEG_15,-17.55000000,80,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074600_03,074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_03,074600,KR7074600008|KOSDAQ|2010-01-04|2026-09-01,2024-01-15,2024-01-12,31700.00000000,2024-02-28,LOSS_GUARD_CLOSE_LE_NEG_15,-16.88000000,31,False,2024-02-28,LOSS_GUARD_CLOSE_LE_NEG_15,-16.88000000,31,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074600_04,074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_04,074600,KR7074600008|KOSDAQ|2010-01-04|2026-09-01,2024-03-25,2024-03-22,31800.00000000,2024-08-06,LOSS_GUARD_CLOSE_LE_NEG_15,-17.61000000,92,False,2024-08-06,LOSS_GUARD_CLOSE_LE_NEG_15,-17.61000000,92,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074600_05,074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_05,074600,KR7074600008|KOSDAQ|2010-01-04|2026-09-01,2025-10-13,2025-10-10,25600.00000000,2025-11-17,LOSS_GUARD_CLOSE_LE_NEG_15,-16.41000000,26,False,2025-11-17,LOSS_GUARD_CLOSE_LE_NEG_15,-16.41000000,26,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074600_06,074600|KR7074600008|KOSDAQ|2010-01-04|2026-09-01|074600_06,074600,KR7074600008|KOSDAQ|2010-01-04|2026-09-01,2026-02-09,2026-02-06,30600.00000000,2026-08-03,EXIT3_PROGRESSED_TO_BASE,-20.59000000,117,False,2026-08-03,EXIT3_PROGRESSED_TO_BASE,-20.59000000,117,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
074610_01,074610|KR7074610007|KOSPI|2010-01-04|2026-09-01|074610_01,074610,KR7074610007|KOSPI|2010-01-04|2026-09-01,2022-10-24,2022-10-21,51100.00000000,2023-02-16,LOSS_GUARD_CLOSE_LE_NEG_15,-15.36000000,81,False,2023-02-16,LOSS_GUARD_CLOSE_LE_NEG_15,-15.36000000,81,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
075130_01,075130|KR7075130005|KOSDAQ|2010-01-04|2026-09-01|075130_01,075130,KR7075130005|KOSDAQ|2010-01-04|2026-09-01,2021-01-18,2021-01-15,4200.00000000,2021-02-08,LOSS_GUARD_CLOSE_LE_NEG_15,-15.90000000,16,False,2021-02-08,LOSS_GUARD_CLOSE_LE_NEG_15,-15.90000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
075130_02,075130|KR7075130005|KOSDAQ|2010-01-04|2026-09-01|075130_02,075130,KR7075130005|KOSDAQ|2010-01-04|2026-09-01,2025-04-07,2025-04-04,3705.00000000,2025-04-28,LOSS_GUARD_CLOSE_LE_NEG_15,-16.33000000,16,False,2025-04-28,LOSS_GUARD_CLOSE_LE_NEG_15,-16.33000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
075180_01,075180|KR7075180000|KOSPI|2010-01-04|2026-09-01|075180_01,075180,KR7075180000|KOSPI|2010-01-04|2026-09-01,2021-01-18,2021-01-15,6370.00000000,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-10.36000000,176,False,2021-10-01,EXIT4_SCORE_DRAWDOWN_GE_15,-10.36000000,176,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
075580_01,075580|KR7075580001|KOSPI|2015-11-30|2026-09-01|075580_01,075580,KR7075580001|KOSPI|2015-11-30|2026-09-01,2022-08-22,2022-08-19,7800.00000000,2022-09-27,LOSS_GUARD_CLOSE_LE_NEG_15,-16.54000000,25,False,2022-09-27,LOSS_GUARD_CLOSE_LE_NEG_15,-16.54000000,25,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
075580_02,075580|KR7075580001|KOSPI|2015-11-30|2026-09-01|075580_02,075580,KR7075580001|KOSPI|2015-11-30|2026-09-01,2023-06-19,2023-06-16,6790.00000000,2023-09-11,LOSS_GUARD_CLOSE_LE_NEG_15,-14.14000000,60,False,2023-09-11,LOSS_GUARD_CLOSE_LE_NEG_15,-14.14000000,60,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
075580_03,075580|KR7075580001|KOSPI|2015-11-30|2026-09-01|075580_03,075580,KR7075580001|KOSPI|2015-11-30|2026-09-01,2024-03-25,2024-03-22,6440.00000000,2024-10-02,EXIT4_SCORE_DRAWDOWN_GE_15,13.98000000,128,False,2024-10-02,EXIT4_SCORE_DRAWDOWN_GE_15,13.98000000,128,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
076080_01,076080|KR7076080001|KOSDAQ|2010-01-04|2026-09-01|076080_01,076080,KR7076080001|KOSDAQ|2010-01-04|2026-09-01,2022-11-28,2022-11-25,6450.00000000,2022-12-14,LOSS_GUARD_CLOSE_LE_NEG_15,-17.98000000,13,False,2022-12-14,LOSS_GUARD_CLOSE_LE_NEG_15,-17.98000000,13,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
077360_01,077360|KR7077360006|KOSDAQ|2010-01-04|2026-09-01|077360_01,077360,KR7077360006|KOSDAQ|2010-01-04|2026-09-01,2023-06-26,2023-06-23,7220.00000000,2023-11-01,LOSS_GUARD_CLOSE_LE_NEG_15,-16.34000000,87,False,2023-11-01,LOSS_GUARD_CLOSE_LE_NEG_15,-16.34000000,87,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
077500_01,077500|KR7077500007|KOSPI|2010-01-04|2026-09-01|077500_01,077500,KR7077500007|KOSPI|2010-01-04|2026-09-01,2022-01-10,2022-01-07,6250.00000000,2022-03-15,LOSS_GUARD_CLOSE_LE_NEG_15,-16.80000000,42,False,2022-03-15,LOSS_GUARD_CLOSE_LE_NEG_15,-16.80000000,42,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
077500_02,077500|KR7077500007|KOSPI|2010-01-04|2026-09-01|077500_02,077500,KR7077500007|KOSPI|2010-01-04|2026-09-01,2023-03-06,2023-03-03,5385.00000000,2023-05-17,LOSS_GUARD_CLOSE_LE_NEG_15,-15.23000000,51,False,2023-05-17,LOSS_GUARD_CLOSE_LE_NEG_15,-15.23000000,51,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
077970_01,077970|KR7077970002|KOSPI|2010-01-04|2026-09-01|077970_01,077970,KR7077970002|KOSPI|2010-01-04|2026-09-01,2024-06-17,2024-06-14,15920.00000000,2025-02-03,EXIT4_SCORE_DRAWDOWN_GE_15,40.39000000,152,False,2025-02-03,EXIT4_SCORE_DRAWDOWN_GE_15,40.39000000,152,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078000_01,078000|KR7078000007|KOSPI|2010-01-04|2026-09-01|078000_01,078000,KR7078000007|KOSPI|2010-01-04|2026-09-01,2021-07-05,2021-07-02,13150.00000000,2021-08-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.97000000,35,False,2021-08-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.97000000,35,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078020_01,078020|KR7078020005|KOSDAQ|2010-01-04|2026-09-01|078020_01,078020,KR7078020005|KOSDAQ|2010-01-04|2026-09-01,2021-02-08,2021-02-05,7280.00000000,2022-06-02,EXIT3_PROGRESSED_TO_TRANSITION,-2.34000000,325,False,2022-06-02,EXIT3_PROGRESSED_TO_TRANSITION,-2.34000000,325,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078020_02,078020|KR7078020005|KOSDAQ|2010-01-04|2026-09-01|078020_02,078020,KR7078020005|KOSDAQ|2010-01-04|2026-09-01,2025-07-14,2025-07-11,6520.00000000,2025-07-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.49000000,8,False,2025-07-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.49000000,8,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078130_01,078130|KR7078130002|KOSDAQ|2010-01-04|2026-09-01|078130_01,078130,KR7078130002|KOSDAQ|2010-01-04|2026-09-01,2021-03-29,2021-03-26,31710.00000000,2021-08-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.77000000,103,False,2021-08-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.77000000,103,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078340_01,078340|KR7078340007|KOSDAQ|2010-01-04|2026-09-01|078340_01,078340,KR7078340007|KOSDAQ|2010-01-04|2026-09-01,2021-01-18,2021-01-15,166400.00000000,2021-02-25,LOSS_GUARD_CLOSE_LE_NEG_15,-14.84000000,27,False,2021-02-25,LOSS_GUARD_CLOSE_LE_NEG_15,-14.84000000,27,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078340_02,078340|KR7078340007|KOSDAQ|2010-01-04|2026-09-01|078340_02,078340,KR7078340007|KOSDAQ|2010-01-04|2026-09-01,2021-11-22,2021-11-19,164100.00000000,2021-12-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,12,False,2021-12-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,12,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078350_01,078350|KR7078350006|KOSDAQ|2010-01-04|2026-09-01|078350_01,078350,KR7078350006|KOSDAQ|2010-01-04|2026-09-01,2021-05-17,2021-05-14,6660.00000000,2021-11-01,EXIT4_SCORE_DRAWDOWN_GE_15,32.88000000,114,False,2021-11-01,EXIT4_SCORE_DRAWDOWN_GE_15,32.88000000,114,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078350_02,078350|KR7078350006|KOSDAQ|2010-01-04|2026-09-01|078350_02,078350,KR7078350006|KOSDAQ|2010-01-04|2026-09-01,2025-10-13,2025-10-10,17890.00000000,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,78.31000000,138,False,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,78.31000000,138,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078520_01,078520|KR7078520004|KOSPI|2011-09-07|2026-09-01|078520_01,078520,KR7078520004|KOSPI|2011-09-07|2026-09-01,2023-02-20,2023-02-17,7360.00000000,2023-07-25,LOSS_GUARD_CLOSE_LE_NEG_15,-16.30000000,107,False,2023-07-25,LOSS_GUARD_CLOSE_LE_NEG_15,-16.30000000,107,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078520_02,078520|KR7078520004|KOSPI|2011-09-07|2026-09-01|078520_02,078520,KR7078520004|KOSPI|2011-09-07|2026-09-01,2024-06-03,2024-05-31,11180.00000000,2024-06-05,LOSS_GUARD_CLOSE_LE_NEG_15,-16.82000000,3,False,2024-06-05,LOSS_GUARD_CLOSE_LE_NEG_15,-16.82000000,3,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078520_03,078520|KR7078520004|KOSPI|2011-09-07|2026-09-01|078520_03,078520,KR7078520004|KOSPI|2011-09-07|2026-09-01,2024-06-17,2024-06-14,10760.00000000,2024-07-02,LOSS_GUARD_CLOSE_LE_NEG_15,-15.71000000,12,False,2024-07-02,LOSS_GUARD_CLOSE_LE_NEG_15,-15.71000000,12,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078520_04,078520|KR7078520004|KOSPI|2011-09-07|2026-09-01|078520_04,078520,KR7078520004|KOSPI|2011-09-07|2026-09-01,2025-08-04,2025-08-01,9410.00000000,2026-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,4.89000000,221,False,2026-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,4.89000000,221,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078600_01,078600|KR7078600004|KOSDAQ|2010-01-04|2026-09-01|078600_01,078600,KR7078600004|KOSDAQ|2010-01-04|2026-09-01,2024-06-03,2024-05-31,118800.00000000,2024-09-09,LOSS_GUARD_CLOSE_LE_NEG_15,-23.99000000,69,False,2024-09-09,LOSS_GUARD_CLOSE_LE_NEG_15,-23.99000000,69,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078600_02,078600|KR7078600004|KOSDAQ|2010-01-04|2026-09-01|078600_02,078600,KR7078600004|KOSDAQ|2010-01-04|2026-09-01,2026-03-03,2026-02-27,96900.00000000,2026-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-11.15000000,3,False,2026-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-11.15000000,3,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078600_03,078600|KR7078600004|KOSDAQ|2010-01-04|2026-09-01|078600_03,078600,KR7078600004|KOSDAQ|2010-01-04|2026-09-01,2026-04-20,2026-04-17,132800.00000000,2026-06-09,LOSS_GUARD_CLOSE_LE_NEG_15,-17.55000000,33,False,2026-06-09,LOSS_GUARD_CLOSE_LE_NEG_15,-17.55000000,33,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078890_01,078890|KR7078890001|KOSDAQ|2010-01-04|2026-09-01|078890_01,078890,KR7078890001|KOSDAQ|2010-01-04|2026-09-01,2021-02-08,2021-02-05,10239.00000000,2021-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,23.00000000,96,False,2021-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,23.00000000,96,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078890_02,078890|KR7078890001|KOSDAQ|2010-01-04|2026-09-01|078890_02,078890,KR7078890001|KOSDAQ|2010-01-04|2026-09-01,2026-01-19,2026-01-16,6570.00000000,2026-02-09,LOSS_GUARD_CLOSE_LE_NEG_15,-18.72000000,16,False,2026-02-09,LOSS_GUARD_CLOSE_LE_NEG_15,-18.72000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078930_01,078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_01,078930,KR7078930005|KOSPI|2010-01-04|2026-09-01,2021-05-10,2021-05-07,46850.00000000,2021-08-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.80000000,74,False,2021-08-23,LOSS_GUARD_CLOSE_LE_NEG_15,-15.80000000,74,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078930_02,078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_02,078930,KR7078930005|KOSPI|2010-01-04|2026-09-01,2022-05-09,2022-05-06,47700.00000000,2022-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,33,False,2022-06-24,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,33,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078930_03,078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_03,078930,KR7078930005|KOSPI|2010-01-04|2026-09-01,2023-11-27,2023-11-24,42950.00000000,2025-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,-15.13000000,306,False,2025-03-04,LOSS_GUARD_CLOSE_LE_NEG_15,-15.13000000,306,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
078930_04,078930|KR7078930005|KOSPI|2010-01-04|2026-09-01|078930_04,078930,KR7078930005|KOSPI|2010-01-04|2026-09-01,2025-06-02,2025-05-30,43550.00000000,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,89.21000000,225,False,2026-05-04,EXIT4_SCORE_DRAWDOWN_GE_15,89.21000000,225,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079000_01,079000|KR7079000006|KOSDAQ|2010-01-04|2026-09-01|079000_01,079000,KR7079000006|KOSDAQ|2010-01-04|2026-09-01,2021-02-08,2021-02-05,6580.00000000,2021-08-02,EXIT4_SCORE_DRAWDOWN_GE_15,24.32000000,121,False,2021-08-02,EXIT4_SCORE_DRAWDOWN_GE_15,24.32000000,121,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079000_02,079000|KR7079000006|KOSDAQ|2010-01-04|2026-09-01|079000_02,079000,KR7079000006|KOSDAQ|2010-01-04|2026-09-01,2024-05-07,2024-05-03,7860.00000000,2024-05-22,LOSS_GUARD_CLOSE_LE_NEG_15,-15.65000000,11,False,2024-05-22,LOSS_GUARD_CLOSE_LE_NEG_15,-15.65000000,11,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079000_03,079000|KR7079000006|KOSDAQ|2010-01-04|2026-09-01|079000_03,079000,KR7079000006|KOSDAQ|2010-01-04|2026-09-01,2026-01-12,2026-01-09,7000.00000000,2026-05-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.29000000,88,False,2026-05-21,LOSS_GUARD_CLOSE_LE_NEG_15,-15.29000000,88,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079370_01,079370|KR7079370003|KOSDAQ|2010-01-04|2026-09-01|079370_01,079370,KR7079370003|KOSDAQ|2010-01-04|2026-09-01,2022-11-14,2022-11-11,9666.00000000,2023-01-04,LOSS_GUARD_CLOSE_LE_NEG_15,-16.38000000,37,False,2023-01-04,LOSS_GUARD_CLOSE_LE_NEG_15,-16.38000000,37,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079370_02,079370|KR7079370003|KOSDAQ|2010-01-04|2026-09-01|079370_02,079370,KR7079370003|KOSDAQ|2010-01-04|2026-09-01,2023-02-20,2023-02-17,10033.00000000,2023-03-15,LOSS_GUARD_CLOSE_LE_NEG_15,-16.29000000,17,False,2023-03-15,LOSS_GUARD_CLOSE_LE_NEG_15,-16.29000000,17,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079370_03,079370|KR7079370003|KOSDAQ|2010-01-04|2026-09-01|079370_03,079370,KR7079370003|KOSDAQ|2010-01-04|2026-09-01,2023-04-03,2023-03-31,11516.00000000,2023-04-25,LOSS_GUARD_CLOSE_LE_NEG_15,-14.77000000,17,False,2023-04-25,LOSS_GUARD_CLOSE_LE_NEG_15,-14.77000000,17,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079370_04,079370|KR7079370003|KOSDAQ|2010-01-04|2026-09-01|079370_04,079370,KR7079370003|KOSDAQ|2010-01-04|2026-09-01,2025-11-03,2025-10-31,15600.00000000,2025-11-24,LOSS_GUARD_CLOSE_LE_NEG_15,-17.31000000,16,False,2025-11-24,LOSS_GUARD_CLOSE_LE_NEG_15,-17.31000000,16,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079370_05,079370|KR7079370003|KOSDAQ|2010-01-04|2026-09-01|079370_05,079370,KR7079370003|KOSDAQ|2010-01-04|2026-09-01,2026-02-02,2026-01-30,19500.00000000,2026-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-17.79000000,20,False,2026-03-05,LOSS_GUARD_CLOSE_LE_NEG_15,-17.79000000,20,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079430_01,079430|KR7079430005|KOSPI|2010-01-04|2026-09-01|079430_01,079430,KR7079430005|KOSPI|2010-01-04|2026-09-01,2021-06-07,2021-06-04,19950.00000000,2021-08-20,LOSS_GUARD_CLOSE_LE_NEG_15,-14.54000000,54,False,2021-08-20,LOSS_GUARD_CLOSE_LE_NEG_15,-14.54000000,54,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079550_01,079550|KR7079550000|KOSPI|2015-10-02|2026-09-01|079550_01,079550,KR7079550000|KOSPI|2015-10-02|2026-09-01,2021-01-25,2021-01-22,41200.00000000,2021-12-01,EXIT4_SCORE_DRAWDOWN_GE_15,30.34000000,212,False,2021-12-01,EXIT4_SCORE_DRAWDOWN_GE_15,30.34000000,212,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079550_02,079550|KR7079550000|KOSPI|2015-10-02|2026-09-01|079550_02,079550,KR7079550000|KOSPI|2015-10-02|2026-09-01,2023-11-13,2023-11-10,98200.00000000,2024-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,122.00000000,155,False,2024-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,122.00000000,155,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079650_01,079650|KR7079650008|KOSDAQ|2010-01-04|2026-09-01|079650_01,079650,KR7079650008|KOSDAQ|2010-01-04|2026-09-01,2021-05-24,2021-05-21,3110.00000000,2021-10-07,LOSS_GUARD_CLOSE_LE_NEG_15,-16.40000000,94,False,2021-10-07,LOSS_GUARD_CLOSE_LE_NEG_15,-16.40000000,94,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079650_02,079650|KR7079650008|KOSDAQ|2010-01-04|2026-09-01|079650_02,079650,KR7079650008|KOSDAQ|2010-01-04|2026-09-01,2025-08-04,2025-08-01,1659.00000000,2025-12-11,LOSS_GUARD_CLOSE_LE_NEG_15,-14.77000000,88,False,2025-12-11,LOSS_GUARD_CLOSE_LE_NEG_15,-14.77000000,88,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079940_01,079940|KR7079940003|KOSDAQ|2010-01-04|2026-09-01|079940_01,079940,KR7079940003|KOSDAQ|2010-01-04|2026-09-01,2023-02-20,2023-02-17,13660.00000000,2023-04-25,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,46,False,2023-04-25,LOSS_GUARD_CLOSE_LE_NEG_15,-15.30000000,46,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079940_02,079940|KR7079940003|KOSDAQ|2010-01-04|2026-09-01|079940_02,079940,KR7079940003|KOSDAQ|2010-01-04|2026-09-01,2023-11-06,2023-11-03,15230.00000000,2024-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,0.13000000,160,False,2024-07-01,EXIT4_SCORE_DRAWDOWN_GE_15,0.13000000,160,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079940_03,079940|KR7079940003|KOSDAQ|2010-01-04|2026-09-01|079940_03,079940,KR7079940003|KOSDAQ|2010-01-04|2026-09-01,2025-04-21,2025-04-18,21350.00000000,2025-11-03,EXIT4_SCORE_DRAWDOWN_GE_15,29.27000000,130,False,2025-11-03,EXIT4_SCORE_DRAWDOWN_GE_15,29.27000000,130,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
079960_01,079960|KR7079960001|KOSDAQ|2010-01-04|2026-09-01|079960_01,079960,KR7079960001|KOSDAQ|2010-01-04|2026-09-01,2023-06-26,2023-06-23,19070.00000000,2026-08-31,OPEN_AT_CUTOFF,-4.56000000,775,True,2026-08-31,OPEN_AT_CUTOFF,-4.56000000,775,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
080000_01,080000|KR7080000003|KOSDAQ|2010-01-04|2024-12-19|080000_01,080000,KR7080000003|KOSDAQ|2010-01-04|2024-12-19,2023-02-13,2023-02-10,3615.00000000,2023-08-17,LOSS_GUARD_CLOSE_LE_NEG_15,-16.87000000,128,False,2023-08-17,LOSS_GUARD_CLOSE_LE_NEG_15,-16.87000000,128,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
080010_01,080010|KR7080010002|KOSDAQ|2010-01-04|2026-09-01|080010_01,080010,KR7080010002|KOSDAQ|2010-01-04|2026-09-01,2025-07-07,2025-07-04,5870.00000000,2026-08-31,OPEN_AT_CUTOFF,29.81000000,282,True,2026-08-31,OPEN_AT_CUTOFF,29.81000000,282,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
080220_01,080220|KR7080220007|KOSDAQ|2010-01-04|2026-09-01|080220_01,080220,KR7080220007|KOSDAQ|2010-01-04|2026-09-01,2025-09-22,2025-09-19,19250.00000000,2026-08-31,OPEN_AT_CUTOFF,306.23000000,228,True,2026-08-31,OPEN_AT_CUTOFF,306.23000000,228,True,False,0.00000000,OPEN_AT_CUTOFF,OPEN_AT_CUTOFF,CONTROL_PRESERVED,,,,,,,,,,
081580_01,081580|KR7081580003|KOSDAQ|2010-01-04|2026-09-01|081580_01,081580,KR7081580003|KOSDAQ|2010-01-04|2026-09-01,2026-03-03,2026-02-27,2950.00000000,2026-06-02,LOSS_GUARD_CLOSE_LE_NEG_15,-17.80000000,63,False,2026-06-02,LOSS_GUARD_CLOSE_LE_NEG_15,-17.80000000,63,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
081660_01,081660|KR7081660003|KOSPI|2010-09-28|2026-09-01|081660_01,081660,KR7081660003|KOSPI|2010-09-28|2026-09-01,2023-03-06,2023-03-03,40350.00000000,2023-04-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.37000000,25,False,2023-04-07,LOSS_GUARD_CLOSE_LE_NEG_15,-15.37000000,25,False,False,0.00000000,REALIZED,REALIZED,CONTROL_EXIT,,,,,,,,,,
