ticker,name,group,requested_count,http_query_status,raw_item_count,parsed_row_count,first_returned_date,last_returned_date,duplicate_date_count,parse_error,response_length_bytes
035420,NAVER,LONG_COMMON_PARTIAL,2999,SUCCESS,2999,2999,2014-06-10,2026-08-27,0,,203808
035420,NAVER,LONG_COMMON_PARTIAL,3000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,203876
035420,NAVER,LONG_COMMON_PARTIAL,3001,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,203876
035420,NAVER,LONG_COMMON_PARTIAL,3500,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,203876
035420,NAVER,LONG_COMMON_PARTIAL,5000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,203876
035420,NAVER,LONG_COMMON_PARTIAL,10000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,203876
000270,Kia,LONG_COMMON_PARTIAL,500,SUCCESS,500,500,2024-08-05,2026-08-27,0,,33833
000270,Kia,LONG_COMMON_PARTIAL,1000,SUCCESS,1000,1000,2022-07-25,2026-08-27,0,,66670
000270,Kia,LONG_COMMON_PARTIAL,2000,SUCCESS,2000,2000,2018-07-04,2026-08-27,0,,131400
000270,Kia,LONG_COMMON_PARTIAL,2900,SUCCESS,2900,2900,2014-11-04,2026-08-27,0,,189370
000270,Kia,LONG_COMMON_PARTIAL,2999,SUCCESS,2999,2999,2014-06-10,2026-08-27,0,,195744
000270,Kia,LONG_COMMON_PARTIAL,3000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,195809
000270,Kia,LONG_COMMON_PARTIAL,3001,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,195809
000270,Kia,LONG_COMMON_PARTIAL,3500,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,195809
000270,Kia,LONG_COMMON_PARTIAL,5000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,195809
000270,Kia,LONG_COMMON_PARTIAL,10000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,195809
005490,POSCO Holdings,LONG_COMMON_PARTIAL,500,SUCCESS,500,500,2024-08-05,2026-08-27,0,,34225
005490,POSCO Holdings,LONG_COMMON_PARTIAL,1000,SUCCESS,1000,1000,2022-07-25,2026-08-27,0,,68319
005490,POSCO Holdings,LONG_COMMON_PARTIAL,2000,SUCCESS,2000,2000,2018-07-04,2026-08-27,0,,136330
005490,POSCO Holdings,LONG_COMMON_PARTIAL,2900,SUCCESS,2900,2900,2014-11-04,2026-08-27,0,,197529
005490,POSCO Holdings,LONG_COMMON_PARTIAL,2999,SUCCESS,2999,2999,2014-06-10,2026-08-27,0,,204251
005490,POSCO Holdings,LONG_COMMON_PARTIAL,3000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,204319
005490,POSCO Holdings,LONG_COMMON_PARTIAL,3001,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,204319
005490,POSCO Holdings,LONG_COMMON_PARTIAL,3500,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,204319
005490,POSCO Holdings,LONG_COMMON_PARTIAL,5000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,204319
005490,POSCO Holdings,LONG_COMMON_PARTIAL,10000,SUCCESS,3000,3000,2014-06-09,2026-08-27,0,,204319
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,500,SUCCESS,500,500,2011-01-10,2013-01-14,0,,32149
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,1000,SUCCESS,1000,1000,2009-01-15,2013-01-14,0,,62902
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,2000,SUCCESS,2000,2000,2004-12-30,2013-01-14,0,,123157
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,2900,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,2999,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,3000,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,3001,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,3500,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,5000,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
064420,Hansol (Delisted 2010),PRE_2014_SHORT_HISTORY,10000,SUCCESS,2625,2625,2002-06-21,2013-01-14,0,,160309
352820,HYBE (Listed 2020),POST_2014_COMPLETE,500,SUCCESS,500,500,2024-08-05,2026-08-27,0,,34180
352820,HYBE (Listed 2020),POST_2014_COMPLETE,1000,SUCCESS,1000,1000,2022-07-25,2026-08-27,0,,68179
352820,HYBE (Listed 2020),POST_2014_COMPLETE,2000,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,2900,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,2999,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,3000,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,3001,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,3500,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,5000,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
352820,HYBE (Listed 2020),POST_2014_COMPLETE,10000,SUCCESS,1439,1439,2020-10-15,2026-08-27,0,,98053
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,500,SUCCESS,500,500,2017-01-20,2019-02-12,0,,32204
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,1000,SUCCESS,1000,1000,2015-01-14,2019-02-12,0,,63505
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,2000,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,2900,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,2999,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,3000,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,3001,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,3500,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,5000,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
000030,Alpha 23 Control,ALPHANUMERIC_CONTROL,10000,SUCCESS,1037,1037,2014-11-19,2019-02-12,0,,65879
