ticker,trade_sequence,legacy_trade_sequence,current_trade_sequence,legacy_present,current_present,legacy_entry_signal_date,current_entry_signal_date,market_cap_reference_date,market_cap_source,source_available_in_legacy_generation,source_available_in_current_generation,delta_classification
102710,1,1,1,True,True,2025-03-28,2025-03-28,2025-03-28,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250328.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
105560,1,1,1,True,True,2023-09-22,2023-01-06,2023-01-06,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20230106.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
108380,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
109740,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
111770,1,1,1,True,True,2025-03-28,2025-03-28,2025-03-28,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250328.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
112610,1,1,1,True,True,2024-09-27,2024-09-27,2024-09-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20240927.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
114810,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
122870,1,1,1,True,True,2025-03-28,2025-03-28,2025-03-28,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250328.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
127120,1,1,1,True,True,2024-12-27,2024-12-27,2024-12-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20241227.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
139130,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
140860,1,1,1,True,True,2024-12-27,2024-12-27,2024-12-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20241227.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
145020,1,1,1,True,True,2023-12-22,2023-12-01,2023-12-01,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20231201.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
145990,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
183190,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
183300,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
192080,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
200670,1,1,1,True,True,2024-09-27,2024-09-27,2024-09-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20240927.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
204320,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
204620,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
207940,1,1,1,True,True,2024-03-29,2022-07-29,2022-07-29,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20220729.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
214150,1,1,1,True,True,2022-12-23,2022-12-02,2022-12-02,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20221202.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
226400,1,1,1,True,True,2024-09-27,2024-09-27,2024-09-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20240927.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
241560,1,1,1,True,True,2025-03-28,2025-03-28,2025-03-28,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250328.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
251120,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
267290,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
271560,1,1,1,True,True,2022-12-23,2022-12-02,2022-12-02,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20221202.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
272210,1,1,1,True,True,2023-06-30,2023-06-30,2023-06-30,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20230630.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
274090,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
285490,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
300720,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
306200,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
310200,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
316140,1,1,1,True,True,2024-03-29,2023-01-27,2023-01-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20230127.csv,False,True,EXPECTED_PIT_AVAILABILITY_EXPANSION
352820,1,1,1,True,True,2025-01-31,2025-01-31,2025-01-31,artifacts/patterns/pattern_a/production/investability/source/krx_market_cap_20250131.csv,True,True,UNCHANGED_BEHAVIORAL_ROW
383800,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
950170,1,1,1,True,True,2025-06-27,2025-06-27,2025-06-27,artifacts/patterns/pattern_a/validation/investability_history/source/krx_market_cap_20250627.csv,True,True,LEGACY_PROVENANCE_PATH_VERSION
