pair_id,control_trade_id,control_ticker,control_isu_cd,control_market,control_entry_signal_date,control_entry_execution_date,candidate_trade_id,candidate_ticker,candidate_isu_cd,candidate_market,candidate_entry_signal_date,candidate_entry_execution_date,identity_and_entry_match
282330|KR7282330000|KOSPI|2017-12-08|2026-09-01|282330_05,282330_05,282330,KR7282330000,KOSPI,2026-08-07,2026-08-10,282330_05,282330,KR7282330000,KOSPI,2026-08-07,2026-08-10,True
285130|KR7285130001|KOSPI|2018-01-05|2026-09-01|285130_01,285130_01,285130,KR7285130001,KOSPI,2025-07-04,2025-07-07,285130_01,285130,KR7285130001,KOSPI,2025-07-04,2025-07-07,True
294870|KR7294870001|KOSPI|2018-06-12|2026-09-01|294870_01,294870_01,294870,KR7294870001,KOSPI,2026-02-20,2026-02-23,294870_01,294870,KR7294870001,KOSPI,2026-02-20,2026-02-23,True
294870|KR7294870001|KOSPI|2018-06-12|2026-09-01|294870_02,294870_02,294870,KR7294870001,KOSPI,2026-03-20,2026-03-23,294870_02,294870,KR7294870001,KOSPI,2026-03-20,2026-03-23,True
298020|KR7298020009|KOSPI|2018-07-13|2026-09-01|298020_01,298020_01,298020,KR7298020009,KOSPI,2024-05-17,2024-05-20,298020_01,298020,KR7298020009,KOSPI,2024-05-17,2024-05-20,True
298020|KR7298020009|KOSPI|2018-07-13|2026-09-01|298020_02,298020_02,298020,KR7298020009,KOSPI,2026-02-13,2026-02-19,298020_02,298020,KR7298020009,KOSPI,2026-02-13,2026-02-19,True
298020|KR7298020009|KOSPI|2018-07-13|2026-09-01|298020_03,298020_03,298020,KR7298020009,KOSPI,2026-04-10,2026-04-13,298020_03,298020,KR7298020009,KOSPI,2026-04-10,2026-04-13,True
298380|KR7298380007|KOSDAQ|2018-12-19|2026-09-01|298380_01,298380_01,298380,KR7298380007,KOSDAQ,2024-01-05,2024-01-08,298380_01,298380,KR7298380007,KOSDAQ,2024-01-05,2024-01-08,True
298380|KR7298380007|KOSDAQ|2018-12-19|2026-09-01|298380_02,298380_02,298380,KR7298380007,KOSDAQ,2024-03-08,2024-03-11,298380_02,298380,KR7298380007,KOSDAQ,2024-03-08,2024-03-11,True
300720|KR7300720000|KOSPI|2018-08-06|2026-09-01|300720_01,300720_01,300720,KR7300720000,KOSPI,2024-12-20,2024-12-23,300720_01,300720,KR7300720000,KOSPI,2024-12-20,2024-12-23,True
307950|KR7307950006|KOSPI|2019-03-28|2026-09-01|307950_01,307950_01,307950,KR7307950006,KOSPI,2023-04-14,2023-04-17,307950_01,307950,KR7307950006,KOSPI,2023-04-14,2023-04-17,True
316140|KR7316140003|KOSPI|2019-02-13|2026-09-01|316140_01,316140_01,316140,KR7316140003,KOSPI,2023-01-27,2023-01-30,316140_01,316140,KR7316140003,KOSPI,2023-01-27,2023-01-30,True
316140|KR7316140003|KOSPI|2019-02-13|2026-09-01|316140_02,316140_02,316140,KR7316140003,KOSPI,2023-10-06,2023-10-10,316140_02,316140,KR7316140003,KOSPI,2023-10-06,2023-10-10,True
323410|KR7323410001|KOSPI|2021-08-06|2026-09-01|323410_01,323410_01,323410,KR7323410001,KOSPI,2024-12-06,2024-12-09,323410_01,323410,KR7323410001,KOSPI,2024-12-06,2024-12-09,True
326030|KR7326030004|KOSPI|2020-07-02|2026-09-01|326030_01,326030_01,326030,KR7326030004,KOSPI,2024-08-16,2024-08-19,326030_01,326030,KR7326030004,KOSPI,2024-08-16,2024-08-19,True
336260|KR7336260005|KOSPI|2019-10-18|2026-09-01|336260_01,336260_01,336260,KR7336260005,KOSPI,2025-10-10,2025-10-13,336260_01,336260,KR7336260005,KOSPI,2025-10-10,2025-10-13,True
336570|KR7336570007|KOSDAQ|2022-06-30|2026-09-01|336570_01,336570_01,336570,KR7336570007,KOSDAQ,2025-07-11,2025-07-14,336570_01,336570,KR7336570007,KOSDAQ,2025-07-11,2025-07-14,True
352820|KR7352820005|KOSPI|2020-10-15|2026-09-01|352820_01,352820_01,352820,KR7352820005,KOSPI,2024-11-22,2024-11-25,352820_01,352820,KR7352820005,KOSPI,2024-11-22,2024-11-25,True
352820|KR7352820005|KOSPI|2020-10-15|2026-09-01|352820_02,352820_02,352820,KR7352820005,KOSPI,2025-01-31,2025-02-03,352820_02,352820,KR7352820005,KOSPI,2025-01-31,2025-02-03,True
353200|KR7353200009|KOSPI|2020-05-21|2026-09-01|353200_01,353200_01,353200,KR7353200009,KOSPI,2023-06-02,2023-06-05,353200_01,353200,KR7353200009,KOSPI,2023-06-02,2023-06-05,True
357780|KR7357780006|KOSDAQ|2020-08-06|2026-09-01|357780_01,357780_01,357780,KR7357780006,KOSDAQ,2023-08-04,2023-08-07,357780_01,357780,KR7357780006,KOSDAQ,2023-08-04,2023-08-07,True
357780|KR7357780006|KOSDAQ|2020-08-06|2026-09-01|357780_02,357780_02,357780,KR7357780006,KOSDAQ,2023-12-01,2023-12-04,357780_02,357780,KR7357780006,KOSDAQ,2023-12-01,2023-12-04,True
357780|KR7357780006|KOSDAQ|2020-08-06|2026-09-01|357780_03,357780_03,357780,KR7357780006,KOSDAQ,2025-09-12,2025-09-15,357780_03,357780,KR7357780006,KOSDAQ,2025-09-12,2025-09-15,True
373220|KR7373220003|KOSPI|2022-01-27|2026-09-01|373220_01,373220_01,373220,KR7373220003,KOSPI,2025-10-31,2025-11-03,373220_01,373220,KR7373220003,KOSPI,2025-10-31,2025-11-03,True
375500|KR7375500006|KOSPI|2021-01-25|2026-09-01|375500_01,375500_01,375500,KR7375500006,KOSPI,2025-02-28,2025-03-04,375500_01,375500,KR7375500006,KOSPI,2025-02-28,2025-03-04,True
383220|KR7383220001|KOSPI|2021-05-21|2026-09-01|383220_01,383220_01,383220,KR7383220001,KOSPI,2026-06-12,2026-06-15,383220_01,383220,KR7383220001,KOSPI,2026-06-12,2026-06-15,True
383220|KR7383220001|KOSPI|2021-05-21|2026-09-01|383220_02,383220_02,383220,KR7383220001,KOSPI,2026-07-31,2026-08-03,383220_02,383220,KR7383220001,KOSPI,2026-07-31,2026-08-03,True
403870|KR7403870009|KOSDAQ|2022-07-15|2026-09-01|403870_01,403870_01,403870,KR7403870009,KOSDAQ,2025-10-31,2025-11-03,403870_01,403870,KR7403870009,KOSDAQ,2025-10-31,2025-11-03,True
403870|KR7403870009|KOSDAQ|2022-07-15|2026-09-01|403870_02,403870_02,403870,KR7403870009,KOSDAQ,2026-02-27,2026-03-03,403870_02,403870,KR7403870009,KOSDAQ,2026-02-27,2026-03-03,True
950210|KR8702070002|KOSPI|2021-02-05|2026-09-01|950210_01,950210_01,950210,KR8702070002,KOSPI,2024-11-01,2024-11-04,950210_01,950210,KR8702070002,KOSPI,2024-11-01,2024-11-04,True
