ticker,market,canonical_sector_code,canonical_sector_name,classification,sector_code,sector_name,comparison,reason
031510,KOSDAQ,2075,운송장비·부품,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
031860,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
031980,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032080,KOSDAQ,2058,섬유·의류,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032190,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032280,KOSDAQ,2029,운송·창고,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032300,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032500,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032540,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032580,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032620,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032680,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032750,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032790,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032800,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032820,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032850,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032860,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032940,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
032960,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033050,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033100,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033130,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033160,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033170,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033200,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033230,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033290,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033310,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033320,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033340,KOSDAQ,2058,섬유·의류,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033500,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033540,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033560,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033640,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033790,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
033830,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
034810,KOSDAQ,2031,금융,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
034940,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
034950,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035080,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035200,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035290,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035460,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035600,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035610,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035620,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035760,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035810,KOSDAQ,2056,음식료·담배,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035890,KOSDAQ,2026,건설,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
035900,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036000,KOSDAQ,2037,오락·문화,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036010,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036030,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036090,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036120,KOSDAQ,2118,IT 서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036170,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036190,KOSDAQ,2026,건설,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036200,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036220,KOSDAQ,2074,의료·정밀기기,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036480,KOSDAQ,2066,제약,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036540,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036560,KOSDAQ,2070,기계·장비,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036620,KOSDAQ,2027,유통,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036630,KOSDAQ,2026,건설,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036640,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036670,KOSDAQ,2065,화학,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036690,KOSDAQ,2072,전기전자,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036710,KOSDAQ,2012,일반서비스,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
036800,KOSDAQ,2114,통신,CANONICAL_UNIQUE,,,CANONICAL_ONLY,legacy_validation_mapping_absent
