ticker,isu_cd,market,first_common_date,last_common_date,current_common,historical_only,lifecycle_transition_present,common_interval_count,canonical_adjusted_exists,canonical_adjusted_date_min,canonical_requested_start,canonical_row_count,raw_cache_exists,spac_authority_present,historical_issue_name,current_issue_name,risk_classification
0010V0,KR70010V0005,KOSDAQ,2025-08-21,2026-08-21,true,false,false,1,true,2025-08-21,2025-08-21,244,false,false,제이피아이헬스케어,제이피아이헬스케어,NO_IDENTITY_TRANSITION_SIGNAL
001140,KR7001140003,KOSPI,2010-01-04,2026-01-26,false,true,false,1,true,2010-01-04,2010-01-04,3486,false,false,국보,국보,NO_IDENTITY_TRANSITION_SIGNAL
0011A0,KR70011A0009,KOSDAQ,2026-03-09,2026-08-21,true,false,false,1,true,2026-03-09,2026-03-09,114,false,false,액스비스,액스비스,NO_IDENTITY_TRANSITION_SIGNAL
0011T0,KR70011T0008,KOSDAQ,2026-04-29,2026-08-21,true,false,false,1,true,2026-04-29,2026-04-29,77,false,false,채비,채비,NO_IDENTITY_TRANSITION_SIGNAL
001300,KR7001300003,KOSPI,2010-01-04,2014-07-14,false,true,false,1,true,2010-01-04,2010-01-04,1113,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
001310,KR7001310002,KOSPI,2010-01-04,2012-05-17,false,true,false,1,true,2010-01-04,2010-01-04,588,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
0013V0,KR70013V0002,KOSDAQ,2025-12-22,2026-08-21,true,false,false,1,true,2025-12-22,2025-12-22,162,false,false,삼진식품,삼진식품,NO_IDENTITY_TRANSITION_SIGNAL
001440,KR7001440007,KOSPI,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,3814,false,false,대한전선,대한전선,NO_IDENTITY_TRANSITION_SIGNAL
0015G0,KR70015G0009,KOSDAQ,2025-11-17,2026-08-21,true,false,false,1,true,2025-11-17,2025-11-17,187,false,false,그린광학,그린광학,NO_IDENTITY_TRANSITION_SIGNAL
0015N0,KR70015N0000,KOSDAQ,2025-11-27,2026-08-21,true,false,false,1,true,2025-11-27,2025-11-27,179,false,false,아로마티카,아로마티카,NO_IDENTITY_TRANSITION_SIGNAL
0015S0,KR70015S0005,KOSDAQ,2025-12-10,2026-08-21,true,false,false,1,true,2025-12-10,2025-12-10,170,false,false,페스카로,페스카로,NO_IDENTITY_TRANSITION_SIGNAL
001600,KR7001600006,KOSPI,2010-01-04,2010-04-14,false,true,false,1,true,2010-01-04,2010-01-04,61,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
0017J0,KR70017J0004,KOSDAQ,2026-06-10,2026-08-21,true,false,false,1,true,2026-06-10,2026-06-10,51,false,false,세미티에스,세미티에스,NO_IDENTITY_TRANSITION_SIGNAL
001880,KR7001880004,KOSPI,2010-01-04,2024-02-29,false,true,false,1,true,2010-01-04,2010-01-04,3468,false,false,삼호,DL건설,NO_IDENTITY_TRANSITION_SIGNAL
002000,KR7002000008,KOSPI,2010-01-04,2018-12-12,false,true,false,1,true,2010-01-04,2010-01-04,2183,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
002250,KR7002250009,KOSPI,2010-01-04,2019-05-17,false,true,false,1,true,2010-01-04,2010-01-04,2267,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
002300,KR7002300002,KOSPI,2010-01-04,2020-07-10,false,true,false,1,true,2010-01-04,2010-01-04,2587,false,false,한국제지,한국제지,NO_IDENTITY_TRANSITION_SIGNAL
002530,KR7002530004,KOSPI,2010-01-04,2014-04-24,false,true,false,1,true,2010-01-04,2010-01-04,901,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
002540,KR7002540003,KOSPI,2010-01-04,2010-04-22,false,true,false,1,true,2010-01-04,2010-01-04,54,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
002550,KR7002550002,KOSPI,2010-01-04,2017-07-20,false,true,false,1,true,2010-01-04,2010-01-04,1857,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
002670,KR7002670008,KOSDAQ,2010-01-04,2012-04-16,false,true,false,1,true,2010-01-04,2010-01-04,544,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
002720,KR7002720001,KOSPI,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4094,false,false,국제약품,국제약품,NO_IDENTITY_TRANSITION_SIGNAL
003190,KR7003190006,KOSPI,2010-01-04,2013-05-02,false,true,false,1,true,2010-01-04,2010-01-04,807,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
003410,KR7003410008,KOSPI,2010-01-04,2024-07-08,false,true,false,1,true,2010-01-04,2010-01-04,3536,false,false,쌍용양회,쌍용C&E,NO_IDENTITY_TRANSITION_SIGNAL
003450,KR7003450004,KOSPI,2010-01-04,2016-10-31,false,true,false,1,true,2010-01-04,2010-01-04,1679,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
003560,KR7003560000,KOSPI,2010-01-04,2026-01-14,false,true,false,1,true,2010-01-04,2010-01-04,3284,false,false,IHQ,IHQ,NO_IDENTITY_TRANSITION_SIGNAL
003600,KR7003600004,KOSPI,2010-01-04,2015-08-13,false,true,false,1,true,2010-01-04,2010-01-04,1382,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
003640,KR7003640000,KOSPI,2010-01-04,2015-01-15,false,true,false,1,true,2010-01-04,2010-01-04,1236,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
003940,KR7003940004,KOSPI,2010-01-04,2016-01-20,false,true,false,1,true,2010-01-04,2010-01-04,1467,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
0039P0,KR70039P0000,KOSDAQ,2026-07-01,2026-08-21,true,false,false,1,true,2026-07-01,2026-07-01,36,false,false,매드업,매드업,NO_IDENTITY_TRANSITION_SIGNAL
004010,KR7004010005,KOSPI,2010-01-04,2013-01-21,false,true,false,1,true,2010-01-04,2010-01-04,745,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004130,KR7004130001,KOSPI,2010-01-04,2018-12-18,false,true,false,1,true,2010-01-04,2010-01-04,2199,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004200,KR7004200002,KOSPI,2010-01-04,2020-07-20,false,true,false,1,true,2010-01-04,2010-01-04,2517,false,false,고려개발,고려개발,NO_IDENTITY_TRANSITION_SIGNAL
004320,KR7004320008,KOSDAQ,2010-01-04,2015-04-10,false,true,false,1,true,2010-01-04,2010-01-04,1284,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004550,KR7004550000,KOSPI,2010-01-04,2012-06-21,false,true,false,1,true,2010-01-04,2010-01-04,414,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004620,KR7004620001,KOSPI,2010-01-04,2011-05-16,false,true,false,1,true,2010-01-04,2010-01-04,330,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004740,KR7004740007,KOSPI,2010-01-04,2017-07-04,false,true,false,1,true,2010-01-04,2010-01-04,1430,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004790,KR7004790002,KOSDAQ,2010-01-04,2014-03-03,false,true,false,1,true,2010-01-04,2010-01-04,888,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004820,KR7004820007,KOSPI,2010-01-04,2010-04-14,false,true,false,1,true,2010-01-04,2010-01-04,61,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
004940,KR7004940003,KOSPI,2010-01-04,2013-04-25,false,true,false,1,true,2010-01-04,2010-01-04,810,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005190,KR7005190004,KOSPI,2010-01-04,2021-04-15,false,true,false,1,true,2010-01-04,2010-01-04,2761,false,false,동성화학,동성화학,NO_IDENTITY_TRANSITION_SIGNAL
005270,KR7005270004,KOSPI,2010-01-04,2011-06-03,false,true,false,1,true,2010-01-04,2010-01-04,339,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005280,KR7005280003,KOSPI,2010-01-04,2011-03-29,false,true,false,1,true,2010-01-04,2010-01-04,296,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005350,KR7005350004,KOSPI,2010-01-04,2011-04-14,false,true,false,1,true,2010-01-04,2010-01-04,270,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005390,KR7005390000,KOSPI,2010-01-04,2025-09-29,false,true,false,1,true,2010-01-04,2010-01-04,3862,false,false,신성통상,신성통상,NO_IDENTITY_TRANSITION_SIGNAL
005420,KR7005420005,KOSPI,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4085,false,false,코스모화학,코스모화학,NO_IDENTITY_TRANSITION_SIGNAL
005450,KR7005450002,KOSPI,2010-01-04,2020-06-29,false,true,false,1,true,2010-01-04,2010-01-04,2217,false,false,신한,신한,NO_IDENTITY_TRANSITION_SIGNAL
005560,KR7005560008,KOSPI,2010-01-04,2014-04-09,false,true,false,1,true,2010-01-04,2010-01-04,1004,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005620,KR7005620000,KOSPI,2010-01-04,2017-08-24,false,true,false,1,true,2010-01-04,2010-01-04,1848,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005900,KR7005900006,KOSPI,2010-01-04,2014-04-24,false,true,false,1,true,2010-01-04,2010-01-04,933,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
005980,KR7005980008,KOSPI,2010-01-04,2018-10-02,false,true,false,1,true,2010-01-04,2010-01-04,1952,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
006350,KR7006350003,KOSPI,2010-01-04,2013-07-17,false,true,false,1,true,2010-01-04,2010-01-04,868,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
006390,KR7006390009,KOSPI,2010-01-04,2025-11-20,false,true,false,1,true,2010-01-04,2010-01-04,3704,false,false,한일현대시멘트,한일현대시멘트,NO_IDENTITY_TRANSITION_SIGNAL
006440,KR7006440002,KOSPI,2010-01-04,2013-04-15,false,true,false,1,true,2010-01-04,2010-01-04,765,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
006580,KR7006580005,KOSDAQ,2010-01-04,2024-06-20,false,true,false,1,true,2010-01-04,2010-01-04,2842,false,false,대양제지,대양제지,NO_IDENTITY_TRANSITION_SIGNAL
007150,KR7007150006,KOSDAQ,2010-01-04,2012-09-10,false,true,false,1,true,2010-01-04,2010-01-04,560,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
007190,KR7007190002,KOSPI,2010-01-04,2017-03-14,false,true,false,1,true,2010-01-04,2010-01-04,1741,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
007200,KR7007200009,KOSPI,2010-01-04,2012-10-16,false,true,false,1,true,2010-01-04,2010-01-04,657,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
007480,KR7007480007,KOSPI,2010-01-04,2013-01-25,false,true,false,1,true,2010-01-04,2010-01-04,744,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
007490,KR7007490006,KOSPI,2010-01-04,2010-05-12,false,true,false,1,true,2010-01-04,2010-01-04,64,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
007630,KR7007630007,KOSPI,2010-01-04,2022-02-21,false,true,false,1,true,2010-01-04,2010-01-04,2362,false,false,폴루스바이오팜,폴루스바이오팜,NO_IDENTITY_TRANSITION_SIGNAL
007800,KR7007800006,KOSPI,2010-01-04,2012-07-24,false,true,false,1,true,2010-01-04,2010-01-04,591,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008000,KR7008000002,KOSPI,2010-01-04,2018-03-19,false,true,false,1,true,2010-01-04,2010-01-04,1991,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008020,KR7008020000,KOSPI,2010-01-04,2016-05-18,false,true,false,1,true,2010-01-04,2010-01-04,1563,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008080,KR7008080004,KOSPI,2010-01-04,2013-09-24,false,true,false,1,true,2010-01-04,2010-01-04,765,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008110,KR7008110009,KOSPI,2010-01-04,2026-03-27,false,true,false,1,true,2010-01-04,2010-01-04,3577,false,false,대동전자,대동전자,NO_IDENTITY_TRANSITION_SIGNAL
0082N0,KR70082N0008,KOSDAQ,2026-03-16,2026-08-21,true,false,false,1,true,2026-03-16,2026-03-16,109,false,false,카나프테라퓨틱스,카나프테라퓨틱스,NO_IDENTITY_TRANSITION_SIGNAL
008320,KR7008320004,KOSPI,2010-01-04,2010-03-10,false,true,false,1,true,2010-01-04,2010-01-04,21,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008340,KR7008340002,KOSDAQ,2010-01-04,2010-04-12,false,true,false,1,true,2010-01-04,2010-01-04,56,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008500,KR7008500001,KOSPI,2010-01-04,2026-06-29,false,true,false,1,true,2010-01-04,2010-01-04,4053,false,false,일정실업,일정실업,NO_IDENTITY_TRANSITION_SIGNAL
008540,KR7008540007,KOSPI,2010-01-04,2012-06-07,false,true,false,1,true,2010-01-04,2010-01-04,561,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008560,KR7008560005,KOSPI,2010-01-04,2023-04-24,false,true,false,1,true,2010-01-04,2010-01-04,3270,false,false,메리츠종금증권,메리츠증권,NO_IDENTITY_TRANSITION_SIGNAL
008720,KR7008720005,KOSPI,2010-01-04,2014-12-29,false,true,false,1,true,2010-01-04,2010-01-04,1140,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
008800,KR7008800005,KOSDAQ,2010-01-04,2021-06-04,false,true,false,1,true,2010-01-04,2010-01-04,2288,false,false,행남사,행남사,NO_IDENTITY_TRANSITION_SIGNAL
0088M0,KR70088M0003,KOSDAQ,2026-03-26,2026-08-21,true,false,false,1,true,2026-03-26,2026-03-26,101,false,false,메쥬,메쥬,NO_IDENTITY_TRANSITION_SIGNAL
008900,KR7008900003,KOSPI,2010-01-04,2016-05-16,false,true,false,1,true,2010-01-04,2010-01-04,1534,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
009010,KR7009010000,KOSDAQ,2010-01-04,2013-04-30,false,true,false,1,true,2010-01-04,2010-01-04,792,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
009280,KR7009280009,KOSPI,2010-01-04,2013-04-15,false,true,false,1,true,2010-01-04,2010-01-04,795,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
009380,KR7009380007,KOSPI,2010-01-04,2013-01-22,false,true,false,1,true,2010-01-04,2010-01-04,719,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
009720,KR7009720004,KOSPI,2010-01-04,2011-02-15,false,true,false,1,true,2010-01-04,2010-01-04,277,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
010050,KR7010050003,KOSPI,2010-01-04,2023-08-25,false,true,false,1,true,2010-01-04,2010-01-04,3339,false,false,우리종금,우리종금,NO_IDENTITY_TRANSITION_SIGNAL
010420,KR7010420008,KOSPI,2010-01-04,2025-09-24,false,true,false,1,true,2010-01-04,2010-01-04,3844,false,false,한솔PNS,한솔PNS,NO_IDENTITY_TRANSITION_SIGNAL
010460,KR7010460004,KOSPI,2010-01-04,2014-04-14,false,true,false,1,true,2010-01-04,2010-01-04,1023,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
010520,KR7010520005,KOSPI,2010-01-04,2015-07-14,false,true,false,1,true,2010-01-04,2010-01-04,1341,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
010600,KR7010600005,KOSPI,2010-01-04,2026-01-23,false,true,false,1,true,2010-01-04,2010-01-04,3514,false,false,웰바이오텍,웰바이오텍,NO_IDENTITY_TRANSITION_SIGNAL
010670,KR7010670008,KOSDAQ,2010-01-04,2014-04-10,false,true,false,1,true,2010-01-04,2010-01-04,1008,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
010780,KR7010780005,KOSPI,2010-01-04,2026-08-21,true,false,false,1,true,2010-01-04,2010-01-04,4093,false,false,아이에스동서,아이에스동서,NO_IDENTITY_TRANSITION_SIGNAL
011050,KR7011050002,KOSPI,2010-01-04,2010-07-21,false,true,false,1,true,2010-01-04,2010-01-04,48,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
011160,KR7011160009,KOSPI,2010-01-04,2020-03-23,false,true,false,1,true,2010-01-04,2010-01-04,2483,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
011400,KR7011400009,KOSPI,2010-01-04,2010-05-19,false,true,false,1,true,2010-01-04,2010-01-04,89,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
011720,KR7011720000,KOSPI,2010-01-04,2016-11-18,false,true,false,1,true,2010-01-04,2010-01-04,1342,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
0117P0,KR70117P0005,KOSDAQ,2026-06-08,2026-08-21,true,false,false,1,true,2026-06-08,2026-06-08,53,false,false,피스피스스튜디오,피스피스스튜디오,NO_IDENTITY_TRANSITION_SIGNAL
011800,KR7011800000,KOSPI,2010-01-04,2012-08-31,false,true,false,1,true,2010-01-04,2010-01-04,661,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
012090,KR7012090007,KOSPI,2010-01-04,2010-04-30,false,true,false,1,true,2010-01-04,2010-01-04,51,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
0120G0,KR70120G0001,KOSPI,2025-11-24,2026-08-21,true,false,false,1,true,2025-11-24,2025-11-24,182,false,false,삼양바이오팜,삼양바이오팜,NO_IDENTITY_TRANSITION_SIGNAL
012400,KR7012400008,KOSPI,2010-01-04,2012-06-11,false,true,false,1,true,2010-01-04,2010-01-04,547,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
012410,KR7012410007,KOSPI,2010-01-04,2013-06-03,false,true,false,1,true,2010-01-04,2010-01-04,791,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
012420,KR7012420006,KOSPI,2010-01-04,2010-04-20,false,true,false,1,true,2010-01-04,2010-01-04,59,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
012510,KR7012510004,KOSPI,2010-01-04,2026-07-14,false,true,false,1,true,2010-01-04,2010-01-04,4055,false,false,더존비즈온,더존비즈온,NO_IDENTITY_TRANSITION_SIGNAL
012580,KR7012580007,KOSPI,2010-01-04,2010-07-29,false,true,false,1,true,2010-01-04,2010-01-04,138,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
012600,KR7012600003,KOSPI,2010-01-04,2025-05-26,false,true,false,1,true,2010-01-04,2010-01-04,2764,false,false,청호컴넷,청호ICT,NO_IDENTITY_TRANSITION_SIGNAL
012650,KR7012650008,KOSDAQ,2010-01-04,2014-04-10,false,true,false,1,true,2010-01-04,2010-01-04,781,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
0126Z0,KR70126Z0002,KOSPI,2025-11-24,2026-08-21,true,false,false,1,true,2025-11-24,2025-11-24,182,false,false,삼성에피스홀딩스,삼성에피스홀딩스,NO_IDENTITY_TRANSITION_SIGNAL
013240,KR7013240007,KOSPI,2010-01-04,2011-04-14,false,true,false,1,true,2010-01-04,2010-01-04,276,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
013340,KR7013340005,KOSDAQ,2010-01-04,2014-09-01,false,true,false,1,true,2010-01-04,2010-01-04,1011,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
013450,KR7013450002,KOSDAQ,2010-01-04,2015-07-17,false,true,false,1,true,2010-01-04,2010-01-04,1359,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
013650,KR7013650007,KOSDAQ,2010-01-04,2010-10-18,false,true,false,1,true,2010-01-04,2010-01-04,178,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
013780,KR7013780002,KOSDAQ,2010-01-04,2013-04-22,false,true,false,1,true,2010-01-04,2010-01-04,684,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
014200,KR7014200000,KOSDAQ,2010-01-04,2025-11-25,false,true,false,1,true,2010-01-04,2010-01-04,3235,false,false,광림,광림,NO_IDENTITY_TRANSITION_SIGNAL
014300,KR7014300008,KOSPI,2010-01-04,2013-01-17,false,true,false,1,true,2010-01-04,2010-01-04,705,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
014350,KR7014350003,KOSPI,2010-01-04,2015-04-14,false,true,false,1,true,2010-01-04,2010-01-04,787,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
014590,KR7014590004,KOSPI,2010-01-04,2011-05-12,false,true,false,1,true,2010-01-04,2010-01-04,312,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
015050,KR7015050008,KOSDAQ,2010-01-04,2010-03-08,false,true,false,1,true,2010-02-25,2010-01-04,7,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
015110,KR7015110000,KOSPI,2010-01-04,2012-12-10,false,true,false,1,true,2010-01-04,2010-01-04,724,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
015170,KR7015170004,KOSDAQ,2010-01-04,2010-04-12,false,true,false,1,true,2010-01-04,2010-01-04,63,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
015200,KR7015200009,KOSDAQ,2010-01-04,2012-04-30,false,true,false,1,true,2010-01-04,2010-01-04,562,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
015350,KR7015350002,KOSPI,2010-01-04,2022-01-17,false,true,false,1,true,2010-01-04,2010-01-04,2957,false,false,부산가스,부산가스,NO_IDENTITY_TRANSITION_SIGNAL
015390,KR7015390008,KOSDAQ,2010-01-04,2012-04-12,false,true,false,1,true,2010-01-04,2010-01-04,460,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
015540,KR7015540008,KOSPI,2010-01-04,2023-11-06,false,true,false,1,true,2010-01-04,2010-01-04,2747,false,false,쎌마테라퓨틱스,쎌마테라퓨틱스,NO_IDENTITY_TRANSITION_SIGNAL
0156T0,KR70156T0003,KOSDAQ,2026-07-24,2026-08-21,true,false,false,1,true,2026-07-24,2026-07-24,20,false,false,에이치엘지노믹스,에이치엘지노믹스,NO_IDENTITY_TRANSITION_SIGNAL
015940,KR7015940000,KOSPI,2010-01-04,2010-01-14,false,true,false,1,false,,,0,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016140,KR7016140006,KOSDAQ,2010-01-04,2012-10-11,false,true,false,1,true,2010-01-04,2010-01-04,664,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016160,KR7016160004,KOSPI,2010-01-04,2011-04-25,false,true,false,1,true,2010-01-04,2010-01-04,295,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016170,KR7016170003,KOSDAQ,2010-01-04,2018-09-17,false,true,false,1,true,2010-01-04,2010-01-04,2139,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016420,KR7016420002,KOSPI,2010-01-04,2015-01-19,false,true,false,1,true,2010-01-04,2010-01-04,1233,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016510,KR7016510000,KOSPI,2010-01-04,2011-07-15,false,true,false,1,true,2010-01-04,2010-01-04,371,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016560,KR7016560005,KOSPI,2010-01-04,2012-10-16,false,true,false,1,true,2010-01-04,2010-01-04,673,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
016570,KR7016570004,KOSPI,2010-01-04,2013-03-14,false,true,false,1,true,2010-01-04,2010-01-04,770,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
017010,KR7017010000,KOSDAQ,2010-01-04,2010-03-25,false,true,false,1,true,2010-03-17,2010-01-04,7,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
017050,KR7017050006,KOSDAQ,2010-01-04,2010-04-02,false,true,false,1,true,2010-01-04,2010-01-04,10,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
017160,KR7017160003,KOSDAQ,2010-01-04,2011-04-28,false,true,false,1,true,2010-01-04,2010-01-04,306,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
017170,KR7017170002,KOSPI,2010-01-04,2011-05-12,false,true,false,1,true,2010-01-04,2010-01-04,304,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
017300,KR7017300005,KOSPI,2010-01-04,2010-04-14,false,true,false,1,true,2010-01-04,2010-01-04,62,false,false,,,NO_IDENTITY_TRANSITION_SIGNAL
