window,layer,comparison,extreme_contrast,feature,feature_kind,level,feature_role,n_group_rows,n_reference_rows,group_n,reference_n,group_median,reference_median,group_share_pct,reference_share_pct,auc,effect,effect_unit,profile_allowed,broad_pooled_effect,broad_pooled_grade,same_sign_as_broad
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,wma12_vs_wma26_pct,numeric,,ENTRY,128,71,124,68,0.0368,0.0454,,,0.4432,-0.0568,AUC-0.5,True,0.0077,WEAK,False
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,close_vs_wma200_pct,numeric,,ENTRY,128,71,120,64,0.1186,0.1105,,,0.522,0.022,AUC-0.5,True,0.0144,WEAK,True
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,128,71,45,34,-0.0442,-0.0305,,,0.4706,-0.0294,AUC-0.5,True,-0.0284,WEAK,True
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,market,categorical,KOSDAQ,ENTRY,128,71,128,71,,,18.75,9.8592,,8.8908,share_pp,True,3.7284,WEAK,True
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,128,71,128,71,,,19.5312,18.3099,,1.2214,share_pp,True,-0.337,WEAK,False
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,fast_score_state,categorical,PARTIAL,ENTRY,128,71,128,71,,,3.9062,5.6338,,-1.7276,share_pp,True,2.15,WEAK,False
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,128,71,128,71,0.0,0.0,,,0.3316,-0.1684,AUC-0.5,True,,,
P2-1,FILLED,LOSS_ANY_vs_POSITIVE,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,128,71,128,71,0.0,0.0,,,0.5194,0.0194,AUC-0.5,True,,,
P2-1,FILLED,LOSS_30_vs_REST,False,pattern_a_score,numeric,,ENTRY,5,194,4,188,24.8162,62.8318,,,0.2287,-0.2713,AUC-0.5,False,-0.0092,WEAK,
P2-1,FILLED,LOSS_30_vs_REST,False,fast_score,numeric,,ENTRY,5,194,5,194,73.24,76.85,,,0.216,-0.284,AUC-0.5,False,0.06,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,market_cap_eok,numeric,,ENTRY,5,194,5,194,16643.3852,29107.2646,,,0.3845,-0.1155,AUC-0.5,False,-0.0144,WEAK,
P2-1,FILLED,LOSS_30_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,5,194,4,188,395.37,239.825,,,0.5146,0.0146,AUC-0.5,False,0.0449,WEAK,
P2-1,FILLED,LOSS_30_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,5,194,4,188,0.0039,0.0028,,,0.5598,0.0598,AUC-0.5,False,0.1487,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,atr_14_pct,numeric,,ENTRY,5,194,4,188,0.0476,0.0359,,,0.7527,0.2527,AUC-0.5,False,0.0971,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,range_position_24m,numeric,,ENTRY,5,194,4,188,0.4606,0.5879,,,0.2779,-0.2221,AUC-0.5,False,0.0821,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,5,194,4,188,0.0878,0.0399,,,0.8059,0.3059,AUC-0.5,False,0.0794,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,5,194,4,180,0.0039,0.1182,,,0.35,-0.15,AUC-0.5,False,0.0574,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,5,194,4,75,-0.07,-0.0397,,,0.41,-0.09,AUC-0.5,False,-0.0828,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,market,categorical,KOSDAQ,ENTRY,5,194,5,194,,,60.0,14.433,,45.567,share_pp,False,16.2998,CONSISTENT,
P2-1,FILLED,LOSS_30_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,5,194,5,194,,,0.0,19.5876,,-19.5876,share_pp,False,2.6634,WEAK,
P2-1,FILLED,LOSS_30_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,5,194,5,194,,,0.0,4.6392,,-4.6392,share_pp,False,1.506,WEAK,
P2-1,FILLED,LOSS_30_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,5,194,5,194,0.0,0.0,,,0.3582,-0.1418,AUC-0.5,False,,,
P2-1,FILLED,LOSS_30_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,5,194,5,194,1.0,0.0,,,0.8253,0.3253,AUC-0.5,False,,,
P2-1,FILLED,LOSS_50_vs_REST,False,pattern_a_score,numeric,,ENTRY,0,199,0,192,,62.3866,,,,,AUC-0.5,False,-0.0771,CONSISTENT,
P2-1,FILLED,LOSS_50_vs_REST,False,fast_score,numeric,,ENTRY,0,199,0,199,,76.8,,,,,AUC-0.5,False,0.0316,WEAK,
P2-1,FILLED,LOSS_50_vs_REST,False,market_cap_eok,numeric,,ENTRY,0,199,0,199,,28994.058,,,,,AUC-0.5,False,0.0032,WEAK,
P2-1,FILLED,LOSS_50_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,0,199,0,192,,239.825,,,,,AUC-0.5,False,0.0868,MIXED,
P2-1,FILLED,LOSS_50_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,0,199,0,192,,0.0028,,,,,AUC-0.5,False,0.147,CONSISTENT,
P2-1,FILLED,LOSS_50_vs_REST,False,atr_14_pct,numeric,,ENTRY,0,199,0,192,,0.0364,,,,,AUC-0.5,False,0.1219,CONSISTENT,
P2-1,FILLED,LOSS_50_vs_REST,False,range_position_24m,numeric,,ENTRY,0,199,0,192,,0.5847,,,,,AUC-0.5,False,0.0446,WEAK,
P2-1,FILLED,LOSS_50_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,0,199,0,192,,0.0405,,,,,AUC-0.5,False,0.0397,WEAK,
P2-1,FILLED,LOSS_50_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,0,199,0,184,,0.1175,,,,,AUC-0.5,False,-0.0077,INSUFFICIENT_EVIDENCE,
P2-1,FILLED,LOSS_50_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,0,199,0,79,,-0.0397,,,,,AUC-0.5,False,-0.0421,INSUFFICIENT_EVIDENCE,
P2-1,FILLED,LOSS_50_vs_REST,False,market,categorical,KOSDAQ,ENTRY,0,199,0,199,,,,15.5779,,,share_pp,False,9.4532,CONSISTENT,
P2-1,FILLED,LOSS_50_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,0,199,0,199,,,,19.0955,,,share_pp,False,-8.9448,MIXED,
P2-1,FILLED,LOSS_50_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,0,199,0,199,,,,4.5226,,,share_pp,False,2.4472,WEAK,
P2-1,FILLED,LOSS_50_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,0,199,0,199,,0.0,,,,,AUC-0.5,False,,,
P2-1,FILLED,LOSS_50_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,0,199,0,199,,0.0,,,,,AUC-0.5,False,,,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,pattern_a_score,numeric,,ENTRY,17,5,17,4,71.6144,24.8162,,,0.8235,0.3235,AUC-0.5,False,0.0206,WEAK,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,fast_score,numeric,,ENTRY,17,5,17,5,77.32,73.24,,,0.7647,0.2647,AUC-0.5,False,-0.051,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,market_cap_eok,numeric,,ENTRY,17,5,17,5,39698.3302,16643.3852,,,0.6118,0.1118,AUC-0.5,False,-0.0045,WEAK,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,avg_trading_value_20d_eok,numeric,,ENTRY,17,5,17,4,255.43,395.37,,,0.4853,-0.0147,AUC-0.5,False,-0.0832,MIXED,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,wma52_slope_1w,numeric,,ENTRY,17,5,17,4,0.0021,0.0039,,,0.3971,-0.1029,AUC-0.5,False,-0.1695,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,atr_14_pct,numeric,,ENTRY,17,5,17,4,0.0338,0.0476,,,0.1618,-0.3382,AUC-0.5,False,-0.1362,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,range_position_24m,numeric,,ENTRY,17,5,17,4,0.5829,0.4606,,,0.7353,0.2353,AUC-0.5,False,-0.0791,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,wma12_vs_wma26_pct,numeric,,ENTRY,17,5,17,4,0.0421,0.0878,,,0.2206,-0.2794,AUC-0.5,False,-0.0995,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,close_vs_wma200_pct,numeric,,ENTRY,17,5,16,4,0.0942,0.0039,,,0.5938,0.0938,AUC-0.5,False,-0.078,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,17,5,10,4,-0.0827,-0.07,,,0.45,-0.05,AUC-0.5,False,0.0836,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,market,categorical,KOSDAQ,ENTRY,17,5,17,5,,,5.8824,60.0,,-54.1176,share_pp,False,-17.1084,CONSISTENT,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,17,5,17,5,,,17.6471,0.0,,17.6471,share_pp,False,-3.713,WEAK,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,fast_score_state,categorical,PARTIAL,ENTRY,17,5,17,5,,,5.8824,0.0,,5.8824,share_pp,False,-2.7492,WEAK,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,17,5,17,5,1.0,0.0,,,0.7941,0.2941,AUC-0.5,False,,,
P2-1,FILLED,WIN_50_vs_LOSS_30,True,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,17,5,17,5,0.0,1.0,,,0.1882,-0.3118,AUC-0.5,False,,,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,pattern_a_score,numeric,,ENTRY,8,0,8,0,76.8989,,,,,,AUC-0.5,False,0.0941,CONSISTENT,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,fast_score,numeric,,ENTRY,8,0,8,0,77.53,,,,,,AUC-0.5,False,-0.0283,WEAK,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,market_cap_eok,numeric,,ENTRY,8,0,8,0,36465.0274,,,,,,AUC-0.5,False,-0.0529,MIXED,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,avg_trading_value_20d_eok,numeric,,ENTRY,8,0,8,0,303.725,,,,,,AUC-0.5,False,-0.135,MIXED,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,wma52_slope_1w,numeric,,ENTRY,8,0,8,0,0.0023,,,,,,AUC-0.5,False,-0.1789,CONSISTENT,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,atr_14_pct,numeric,,ENTRY,8,0,8,0,0.0366,,,,,,AUC-0.5,False,-0.1509,CONSISTENT,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,range_position_24m,numeric,,ENTRY,8,0,8,0,0.7002,,,,,,AUC-0.5,False,-0.0566,MIXED,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,wma12_vs_wma26_pct,numeric,,ENTRY,8,0,8,0,0.0434,,,,,,AUC-0.5,False,-0.0621,CONSISTENT,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,close_vs_wma200_pct,numeric,,ENTRY,8,0,7,0,0.1798,,,,,,AUC-0.5,False,-0.0189,INSUFFICIENT_EVIDENCE,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,8,0,3,0,-0.116,,,,,,AUC-0.5,False,0.0505,INSUFFICIENT_EVIDENCE,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,market,categorical,KOSDAQ,ENTRY,8,0,8,0,,,0.0,,,,share_pp,False,-9.9464,CONSISTENT,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,8,0,8,0,,,25.0,,,,share_pp,False,5.5266,MIXED,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,fast_score_state,categorical,PARTIAL,ENTRY,8,0,8,0,,,12.5,,,,share_pp,False,-4.1379,WEAK,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,8,0,8,0,1.0,,,,,,AUC-0.5,False,,,
P2-1,FILLED,WIN_100_vs_LOSS_50,True,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,8,0,8,0,0.0,,,,,,AUC-0.5,False,,,
P2-2,ELIGIBLE,WIN_50_vs_REST,False,pattern_a_score,numeric,,ENTRY,99,386,90,360,58.4241,61.1069,,,0.4722,-0.0278,AUC-0.5,True,0.0132,WEAK,False
P2-2,ELIGIBLE,WIN_50_vs_REST,False,fast_score,numeric,,ENTRY,99,386,99,386,76.85,76.04,,,0.508,0.008,AUC-0.5,True,0.0096,WEAK,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,market_cap_eok,numeric,,ENTRY,99,386,99,386,25928.7754,23783.093,,,0.5301,0.0301,AUC-0.5,True,-0.0214,WEAK,False
P2-2,ELIGIBLE,WIN_50_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,99,386,90,360,218.07,185.82,,,0.4795,-0.0205,AUC-0.5,True,-0.0504,MIXED,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,99,386,90,360,0.0024,0.0039,,,0.4389,-0.0611,AUC-0.5,True,-0.0311,WEAK,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,atr_14_pct,numeric,,ENTRY,99,386,90,360,0.0353,0.0394,,,0.3987,-0.1013,AUC-0.5,True,-0.0522,MIXED,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,range_position_24m,numeric,,ENTRY,99,386,90,360,0.54,0.5746,,,0.4585,-0.0415,AUC-0.5,True,0.0033,WEAK,False
P2-2,ELIGIBLE,WIN_50_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,99,386,90,360,0.0436,0.0393,,,0.5261,0.0261,AUC-0.5,True,-0.0324,WEAK,False
P2-2,ELIGIBLE,WIN_50_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,99,386,88,347,0.093,0.1356,,,0.4289,-0.0711,AUC-0.5,True,-0.0252,WEAK,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,99,386,42,148,-0.0372,-0.0374,,,0.4823,-0.0177,AUC-0.5,True,0.004,WEAK,False
P2-2,ELIGIBLE,WIN_50_vs_REST,False,market,categorical,KOSDAQ,ENTRY,99,386,99,386,,,15.1515,20.7254,,-5.5739,share_pp,True,-1.3502,WEAK,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,99,386,99,386,,,14.1414,15.544,,-1.4026,share_pp,True,-1.3054,WEAK,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,99,386,99,386,,,2.0202,3.886,,-1.8658,share_pp,True,-1.5064,WEAK,True
P2-2,ELIGIBLE,WIN_50_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,99,386,99,386,1.0,0.5,,,0.654,0.154,AUC-0.5,True,,,
P2-2,ELIGIBLE,WIN_50_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,99,386,99,386,0.0,0.0,,,0.4862,-0.0138,AUC-0.5,True,,,
P2-2,ELIGIBLE,WIN_100_vs_REST,False,pattern_a_score,numeric,,ENTRY,42,443,39,411,54.8915,61.0333,,,0.4449,-0.0551,AUC-0.5,True,0.012,WEAK,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,fast_score,numeric,,ENTRY,42,443,42,443,76.87,76.04,,,0.4988,-0.0012,AUC-0.5,True,0.0015,WEAK,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,market_cap_eok,numeric,,ENTRY,42,443,42,443,38261.6836,23516.8439,,,0.6317,0.1317,AUC-0.5,True,-0.0595,MIXED,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,42,443,39,411,255.43,183.51,,,0.5599,0.0599,AUC-0.5,True,-0.0597,MIXED,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,42,443,39,411,0.0025,0.0037,,,0.4398,-0.0602,AUC-0.5,True,-0.0428,WEAK,True
P2-2,ELIGIBLE,WIN_100_vs_REST,False,atr_14_pct,numeric,,ENTRY,42,443,39,411,0.0354,0.039,,,0.3995,-0.1005,AUC-0.5,True,-0.0409,WEAK,True
P2-2,ELIGIBLE,WIN_100_vs_REST,False,range_position_24m,numeric,,ENTRY,42,443,39,411,0.577,0.5659,,,0.5022,0.0022,AUC-0.5,True,-0.0115,WEAK,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,42,443,39,411,0.0458,0.0399,,,0.5379,0.0379,AUC-0.5,True,-0.0341,WEAK,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,42,443,38,397,0.0712,0.1327,,,0.4278,-0.0722,AUC-0.5,True,-0.03,WEAK,True
P2-2,ELIGIBLE,WIN_100_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,42,443,17,173,-0.0248,-0.038,,,0.4855,-0.0145,AUC-0.5,True,0.0085,WEAK,False
P2-2,ELIGIBLE,WIN_100_vs_REST,False,market,categorical,KOSDAQ,ENTRY,42,443,42,443,,,11.9048,20.316,,-8.4113,share_pp,True,-0.6041,WEAK,True
P2-2,ELIGIBLE,WIN_100_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,42,443,42,443,,,9.5238,15.8014,,-6.2775,share_pp,True,-3.5803,WEAK,True
P2-2,ELIGIBLE,WIN_100_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,42,443,42,443,,,2.381,3.6117,,-1.2308,share_pp,True,-1.8268,WEAK,True
P2-2,ELIGIBLE,WIN_100_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,42,443,42,443,1.0,1.0,,,0.6611,0.1611,AUC-0.5,True,,,
P2-2,ELIGIBLE,WIN_100_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,42,443,42,443,0.0,0.0,,,0.4777,-0.0223,AUC-0.5,True,,,
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,pattern_a_score,numeric,,ENTRY,309,176,289,161,62.8095,57.6057,,,0.5363,0.0363,AUC-0.5,True,-0.0137,WEAK,False
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,fast_score,numeric,,ENTRY,309,176,309,176,75.74,77.335,,,0.4435,-0.0565,AUC-0.5,True,-0.0353,WEAK,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,market_cap_eok,numeric,,ENTRY,309,176,309,176,22646.0434,26918.0561,,,0.4554,-0.0446,AUC-0.5,True,0.0155,WEAK,False
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,avg_trading_value_20d_eok,numeric,,ENTRY,309,176,289,161,177.21,220.1,,,0.4862,-0.0138,AUC-0.5,True,0.0506,CONSISTENT,False
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,wma52_slope_1w,numeric,,ENTRY,309,176,289,161,0.0036,0.0035,,,0.4848,-0.0152,AUC-0.5,True,-0.0309,WEAK,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,atr_14_pct,numeric,,ENTRY,309,176,289,161,0.0399,0.0357,,,0.6008,0.1008,AUC-0.5,True,0.0525,CONSISTENT,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,range_position_24m,numeric,,ENTRY,309,176,289,161,0.5449,0.5966,,,0.4619,-0.0381,AUC-0.5,True,-0.0571,CONSISTENT,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,wma12_vs_wma26_pct,numeric,,ENTRY,309,176,289,161,0.0384,0.0446,,,0.474,-0.026,AUC-0.5,True,0.0077,WEAK,False
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,close_vs_wma200_pct,numeric,,ENTRY,309,176,278,157,0.1349,0.117,,,0.5262,0.0262,AUC-0.5,True,0.0144,WEAK,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,309,176,117,73,-0.045,-0.0273,,,0.4142,-0.0858,AUC-0.5,True,-0.0284,WEAK,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,market,categorical,KOSDAQ,ENTRY,309,176,309,176,,,22.6537,14.2045,,8.4492,share_pp,True,3.7284,WEAK,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,309,176,309,176,,,15.534,14.7727,,0.7613,share_pp,True,-0.337,WEAK,False
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,fast_score_state,categorical,PARTIAL,ENTRY,309,176,309,176,,,4.2071,2.2727,,1.9344,share_pp,True,2.15,WEAK,True
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,309,176,309,176,0.0,1.0,,,0.3398,-0.1602,AUC-0.5,True,,,
P2-2,ELIGIBLE,LOSS_ANY_vs_POSITIVE,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,309,176,309,176,0.0,0.0,,,0.5102,0.0102,AUC-0.5,True,,,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,pattern_a_score,numeric,,ENTRY,8,477,7,443,65.2595,60.4636,,,0.5198,0.0198,AUC-0.5,False,-0.0092,WEAK,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,fast_score,numeric,,ENTRY,8,477,8,477,73.295,76.3,,,0.3353,-0.1647,AUC-0.5,False,0.06,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,market_cap_eok,numeric,,ENTRY,8,477,8,477,14316.5473,24287.2664,,,0.3498,-0.1502,AUC-0.5,False,-0.0144,WEAK,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,8,477,7,443,112.42,189.33,,,0.4853,-0.0147,AUC-0.5,False,0.0449,WEAK,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,8,477,7,443,0.0081,0.0035,,,0.6082,0.1082,AUC-0.5,False,0.1487,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,atr_14_pct,numeric,,ENTRY,8,477,7,443,0.0483,0.0385,,,0.6967,0.1967,AUC-0.5,False,0.0971,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,range_position_24m,numeric,,ENTRY,8,477,7,443,0.5104,0.5712,,,0.4582,-0.0418,AUC-0.5,False,0.0821,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,8,477,7,443,0.0857,0.04,,,0.6266,0.1266,AUC-0.5,False,0.0794,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,8,477,7,428,0.3027,0.1235,,,0.6395,0.1395,AUC-0.5,False,0.0574,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,8,477,6,184,-0.0935,-0.037,,,0.3578,-0.1422,AUC-0.5,False,-0.0828,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,market,categorical,KOSDAQ,ENTRY,8,477,8,477,,,50.0,19.0776,,30.9224,share_pp,False,16.2998,CONSISTENT,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY,8,477,8,477,,,12.5,15.304,,-2.804,share_pp,False,2.6634,WEAK,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,fast_score_state,categorical,PARTIAL,ENTRY,8,477,8,477,,,0.0,3.5639,,-3.5639,share_pp,False,1.506,WEAK,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,is_normal_handoff,numeric,,POST_ENTRY_LIFECYCLE,8,477,8,477,0.5,1.0,,,0.468,-0.032,AUC-0.5,False,,,
P2-2,ELIGIBLE,LOSS_30_vs_REST,False,is_coverage_path,numeric,,POST_ENTRY_LIFECYCLE,8,477,8,477,0.0,0.0,,,0.5974,0.0974,AUC-0.5,False,,,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,pattern_a_score,numeric,,ENTRY,3,482,3,447,61.7699,60.7424,,,0.4444,-0.0556,AUC-0.5,False,-0.0771,CONSISTENT,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,fast_score,numeric,,ENTRY,3,482,3,482,73.35,76.04,,,0.5232,0.0232,AUC-0.5,False,0.0316,WEAK,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,market_cap_eok,numeric,,ENTRY,3,482,3,482,18265.0,24090.7277,,,0.4308,-0.0692,AUC-0.5,False,0.0032,WEAK,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,avg_trading_value_20d_eok,numeric,,ENTRY,3,482,3,447,345.41,187.81,,,0.6353,0.1353,AUC-0.5,False,0.0868,MIXED,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,wma52_slope_1w,numeric,,ENTRY,3,482,3,447,0.0081,0.0035,,,0.6383,0.1383,AUC-0.5,False,0.147,CONSISTENT,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,atr_14_pct,numeric,,ENTRY,3,482,3,447,0.0483,0.0385,,,0.5951,0.0951,AUC-0.5,False,0.1219,CONSISTENT,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,range_position_24m,numeric,,ENTRY,3,482,3,447,0.5766,0.5671,,,0.6331,0.1331,AUC-0.5,False,0.0446,WEAK,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,wma12_vs_wma26_pct,numeric,,ENTRY,3,482,3,447,0.0898,0.0401,,,0.6346,0.1346,AUC-0.5,False,0.0397,WEAK,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,close_vs_wma200_pct,numeric,,ENTRY,3,482,3,432,0.1525,0.1248,,,0.5448,0.0448,AUC-0.5,False,-0.0077,INSUFFICIENT_EVIDENCE,
P2-2,ELIGIBLE,LOSS_50_vs_REST,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY,3,482,2,188,0.0033,-0.0376,,,0.7979,0.2979,AUC-0.5,False,-0.0421,INSUFFICIENT_EVIDENCE,
