comparison,group,reference,extreme_contrast,feature,feature_kind,level,scope,group_n,reference_n,group_median,reference_median,group_share_pct,reference_share_pct,auc,effect,effect_unit
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,WINDOW_P3-2,37,1755,7.0,8.0,,,0.4665,-0.0335,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,ENTRY_BEFORE_2021,55,2834,7.0,8.0,,,0.4847,-0.0153,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,higher_weekly_low_count_13w,numeric,,ENTRY_FROM_2021,55,2436,8.0,8.0,,,0.4927,-0.0073,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,WINDOW_P1,109,4873,0.0068,0.0037,,,0.662,0.162,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,WINDOW_P2-1,37,1763,0.0061,0.0041,,,0.559,0.059,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,WINDOW_P2-2,57,2367,0.0071,0.0043,,,0.6222,0.1222,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,WINDOW_P3-1,22,1151,0.005,0.0028,,,0.6109,0.1109,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,WINDOW_P3-2,37,1755,0.0066,0.0034,,,0.657,0.157,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,ENTRY_BEFORE_2021,55,2834,0.0068,0.0034,,,0.6939,0.1939,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma52_slope_1w,numeric,,ENTRY_FROM_2021,55,2436,0.0067,0.0041,,,0.6045,0.1045,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,WINDOW_P1,109,4873,0.0615,0.0449,,,0.5807,0.0807,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,WINDOW_P2-1,37,1763,0.0735,0.0479,,,0.5743,0.0743,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,WINDOW_P2-2,57,2367,0.0735,0.0479,,,0.6011,0.1011,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,WINDOW_P3-1,22,1151,0.0476,0.0403,,,0.5156,0.0156,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,WINDOW_P3-2,37,1755,0.0528,0.0427,,,0.5802,0.0802,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,ENTRY_BEFORE_2021,55,2834,0.0536,0.0435,,,0.5523,0.0523,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,wma12_vs_wma26_pct,numeric,,ENTRY_FROM_2021,55,2436,0.0735,0.047,,,0.6047,0.1047,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P1,109,4873,0.0,0.0,,,0.5313,0.0313,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P2-1,37,1763,1.0,0.0,,,0.5864,0.0864,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P2-2,57,2367,1.0,0.0,,,0.5651,0.0651,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P3-1,22,1151,0.0,0.0,,,0.5605,0.0605,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P3-2,37,1755,1.0,0.0,,,0.5839,0.0839,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,ENTRY_BEFORE_2021,55,2834,0.0,0.0,,,0.4934,-0.0066,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,weeks_since_26w_close_breakout,numeric,,ENTRY_FROM_2021,55,2436,1.0,0.0,,,0.574,0.074,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P1,46,1865,-0.0716,-0.0413,,,0.407,-0.093,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P2-1,20,709,-0.0776,-0.0396,,,0.3311,-0.1689,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P2-2,30,966,-0.0648,-0.0388,,,0.4477,-0.0523,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P3-1,10,458,-0.0753,-0.0422,,,0.2915,-0.2085,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P3-2,20,714,-0.0619,-0.0406,,,0.4604,-0.0396,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY_BEFORE_2021,18,1037,-0.0833,-0.0439,,,0.3822,-0.1178,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY_FROM_2021,30,998,-0.0648,-0.0395,,,0.4353,-0.0647,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P1,109,4873,0.0183,0.0163,,,0.555,0.055,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P2-1,37,1763,0.0194,0.0161,,,0.5864,0.0864,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P2-2,57,2367,0.0191,0.0164,,,0.5606,0.0606,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P3-1,22,1151,0.0207,0.0154,,,0.6355,0.1355,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P3-2,37,1755,0.0208,0.0161,,,0.6035,0.1035,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,ENTRY_BEFORE_2021,55,2834,0.0173,0.0161,,,0.5388,0.0388,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,recent_5d_max_gap_abs_pct,numeric,,ENTRY_FROM_2021,55,2436,0.0192,0.0164,,,0.5686,0.0686,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,WINDOW_P1,109,4873,0.0477,0.0422,,,0.5903,0.0903,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,WINDOW_P2-1,37,1763,0.0469,0.0427,,,0.5653,0.0653,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,WINDOW_P2-2,57,2367,0.0483,0.0429,,,0.6146,0.1146,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,WINDOW_P3-1,22,1151,0.0455,0.0424,,,0.5629,0.0629,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,WINDOW_P3-2,37,1755,0.048,0.0429,,,0.606,0.106,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,ENTRY_BEFORE_2021,55,2834,0.0452,0.0413,,,0.5849,0.0849,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,atr_14_pct,numeric,,ENTRY_FROM_2021,55,2436,0.0482,0.0426,,,0.6078,0.1078,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,WINDOW_P1,109,4873,1687.73,1846.63,,,0.4866,-0.0134,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,WINDOW_P2-1,37,1763,2485.43,2427.0,,,0.4691,-0.0309,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,WINDOW_P2-2,57,2367,1715.88,2427.0,,,0.4379,-0.0621,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,WINDOW_P3-1,22,1151,2116.935,2952.25,,,0.422,-0.078,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,WINDOW_P3-2,37,1755,1748.44,2754.0,,,0.432,-0.068,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,ENTRY_BEFORE_2021,55,2834,1684.46,1526.51,,,0.5192,0.0192,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market_cap_eok,numeric,,ENTRY_FROM_2021,55,2436,1748.44,2477.44,,,0.4463,-0.0537,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,WINDOW_P1,109,4873,30.09,23.44,,,0.5391,0.0391,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,WINDOW_P2-1,37,1763,21.68,38.78,,,0.4652,-0.0348,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,WINDOW_P2-2,57,2367,23.39,34.93,,,0.4719,-0.0281,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,WINDOW_P3-1,22,1151,12.125,36.18,,,0.4157,-0.0843,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,WINDOW_P3-2,37,1755,19.59,31.44,,,0.4529,-0.0471,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,ENTRY_BEFORE_2021,55,2834,43.79,18.975,,,0.6003,0.1003,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_20d_eok,numeric,,ENTRY_FROM_2021,55,2436,28.06,35.09,,,0.4803,-0.0197,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,WINDOW_P1,109,4873,27.69,16.35,,,0.5505,0.0505,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,WINDOW_P2-1,37,1763,27.69,27.43,,,0.4879,-0.0121,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,WINDOW_P2-2,57,2367,21.71,24.67,,,0.4936,-0.0064,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,WINDOW_P3-1,22,1151,9.715,23.63,,,0.4289,-0.0711,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,WINDOW_P3-2,37,1755,17.78,21.37,,,0.4767,-0.0233,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,ENTRY_BEFORE_2021,55,2834,28.3,13.225,,,0.5959,0.0959,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,avg_trading_value_60d_eok,numeric,,ENTRY_FROM_2021,55,2436,27.69,24.54,,,0.504,0.004,AUC-0.5
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,WINDOW_P1,109,4873,,,70.6422,54.7507,,15.8915,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,WINDOW_P2-1,37,1763,,,67.5676,52.2405,,15.3271,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,WINDOW_P2-2,57,2367,,,71.9298,52.4292,,19.5006,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,WINDOW_P3-1,22,1151,,,77.2727,54.2137,,23.059,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,WINDOW_P3-2,37,1755,,,81.0811,53.9031,,27.1779,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,ENTRY_BEFORE_2021,55,2834,,,65.4545,55.2576,,10.197,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,market,categorical,KOSDAQ,ENTRY_FROM_2021,55,2436,,,74.5455,51.8883,,22.6571,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P1,109,4873,,,17.4312,13.1541,,4.2771,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P2-1,37,1763,,,13.5135,14.7476,,-1.2341,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P2-2,57,2367,,,12.2807,13.308,,-1.0273,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-1,22,1151,,,13.6364,13.5534,,0.0829,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-2,37,1755,,,13.5135,11.9658,,1.5477,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_BEFORE_2021,55,2834,,,21.8182,13.9379,,7.8803,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_FROM_2021,55,2436,,,10.9091,13.4236,,-2.5146,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,WINDOW_P1,109,4873,,,25.6881,23.7636,,1.9245,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,WINDOW_P2-1,37,1763,,,21.6216,23.1424,,-1.5207,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,WINDOW_P2-2,57,2367,,,24.5614,25.433,,-0.8716,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,WINDOW_P3-1,22,1151,,,22.7273,21.9809,,0.7464,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,WINDOW_P3-2,37,1755,,,27.027,25.812,,1.2151,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,ENTRY_BEFORE_2021,55,2834,,,25.4545,22.2301,,3.2245,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,daily_risk,categorical,ELEVATED,ENTRY_FROM_2021,55,2436,,,23.6364,25.2463,,-1.6099,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,WINDOW_P1,109,4873,,,7.3394,5.1919,,2.1476,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-1,37,1763,,,5.4054,4.8213,,0.5841,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-2,57,2367,,,7.0175,4.605,,2.4126,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-1,22,1151,,,4.5455,4.7785,,-0.233,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-2,37,1755,,,8.1081,4.4444,,3.6637,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,ENTRY_BEFORE_2021,55,2834,,,5.4545,5.2223,,0.2322,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_score_state,categorical,PARTIAL,ENTRY_FROM_2021,55,2436,,,7.2727,4.4335,,2.8392,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,WINDOW_P1,109,4873,,,53.211,62.8976,,-9.6866,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,WINDOW_P2-1,37,1763,,,21.6216,35.3942,,-13.7726,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,WINDOW_P2-2,57,2367,,,29.8246,42.6278,,-12.8032,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,WINDOW_P3-1,22,1151,,,18.1818,27.4544,,-9.2726,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,WINDOW_P3-2,37,1755,,,21.6216,34.9288,,-13.3072,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,ENTRY_BEFORE_2021,55,2834,,,34.5455,49.9294,,-15.384,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,entry_kind,categorical,REENTRY,ENTRY_FROM_2021,55,2436,,,67.2727,70.977,,-3.7043,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P1,109,4873,,,42.2018,38.2721,,3.9297,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-1,37,1763,,,54.0541,40.2155,,13.8385,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-2,57,2367,,,52.6316,40.8112,,11.8204,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-1,22,1151,,,45.4545,39.7915,,5.6631,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-2,37,1755,,,54.0541,40.6838,,13.3703,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_BEFORE_2021,55,2834,,,32.7273,36.5914,,-3.8641,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_FROM_2021,55,2436,,,54.5455,40.9688,,13.5767,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P1,109,4873,,,4.5872,3.9401,,0.6471,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-1,37,1763,,,5.4054,3.9138,,1.4916,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-2,57,2367,,,3.5088,4.1403,,-0.6315,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P3-1,22,1151,,,13.6364,4.8653,,8.771,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P3-2,37,1755,,,8.1081,5.0142,,3.0939,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,ENTRY_BEFORE_2021,55,2834,,,5.4545,4.0226,,1.432,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_LIQUIDITY,ENTRY_FROM_2021,55,2436,,,3.6364,4.2282,,-0.5919,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P1,109,4873,,,26.6055,29.1402,,-2.5347,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P2-1,37,1763,,,24.3243,19.1719,,5.1525,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P2-2,57,2367,,,22.807,19.8564,,2.9507,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P3-1,22,1151,,,22.7273,16.1599,,6.5674,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P3-2,37,1755,,,21.6216,18.1766,,3.445,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,ENTRY_BEFORE_2021,55,2834,,,30.9091,35.18,,-4.2709,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,FILTERED_MARKET_CAP,ENTRY_FROM_2021,55,2436,,,23.6364,19.7455,,3.8909,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,WINDOW_P1,109,4873,,,68.8073,66.9198,,1.8876,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,WINDOW_P2-1,37,1763,,,70.2703,76.9144,,-6.6441,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,WINDOW_P2-2,57,2367,,,73.6842,76.0034,,-2.3192,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,WINDOW_P3-1,22,1151,,,63.6364,78.9748,,-15.3384,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,WINDOW_P3-2,37,1755,,,70.2703,76.8091,,-6.5388,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,ENTRY_BEFORE_2021,55,2834,,,63.6364,60.7975,,2.8389,share_pp
LOSS_30_vs_REST,LOSS_30,NOT_LOSS_30,False,investability_status,categorical,INVESTABLE,ENTRY_FROM_2021,55,2436,,,72.7273,76.0263,,-3.299,share_pp
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,WINDOW_P1,42,4940,76.68,76.85,,,0.5375,0.0375,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,WINDOW_P2-1,11,1789,77.99,77.05,,,0.6021,0.1021,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,WINDOW_P2-2,22,2402,76.12,76.85,,,0.5709,0.0709,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,WINDOW_P3-1,7,1166,77.99,76.85,,,0.6316,0.1316,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,WINDOW_P3-2,8,1784,78.895,76.67,,,0.7163,0.2163,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,ENTRY_BEFORE_2021,22,2867,76.68,76.85,,,0.4914,-0.0086,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_score,numeric,,ENTRY_FROM_2021,19,2472,76.24,76.85,,,0.5791,0.0791,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,WINDOW_P1,42,4940,51.161,60.1976,,,0.4355,-0.0645,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,WINDOW_P2-1,11,1789,46.1495,58.3598,,,0.4608,-0.0392,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,WINDOW_P2-2,22,2402,50.2284,56.7279,,,0.3922,-0.1078,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,WINDOW_P3-1,7,1166,49.9053,60.2358,,,0.4592,-0.0408,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,WINDOW_P3-2,8,1784,47.9822,57.5793,,,0.3192,-0.1808,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,ENTRY_BEFORE_2021,22,2867,58.4618,63.1792,,,0.4448,-0.0552,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,pattern_a_score,numeric,,ENTRY_FROM_2021,19,2472,49.9053,56.9535,,,0.399,-0.101,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,WINDOW_P1,42,4940,82.75,82.75,,,0.5398,0.0398,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,WINDOW_P2-1,11,1789,82.75,82.75,,,0.5627,0.0627,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,WINDOW_P2-2,22,2402,82.75,82.75,,,0.4804,-0.0196,AUC-0.5
LOSS_50_vs_REST,LOSS_50,NOT_LOSS_50,False,fast_weekly_core_score,numeric,,WINDOW_P3-1,7,1166,82.75,82.75,,,0.5647,0.0647,AUC-0.5
