ticker,name,signal_reference_date,execution_candidate_date,pattern_a_stage
069960,현대백화점,2025-04-04,2025-04-07,TRANSITION
069960,현대백화점,2025-04-11,2025-04-14,TRANSITION
069960,현대백화점,2025-04-18,2025-04-21,TRANSITION
069960,현대백화점,2025-04-25,2025-04-28,TRANSITION
069960,현대백화점,2025-05-02,2025-05-07,TRANSITION
069960,현대백화점,2025-05-09,2025-05-12,TRANSITION
069960,현대백화점,2025-05-16,2025-05-19,TRANSITION
069960,현대백화점,2025-05-23,2025-05-26,TRANSITION
069960,현대백화점,2025-09-05,2025-09-08,TRANSITION
069960,현대백화점,2025-09-12,2025-09-15,TRANSITION
069960,현대백화점,2025-09-26,2025-09-29,EARLY_TREND
070960,모나용평,2024-08-16,2024-08-19,TRANSITION
070960,모나용평,2024-08-23,2024-08-26,TRANSITION
070960,모나용평,2024-08-30,2024-09-02,TRANSITION
070960,모나용평,2024-09-06,2024-09-09,TRANSITION
070960,모나용평,2025-06-20,2025-06-23,EARLY_TREND
071050,한국금융지주,2024-11-29,2024-12-02,TRANSITION
071050,한국금융지주,2024-12-06,2024-12-09,TRANSITION
071050,한국금융지주,2024-12-13,2024-12-16,TRANSITION
071050,한국금융지주,2025-01-10,2025-01-13,TRANSITION
071050,한국금융지주,2025-01-17,2025-01-20,TRANSITION
071050,한국금융지주,2025-04-25,2025-04-28,TRANSITION
072130,유엔젤,2024-10-04,2024-10-07,TRANSITION
072130,유엔젤,2024-10-11,2024-10-14,TRANSITION
072130,유엔젤,2024-10-18,2024-10-21,TRANSITION
072130,유엔젤,2024-10-25,2024-10-28,TRANSITION
072130,유엔젤,2024-11-01,2024-11-04,TRANSITION
072130,유엔젤,2024-11-08,2024-11-11,TRANSITION
072130,유엔젤,2024-11-29,2024-12-02,TRANSITION
072130,유엔젤,2024-12-06,2024-12-09,TRANSITION
072130,유엔젤,2024-12-13,2024-12-16,TRANSITION
072130,유엔젤,2024-12-20,2024-12-23,TRANSITION
072710,농심홀딩스,2025-05-30,2025-06-02,TRANSITION
072710,농심홀딩스,2025-06-13,2025-06-16,TRANSITION
072710,농심홀딩스,2025-06-20,2025-06-23,TRANSITION
072710,농심홀딩스,2025-06-27,2025-06-30,TRANSITION
072710,농심홀딩스,2025-07-04,2025-07-07,EARLY_TREND
072710,농심홀딩스,2025-07-11,2025-07-14,EARLY_TREND
072710,농심홀딩스,2025-07-18,2025-07-21,EARLY_TREND
072710,농심홀딩스,2025-07-25,2025-07-28,EARLY_TREND
072710,농심홀딩스,2025-08-08,2025-08-11,EARLY_TREND
073240,금호타이어,2025-11-28,2025-12-01,TRANSITION
073240,금호타이어,2025-12-05,2025-12-08,TRANSITION
073240,금호타이어,2025-12-12,2025-12-15,TRANSITION
073240,금호타이어,2025-12-19,2025-12-22,TRANSITION
073240,금호타이어,2025-12-26,2025-12-29,TRANSITION
073240,금호타이어,2026-01-16,2026-01-19,TRANSITION
073240,금호타이어,2026-01-23,2026-01-26,TRANSITION
073240,금호타이어,2026-01-30,2026-02-02,TRANSITION
073240,금호타이어,2026-02-06,2026-02-09,TRANSITION
073240,금호타이어,2026-02-13,2026-02-19,TRANSITION
073240,금호타이어,2026-02-20,2026-02-23,TRANSITION
073240,금호타이어,2026-02-27,2026-03-03,EARLY_TREND
077970,STX엔진,2024-08-16,2024-08-19,EARLY_TREND
078520,에이블씨엔씨,2025-08-01,2025-08-04,TRANSITION
078520,에이블씨엔씨,2025-08-08,2025-08-11,TRANSITION
078930,GS,2022-05-06,2022-05-09,TRANSITION
078930,GS,2022-05-13,2022-05-16,TRANSITION
078930,GS,2022-05-20,2022-05-23,TRANSITION
078930,GS,2022-05-27,2022-05-30,TRANSITION
078930,GS,2022-06-03,2022-06-07,EARLY_TREND
078930,GS,2022-06-10,2022-06-13,EARLY_TREND
078930,GS,2022-06-17,2022-06-20,EARLY_TREND
078930,GS,2023-11-24,2023-11-27,TRANSITION
078930,GS,2023-12-01,2023-12-04,TRANSITION
078930,GS,2024-01-05,2024-01-08,TRANSITION
078930,GS,2024-01-12,2024-01-15,TRANSITION
078930,GS,2024-01-19,2024-01-22,TRANSITION
078930,GS,2024-01-26,2024-01-29,TRANSITION
078930,GS,2024-02-02,2024-02-05,TRANSITION
078930,GS,2024-02-16,2024-02-19,EARLY_TREND
078930,GS,2024-02-23,2024-02-26,EARLY_TREND
078930,GS,2024-03-08,2024-03-11,EARLY_TREND
078930,GS,2024-03-15,2024-03-18,EARLY_TREND
078930,GS,2024-03-22,2024-03-25,EARLY_TREND
078930,GS,2024-03-29,2024-04-01,EARLY_TREND
078930,GS,2024-04-05,2024-04-08,EARLY_TREND
078930,GS,2024-06-21,2024-06-24,TRANSITION
078930,GS,2025-05-30,2025-06-02,TRANSITION
078930,GS,2025-06-13,2025-06-16,TRANSITION
078930,GS,2025-06-20,2025-06-23,TRANSITION
078930,GS,2025-06-27,2025-06-30,TRANSITION
078930,GS,2025-07-04,2025-07-07,TRANSITION
078930,GS,2025-07-11,2025-07-14,TRANSITION
078930,GS,2025-07-18,2025-07-21,TRANSITION
078930,GS,2025-07-25,2025-07-28,TRANSITION
078930,GS,2025-11-14,2025-11-17,TRANSITION
078930,GS,2025-11-21,2025-11-24,TRANSITION
078930,GS,2025-11-28,2025-12-01,EARLY_TREND
078930,GS,2025-12-05,2025-12-08,EARLY_TREND
078930,GS,2025-12-12,2025-12-15,EARLY_TREND
078930,GS,2026-01-09,2026-01-12,EARLY_TREND
078930,GS,2026-01-16,2026-01-19,EARLY_TREND
078930,GS,2026-01-23,2026-01-26,EARLY_TREND
079550,LIG디펜스앤에어로스페이스,2023-11-10,2023-11-13,EARLY_TREND
079550,LIG디펜스앤에어로스페이스,2023-11-17,2023-11-20,EARLY_TREND
079550,LIG디펜스앤에어로스페이스,2023-11-24,2023-11-27,EARLY_TREND
079550,LIG디펜스앤에어로스페이스,2023-12-01,2023-12-04,EARLY_TREND
079550,LIG디펜스앤에어로스페이스,2023-12-08,2023-12-11,EARLY_TREND
081660,미스토홀딩스,2024-10-18,2024-10-21,TRANSITION
081660,미스토홀딩스,2025-09-05,2025-09-08,TRANSITION
081660,미스토홀딩스,2025-09-12,2025-09-15,TRANSITION
081660,미스토홀딩스,2025-09-19,2025-09-22,TRANSITION
081660,미스토홀딩스,2025-09-26,2025-09-29,TRANSITION
081660,미스토홀딩스,2025-10-24,2025-10-27,TRANSITION
081660,미스토홀딩스,2025-11-07,2025-11-10,TRANSITION
081660,미스토홀딩스,2025-11-14,2025-11-17,TRANSITION
081660,미스토홀딩스,2025-11-21,2025-11-24,TRANSITION
081660,미스토홀딩스,2025-12-05,2025-12-08,TRANSITION
081660,미스토홀딩스,2025-12-12,2025-12-15,TRANSITION
081660,미스토홀딩스,2025-12-26,2025-12-29,EARLY_TREND
081660,미스토홀딩스,2026-01-09,2026-01-12,EARLY_TREND
081660,미스토홀딩스,2026-01-16,2026-01-19,EARLY_TREND
081660,미스토홀딩스,2026-01-23,2026-01-26,EARLY_TREND
082640,동양생명,2024-08-02,2024-08-05,EARLY_TREND
082640,동양생명,2024-08-09,2024-08-12,EARLY_TREND
082640,동양생명,2025-07-18,2025-07-21,TRANSITION
082640,동양생명,2025-09-19,2025-09-22,EARLY_TREND
082640,동양생명,2025-09-26,2025-09-29,EARLY_TREND
084010,대한제강,2024-11-15,2024-11-18,TRANSITION
084010,대한제강,2024-11-22,2024-11-25,TRANSITION
084010,대한제강,2025-02-28,2025-03-04,TRANSITION
084010,대한제강,2025-03-07,2025-03-10,TRANSITION
084010,대한제강,2025-07-11,2025-07-14,TRANSITION
084010,대한제강,2025-07-18,2025-07-21,TRANSITION
084010,대한제강,2025-07-25,2025-07-28,EARLY_TREND
085310,엔케이,2025-01-17,2025-01-20,TRANSITION
085310,엔케이,2025-01-24,2025-01-31,TRANSITION
085310,엔케이,2025-01-31,2025-02-03,TRANSITION
085620,미래에셋생명,2025-06-13,2025-06-16,EARLY_TREND
086280,현대글로비스,2024-09-20,2024-09-23,EARLY_TREND
086280,현대글로비스,2024-09-27,2024-09-30,TRANSITION
086280,현대글로비스,2025-01-03,2025-01-06,TRANSITION
086280,현대글로비스,2025-01-10,2025-01-13,TRANSITION
086280,현대글로비스,2025-01-17,2025-01-20,TRANSITION
086280,현대글로비스,2025-01-24,2025-01-31,EARLY_TREND
086790,하나금융지주,2023-01-06,2023-01-09,EARLY_TREND
086790,하나금융지주,2023-01-13,2023-01-16,EARLY_TREND
086790,하나금융지주,2023-01-20,2023-01-25,EARLY_TREND
086790,하나금융지주,2023-01-27,2023-01-30,EARLY_TREND
086790,하나금융지주,2023-02-03,2023-02-06,EARLY_TREND
086790,하나금융지주,2023-02-10,2023-02-13,EARLY_TREND
086790,하나금융지주,2023-10-06,2023-10-10,TRANSITION
086790,하나금융지주,2023-10-13,2023-10-16,TRANSITION
086790,하나금융지주,2023-10-20,2023-10-23,TRANSITION
086790,하나금융지주,2024-02-02,2024-02-05,EARLY_TREND
086790,하나금융지주,2024-02-16,2024-02-19,EARLY_TREND
086790,하나금융지주,2024-02-23,2024-02-26,EARLY_TREND
086790,하나금융지주,2024-04-26,2024-04-29,EARLY_TREND
086790,하나금융지주,2024-05-10,2024-05-13,TRANSITION
086790,하나금융지주,2024-05-17,2024-05-20,TRANSITION
088350,한화생명,2025-05-30,2025-06-02,TRANSITION
088350,한화생명,2025-06-13,2025-06-16,TRANSITION
088350,한화생명,2025-06-20,2025-06-23,TRANSITION
088350,한화생명,2025-06-27,2025-06-30,TRANSITION
088350,한화생명,2025-07-04,2025-07-07,EARLY_TREND
088790,진도,2026-03-20,2026-03-23,TRANSITION
088790,진도,2026-03-27,2026-03-30,TRANSITION
088790,진도,2026-04-03,2026-04-06,TRANSITION
088790,진도,2026-04-10,2026-04-13,TRANSITION
088790,진도,2026-04-17,2026-04-20,TRANSITION
088790,진도,2026-04-24,2026-04-27,TRANSITION
088790,진도,2026-05-29,2026-06-01,EARLY_TREND
089470,HDC현대EP,2025-06-20,2025-06-23,TRANSITION
089470,HDC현대EP,2025-07-04,2025-07-07,TRANSITION
089470,HDC현대EP,2025-07-11,2025-07-14,TRANSITION
089470,HDC현대EP,2025-07-18,2025-07-21,TRANSITION
089470,HDC현대EP,2025-07-25,2025-07-28,TRANSITION
089470,HDC현대EP,2025-08-08,2025-08-11,TRANSITION
089470,HDC현대EP,2026-01-23,2026-01-26,TRANSITION
089470,HDC현대EP,2026-01-30,2026-02-02,TRANSITION
089470,HDC현대EP,2026-02-06,2026-02-09,TRANSITION
089470,HDC현대EP,2026-02-13,2026-02-19,TRANSITION
089470,HDC현대EP,2026-02-20,2026-02-23,TRANSITION
089470,HDC현대EP,2026-02-27,2026-03-03,EARLY_TREND
089860,롯데렌탈,2024-08-02,2024-08-05,TRANSITION
089860,롯데렌탈,2024-08-09,2024-08-12,TRANSITION
089860,롯데렌탈,2024-08-16,2024-08-19,TRANSITION
089860,롯데렌탈,2024-08-23,2024-08-26,TRANSITION
089860,롯데렌탈,2024-08-30,2024-09-02,TRANSITION
089860,롯데렌탈,2024-09-06,2024-09-09,TRANSITION
089860,롯데렌탈,2024-12-06,2024-12-09,TRANSITION
089860,롯데렌탈,2024-12-13,2024-12-16,TRANSITION
090350,노루페인트,2025-05-30,2025-06-02,TRANSITION
090350,노루페인트,2025-06-13,2025-06-16,TRANSITION
090350,노루페인트,2025-06-20,2025-06-23,TRANSITION
090350,노루페인트,2025-06-27,2025-06-30,TRANSITION
090350,노루페인트,2025-07-04,2025-07-07,TRANSITION
090350,노루페인트,2025-07-11,2025-07-14,TRANSITION
090350,노루페인트,2025-07-18,2025-07-21,TRANSITION
090350,노루페인트,2025-07-25,2025-07-28,TRANSITION
090350,노루페인트,2025-08-08,2025-08-11,TRANSITION
090350,노루페인트,2025-08-22,2025-08-25,TRANSITION
090350,노루페인트,2025-09-12,2025-09-15,TRANSITION
090350,노루페인트,2025-09-19,2025-09-22,TRANSITION
090430,아모레퍼시픽,2025-05-30,2025-06-02,TRANSITION
090430,아모레퍼시픽,2025-06-13,2025-06-16,TRANSITION
090430,아모레퍼시픽,2025-06-20,2025-06-23,TRANSITION
090430,아모레퍼시픽,2025-07-04,2025-07-07,TRANSITION
090430,아모레퍼시픽,2025-07-18,2025-07-21,TRANSITION
090430,아모레퍼시픽,2025-07-25,2025-07-28,TRANSITION
090430,아모레퍼시픽,2026-02-13,2026-02-19,TRANSITION
090430,아모레퍼시픽,2026-02-20,2026-02-23,TRANSITION
091810,트리니티항공,2024-09-20,2024-09-23,TRANSITION
092230,KPX홀딩스,2025-04-25,2025-04-28,TRANSITION
092230,KPX홀딩스,2025-05-30,2025-06-02,EARLY_TREND
092230,KPX홀딩스,2025-06-13,2025-06-16,EARLY_TREND
092230,KPX홀딩스,2025-06-20,2025-06-23,EARLY_TREND
092230,KPX홀딩스,2025-06-27,2025-06-30,EARLY_TREND
092230,KPX홀딩스,2025-07-04,2025-07-07,EARLY_TREND
092230,KPX홀딩스,2025-07-11,2025-07-14,EARLY_TREND
092230,KPX홀딩스,2025-07-18,2025-07-21,EARLY_TREND
092230,KPX홀딩스,2025-07-25,2025-07-28,EARLY_TREND
092230,KPX홀딩스,2025-08-08,2025-08-11,EARLY_TREND
092230,KPX홀딩스,2025-09-12,2025-09-15,TRANSITION
092230,KPX홀딩스,2025-09-19,2025-09-22,TRANSITION
092230,KPX홀딩스,2026-01-02,2026-01-05,EARLY_TREND
092230,KPX홀딩스,2026-01-09,2026-01-12,TRANSITION
092230,KPX홀딩스,2026-01-16,2026-01-19,TRANSITION
092230,KPX홀딩스,2026-01-23,2026-01-26,TRANSITION
092230,KPX홀딩스,2026-02-27,2026-03-03,EARLY_TREND
092230,KPX홀딩스,2026-03-20,2026-03-23,TRANSITION
092230,KPX홀딩스,2026-04-10,2026-04-13,EARLY_TREND
092230,KPX홀딩스,2026-04-17,2026-04-20,EARLY_TREND
092230,KPX홀딩스,2026-04-24,2026-04-27,EARLY_TREND
092780,DYP,2024-08-30,2024-09-02,TRANSITION
093050,LF,2025-02-14,2025-02-17,TRANSITION
093050,LF,2026-02-13,2026-02-19,EARLY_TREND
093050,LF,2026-02-20,2026-02-23,EARLY_TREND
093050,LF,2026-02-27,2026-03-03,EARLY_TREND
093050,LF,2026-03-20,2026-03-23,EARLY_TREND
093050,LF,2026-03-27,2026-03-30,EARLY_TREND
094800,맵스리얼티,2024-11-29,2024-12-02,TRANSITION
094800,맵스리얼티,2024-12-06,2024-12-09,TRANSITION
094800,맵스리얼티,2024-12-13,2024-12-16,TRANSITION
095570,AJ네트웍스,2025-11-21,2025-11-24,TRANSITION
095570,AJ네트웍스,2025-11-28,2025-12-01,TRANSITION
095570,AJ네트웍스,2025-12-05,2025-12-08,TRANSITION
095570,AJ네트웍스,2025-12-12,2025-12-15,TRANSITION
095570,AJ네트웍스,2025-12-19,2025-12-22,TRANSITION
095570,AJ네트웍스,2025-12-26,2025-12-29,TRANSITION
095570,AJ네트웍스,2026-01-02,2026-01-05,TRANSITION
095570,AJ네트웍스,2026-01-09,2026-01-12,TRANSITION
095570,AJ네트웍스,2026-01-16,2026-01-19,TRANSITION
095570,AJ네트웍스,2026-01-23,2026-01-26,TRANSITION
095570,AJ네트웍스,2026-02-27,2026-03-03,EARLY_TREND
095570,AJ네트웍스,2026-03-20,2026-03-23,TRANSITION
095570,AJ네트웍스,2026-03-27,2026-03-30,TRANSITION
095570,AJ네트웍스,2026-04-03,2026-04-06,EARLY_TREND
095570,AJ네트웍스,2026-04-10,2026-04-13,EARLY_TREND
095570,AJ네트웍스,2026-04-17,2026-04-20,EARLY_TREND
095570,AJ네트웍스,2026-04-24,2026-04-27,TRANSITION
096760,JW홀딩스,2025-05-30,2025-06-02,TRANSITION
096760,JW홀딩스,2025-06-13,2025-06-16,TRANSITION
096760,JW홀딩스,2025-06-20,2025-06-23,TRANSITION
096760,JW홀딩스,2025-07-11,2025-07-14,TRANSITION
096760,JW홀딩스,2026-02-27,2026-03-03,EARLY_TREND
096760,JW홀딩스,2026-03-13,2026-03-16,EARLY_TREND
096760,JW홀딩스,2026-03-20,2026-03-23,EARLY_TREND
096760,JW홀딩스,2026-03-27,2026-03-30,EARLY_TREND
096760,JW홀딩스,2026-04-10,2026-04-13,EARLY_TREND
096760,JW홀딩스,2026-04-17,2026-04-20,EARLY_TREND
096760,JW홀딩스,2026-04-24,2026-04-27,EARLY_TREND
096770,SK이노베이션,2025-02-21,2025-02-24,TRANSITION
096770,SK이노베이션,2025-02-28,2025-03-04,TRANSITION
096770,SK이노베이션,2025-03-14,2025-03-17,TRANSITION
097230,HJ중공업,2024-12-20,2024-12-23,TRANSITION
097230,HJ중공업,2025-01-10,2025-01-13,TRANSITION
097230,HJ중공업,2025-02-14,2025-02-17,EARLY_TREND
097520,엠씨넥스,2025-01-31,2025-02-03,TRANSITION
097520,엠씨넥스,2025-02-07,2025-02-10,TRANSITION
097520,엠씨넥스,2025-02-14,2025-02-17,TRANSITION
097520,엠씨넥스,2025-02-21,2025-02-24,TRANSITION
097520,엠씨넥스,2025-02-28,2025-03-04,TRANSITION
097520,엠씨넥스,2025-03-07,2025-03-10,TRANSITION
097520,엠씨넥스,2025-03-14,2025-03-17,TRANSITION
097520,엠씨넥스,2025-03-21,2025-03-24,TRANSITION
097520,엠씨넥스,2025-03-28,2025-03-31,TRANSITION
097520,엠씨넥스,2025-04-04,2025-04-07,TRANSITION
097520,엠씨넥스,2025-04-18,2025-04-21,TRANSITION
097520,엠씨넥스,2025-05-23,2025-05-26,TRANSITION
097520,엠씨넥스,2025-07-18,2025-07-21,TRANSITION
097520,엠씨넥스,2025-07-25,2025-07-28,TRANSITION
097520,엠씨넥스,2025-12-26,2025-12-29,TRANSITION
097950,CJ제일제당,2024-08-02,2024-08-05,TRANSITION
100090,SK오션플랜트,2025-05-16,2025-05-19,TRANSITION
100090,SK오션플랜트,2025-06-13,2025-06-16,TRANSITION
100090,SK오션플랜트,2025-07-11,2025-07-14,TRANSITION
100090,SK오션플랜트,2025-08-08,2025-08-11,TRANSITION
100220,비상교육,2024-11-01,2024-11-04,TRANSITION
100220,비상교육,2024-11-08,2024-11-11,TRANSITION
100220,비상교육,2025-06-13,2025-06-16,TRANSITION
100220,비상교육,2026-04-10,2026-04-13,TRANSITION
100220,비상교육,2026-04-17,2026-04-20,TRANSITION
100220,비상교육,2026-04-24,2026-04-27,TRANSITION
100220,비상교육,2026-05-08,2026-05-11,EARLY_TREND
101530,해태제과식품,2025-06-13,2025-06-16,TRANSITION
101530,해태제과식품,2025-06-20,2025-06-23,TRANSITION
101530,해태제과식품,2025-07-04,2025-07-07,TRANSITION
102260,동성케미컬,2025-11-28,2025-12-01,TRANSITION
102260,동성케미컬,2025-12-05,2025-12-08,TRANSITION
102260,동성케미컬,2025-12-12,2025-12-15,TRANSITION
102260,동성케미컬,2025-12-19,2025-12-22,TRANSITION
102260,동성케미컬,2025-12-26,2025-12-29,TRANSITION
102260,동성케미컬,2026-01-30,2026-02-02,TRANSITION
102260,동성케미컬,2026-02-13,2026-02-19,TRANSITION
102260,동성케미컬,2026-02-20,2026-02-23,TRANSITION
102460,이연제약,2024-11-08,2024-11-11,TRANSITION
104700,한국철강,2025-09-19,2025-09-22,TRANSITION
104700,한국철강,2025-09-26,2025-09-29,TRANSITION
104700,한국철강,2025-10-10,2025-10-13,TRANSITION
104700,한국철강,2025-10-17,2025-10-20,TRANSITION
104700,한국철강,2025-10-24,2025-10-27,TRANSITION
104700,한국철강,2025-10-31,2025-11-03,TRANSITION
104700,한국철강,2025-11-07,2025-11-10,EARLY_TREND
104700,한국철강,2025-11-14,2025-11-17,EARLY_TREND
104700,한국철강,2025-11-21,2025-11-24,TRANSITION
104700,한국철강,2025-11-28,2025-12-01,TRANSITION
104700,한국철강,2025-12-05,2025-12-08,TRANSITION
104700,한국철강,2025-12-12,2025-12-15,TRANSITION
105560,KB금융,2023-01-06,2023-01-09,TRANSITION
105560,KB금융,2023-01-13,2023-01-16,TRANSITION
105560,KB금융,2023-01-20,2023-01-25,TRANSITION
105560,KB금융,2023-01-27,2023-01-30,TRANSITION
105560,KB금융,2023-02-03,2023-02-06,EARLY_TREND
105560,KB금융,2023-02-10,2023-02-13,EARLY_TREND
105560,KB금융,2023-09-08,2023-09-11,TRANSITION
105560,KB금융,2023-09-15,2023-09-18,TRANSITION
105560,KB금융,2023-09-22,2023-09-25,TRANSITION
105560,KB금융,2023-10-06,2023-10-10,EARLY_TREND
105560,KB금융,2023-10-13,2023-10-16,EARLY_TREND
105560,KB금융,2023-10-20,2023-10-23,EARLY_TREND
105560,KB금융,2023-10-27,2023-10-30,EARLY_TREND
105560,KB금융,2024-02-16,2024-02-19,TRANSITION
105560,KB금융,2024-02-23,2024-02-26,TRANSITION
105560,KB금융,2024-03-08,2024-03-11,TRANSITION
105560,KB금융,2024-03-15,2024-03-18,TRANSITION
105560,KB금융,2024-03-22,2024-03-25,TRANSITION
105560,KB금융,2024-04-26,2024-04-29,EARLY_TREND
105840,우진,2025-06-13,2025-06-16,TRANSITION
108670,LX하우시스,2026-05-22,2026-05-26,TRANSITION
111110,호전실업,2024-10-25,2024-10-28,TRANSITION
111110,호전실업,2024-11-01,2024-11-04,TRANSITION
111110,호전실업,2024-11-08,2024-11-11,TRANSITION
111110,호전실업,2024-11-15,2024-11-18,TRANSITION
111110,호전실업,2025-07-04,2025-07-07,EARLY_TREND
111110,호전실업,2025-07-11,2025-07-14,EARLY_TREND
111110,호전실업,2025-07-18,2025-07-21,EARLY_TREND
111110,호전실업,2025-07-25,2025-07-28,TRANSITION
111770,영원무역,2025-02-28,2025-03-04,TRANSITION
111770,영원무역,2025-03-07,2025-03-10,TRANSITION
111770,영원무역,2025-03-14,2025-03-17,TRANSITION
111770,영원무역,2025-03-21,2025-03-24,TRANSITION
111770,영원무역,2025-03-28,2025-03-31,TRANSITION
111770,영원무역,2025-05-16,2025-05-19,TRANSITION
111770,영원무역,2025-05-23,2025-05-26,TRANSITION
111770,영원무역,2025-05-30,2025-06-02,EARLY_TREND
111770,영원무역,2025-06-13,2025-06-16,EARLY_TREND
111770,영원무역,2025-06-20,2025-06-23,EARLY_TREND
111770,영원무역,2025-06-27,2025-06-30,EARLY_TREND
111770,영원무역,2025-09-05,2025-09-08,TRANSITION
111770,영원무역,2025-09-12,2025-09-15,TRANSITION
111770,영원무역,2025-09-19,2025-09-22,TRANSITION
112610,씨에스윈드,2024-08-30,2024-09-02,TRANSITION
112610,씨에스윈드,2024-09-13,2024-09-19,TRANSITION
112610,씨에스윈드,2024-09-20,2024-09-23,TRANSITION
112610,씨에스윈드,2024-09-27,2024-09-30,TRANSITION
112610,씨에스윈드,2024-10-04,2024-10-07,TRANSITION
112610,씨에스윈드,2026-02-27,2026-03-03,TRANSITION
112610,씨에스윈드,2026-03-13,2026-03-16,TRANSITION
112610,씨에스윈드,2026-04-24,2026-04-27,TRANSITION
114090,GKL,2025-07-04,2025-07-07,TRANSITION
114090,GKL,2025-07-11,2025-07-14,TRANSITION
114090,GKL,2025-07-18,2025-07-21,TRANSITION
114090,GKL,2025-08-08,2025-08-11,TRANSITION
114090,GKL,2025-08-22,2025-08-25,TRANSITION
114090,GKL,2025-08-29,2025-09-01,TRANSITION
114090,GKL,2025-09-05,2025-09-08,TRANSITION
114090,GKL,2025-09-12,2025-09-15,TRANSITION
114090,GKL,2025-09-19,2025-09-22,TRANSITION
120110,코오롱인더,2025-07-04,2025-07-07,TRANSITION
120110,코오롱인더,2025-07-11,2025-07-14,TRANSITION
120110,코오롱인더,2025-07-18,2025-07-21,TRANSITION
123690,한국화장품,2025-07-04,2025-07-07,TRANSITION
123690,한국화장품,2025-07-11,2025-07-14,TRANSITION
123700,SJM,2026-01-02,2026-01-05,TRANSITION
123700,SJM,2026-01-09,2026-01-12,TRANSITION
123700,SJM,2026-01-16,2026-01-19,TRANSITION
123700,SJM,2026-01-23,2026-01-26,TRANSITION
123700,SJM,2026-02-20,2026-02-23,TRANSITION
123700,SJM,2026-02-27,2026-03-03,TRANSITION
123890,한국자산신탁,2026-02-13,2026-02-19,TRANSITION
123890,한국자산신탁,2026-02-20,2026-02-23,TRANSITION
123890,한국자산신탁,2026-02-27,2026-03-03,TRANSITION
126720,수산인더스트리,2026-01-23,2026-01-26,TRANSITION
126720,수산인더스트리,2026-02-06,2026-02-09,TRANSITION
126720,수산인더스트리,2026-02-13,2026-02-19,TRANSITION
126720,수산인더스트리,2026-02-20,2026-02-23,TRANSITION
126720,수산인더스트리,2026-02-27,2026-03-03,EARLY_TREND
126720,수산인더스트리,2026-03-13,2026-03-16,EARLY_TREND
126720,수산인더스트리,2026-03-20,2026-03-23,EARLY_TREND
126720,수산인더스트리,2026-04-10,2026-04-13,EARLY_TREND
126720,수산인더스트리,2026-04-17,2026-04-20,EARLY_TREND
126720,수산인더스트리,2026-04-24,2026-04-27,EARLY_TREND
129260,인터지스,2025-07-11,2025-07-14,TRANSITION
134380,미원화학,2025-07-18,2025-07-21,TRANSITION
134380,미원화학,2025-07-25,2025-07-28,TRANSITION
134380,미원화학,2025-08-01,2025-08-04,TRANSITION
134380,미원화학,2025-08-08,2025-08-11,TRANSITION
134380,미원화학,2025-08-22,2025-08-25,TRANSITION
134380,미원화학,2025-08-29,2025-09-01,TRANSITION
134380,미원화학,2025-09-05,2025-09-08,TRANSITION
134380,미원화학,2025-09-12,2025-09-15,TRANSITION
134380,미원화학,2025-09-19,2025-09-22,TRANSITION
134380,미원화학,2025-09-26,2025-09-29,TRANSITION
134380,미원화학,2025-10-10,2025-10-13,TRANSITION
134380,미원화학,2025-10-17,2025-10-20,TRANSITION
134380,미원화학,2025-10-24,2025-10-27,TRANSITION
134380,미원화학,2025-10-31,2025-11-03,TRANSITION
134380,미원화학,2026-01-02,2026-01-05,EARLY_TREND
134380,미원화학,2026-01-09,2026-01-12,EARLY_TREND
134380,미원화학,2026-01-16,2026-01-19,EARLY_TREND
134380,미원화학,2026-01-23,2026-01-26,EARLY_TREND
134380,미원화학,2026-03-27,2026-03-30,EARLY_TREND
138930,BNK금융지주,2024-10-18,2024-10-21,TRANSITION
138930,BNK금융지주,2024-10-25,2024-10-28,TRANSITION
138930,BNK금융지주,2024-11-01,2024-11-04,TRANSITION
138930,BNK금융지주,2024-11-08,2024-11-11,TRANSITION
138930,BNK금융지주,2024-11-15,2024-11-18,TRANSITION
138930,BNK금융지주,2024-11-22,2024-11-25,TRANSITION
139130,iM금융지주,2024-11-29,2024-12-02,TRANSITION
139130,iM금융지주,2024-12-06,2024-12-09,TRANSITION
139130,iM금융지주,2024-12-13,2024-12-16,TRANSITION
139130,iM금융지주,2025-01-10,2025-01-13,TRANSITION
139130,iM금융지주,2025-01-17,2025-01-20,TRANSITION
139130,iM금융지주,2025-01-24,2025-01-31,TRANSITION
139130,iM금융지주,2025-01-31,2025-02-03,TRANSITION
139130,iM금융지주,2025-02-07,2025-02-10,EARLY_TREND
139130,iM금융지주,2025-02-14,2025-02-17,EARLY_TREND
139130,iM금융지주,2025-02-21,2025-02-24,EARLY_TREND
139130,iM금융지주,2025-02-28,2025-03-04,EARLY_TREND
139130,iM금융지주,2025-03-07,2025-03-10,TRANSITION
139130,iM금융지주,2025-03-14,2025-03-17,TRANSITION
139130,iM금융지주,2025-03-21,2025-03-24,TRANSITION
139130,iM금융지주,2025-03-28,2025-03-31,TRANSITION
139130,iM금융지주,2025-04-04,2025-04-07,TRANSITION
139130,iM금융지주,2025-04-18,2025-04-21,TRANSITION
139130,iM금융지주,2025-04-25,2025-04-28,TRANSITION
139480,이마트,2025-05-02,2025-05-07,TRANSITION
139480,이마트,2025-05-09,2025-05-12,TRANSITION
