ticker,isu_cd,market,effective_from,effective_to,latest_daily_update_as_of,status,reason
100250,KR7100250000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100590,KR7100590009,KOSDAQ,2018-12-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100660,KR7100660000,KOSDAQ,2011-12-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100700,KR7100700004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100790,KR7100790005,KOSDAQ,2019-03-15,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
100840,KR7100840008,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101000,KR7101000008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101060,KR7101060002,KOSPI,2010-01-04,2022-01-17,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
101140,KR7101140002,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101160,KR7101160000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101170,KR7101170009,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101240,KR7101240000,KOSDAQ,2011-11-08,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101330,KR7101330009,KOSDAQ,2010-02-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101360,KR7101360006,KOSDAQ,2020-07-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101390,KR7101390003,KOSDAQ,2010-01-04,2026-06-30,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
101400,KR7101400000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101490,KR7101490001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101530,KR7101530004,KOSPI,2016-05-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101670,KR7101670008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101680,KR7101680007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101730,KR7101730000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101930,KR7101930006,KOSDAQ,2010-10-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
101970,KR7101970002,KOSDAQ,2025-03-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
102120,KR7102120003,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
102210,KR7102210002,KOSDAQ,2010-01-04,2021-04-16,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
102260,KR7102260007,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
102280,KR7102280005,KOSPI,2010-01-04,2025-11-27,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
102370,KR7102370004,KOSDAQ,2022-01-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
102460,KR7102460003,KOSPI,2010-06-10,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
102710,KR7102710001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
102940,KR7102940004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
103140,KR7103140000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
103230,KR7103230009,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
103590,KR7103590006,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
103840,KR7103840005,KOSDAQ,2019-11-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104040,KR7104040001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104200,KR7104200001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104460,KR7104460001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104480,KR7104480009,KOSDAQ,2011-04-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104540,KR7104540000,KOSDAQ,2013-03-05,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104620,KR7104620000,KOSDAQ,2019-01-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104700,KR7104700000,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
104830,KR7104830005,KOSDAQ,2011-12-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105330,KR7105330005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105550,KR7105550008,KOSDAQ,2014-07-11,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105560,KR7105560007,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105630,KR7105630008,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105740,KR7105740005,KOSDAQ,2010-11-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105760,KR7105760003,KOSDAQ,2024-01-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
105840,KR7105840003,KOSPI,2010-07-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
106080,KR7106080005,KOSDAQ,2010-02-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
106190,KR7106190002,KOSDAQ,2010-07-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
106240,KR7106240005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
106520,KR7106520000,KOSDAQ,2012-07-13,2026-06-30,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
107590,KR7107590002,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
107600,KR7107600009,KOSDAQ,2022-08-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
107640,KR7107640005,KOSDAQ,2024-06-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
108230,KR7108230004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
108320,KR7108320003,KOSDAQ,2010-06-08,2022-11-02,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
108320,KR7108320003,KOSPI,2022-11-03,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
108380,KR7108380007,KOSDAQ,2011-07-08,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
108490,KR7108490004,KOSDAQ,2018-10-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
108670,KR7108670001,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
108860,KR7108860008,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109070,KR7109070003,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109080,KR7109080002,KOSDAQ,2011-07-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109610,KR7109610006,KOSDAQ,2015-12-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109670,KR7109670000,KOSDAQ,2023-12-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109740,KR7109740001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109820,KR7109820001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109860,KR7109860007,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
109960,KR7109960005,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
110020,KR7110020005,KOSDAQ,2018-12-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
110790,KR7110790003,KOSDAQ,2018-10-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
110990,KR7110990009,KOSDAQ,2018-08-07,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
111110,KR7111110003,KOSPI,2017-02-02,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
111380,KR7111380002,KOSPI,2023-11-21,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
111710,KR7111710000,KOSDAQ,2018-11-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
111770,KR7111770004,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
111820,KR7111820007,KOSDAQ,2010-06-18,2021-09-29,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
111870,KR7111870002,KOSDAQ,2010-11-05,2026-01-13,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
112040,KR7112040001,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
112290,KR7112290002,KOSDAQ,2022-07-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
112610,KR7112610001,KOSPI,2014-11-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
113810,KR7113810006,KOSDAQ,2012-11-22,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
114090,KR7114090004,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
114120,KR7114120009,KOSDAQ,2010-07-21,2024-02-14,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
114190,KR7114190002,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
114450,KR7114450000,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
114570,KR7114570005,KOSDAQ,2010-02-04,2022-02-22,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
114630,KR7114630007,KOSDAQ,2010-01-15,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
114810,KR7114810005,KOSDAQ,2013-02-07,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
114840,KR7114840002,KOSDAQ,2021-10-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115160,KR7115160004,KOSDAQ,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115180,KR7115180002,KOSDAQ,2016-02-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115310,KR7115310005,KOSDAQ,2010-02-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115390,KR7115390007,KOSPI,2010-01-28,2024-12-06,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
115440,KR7115440000,KOSDAQ,2010-01-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115450,KR7115450009,KOSDAQ,2010-03-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115480,KR7115480006,KOSDAQ,2011-12-15,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115500,KR7115500001,KOSDAQ,2010-04-14,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115530,KR7115530008,KOSDAQ,2011-11-02,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115570,KR7115570004,KOSDAQ,2010-01-27,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115610,KR7115610008,KOSDAQ,2010-02-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
115960,KR7115960007,KOSDAQ,2015-11-02,2024-03-05,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
117580,KR7117580001,KOSPI,2010-12-24,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
117670,KR7117670000,KOSDAQ,2010-09-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
117730,KR7117730002,KOSDAQ,2018-11-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
118000,KR7118000009,KOSPI,2010-01-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
118990,KR7118990001,KOSDAQ,2017-08-04,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
119500,KR7119500007,KOSDAQ,2010-09-17,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
119610,KR7119610004,KOSDAQ,2010-07-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
119650,KR7119650000,KOSPI,2010-01-29,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
119830,KR7119830008,KOSDAQ,2010-10-26,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
119850,KR7119850006,KOSDAQ,2013-10-02,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
119860,KR7119860005,KOSDAQ,2011-01-24,2024-09-23,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
120030,KR7120030002,KOSPI,2010-02-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
120110,KR7120110002,KOSPI,2010-02-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
120240,KR7120240007,KOSDAQ,2010-12-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
121440,KR7121440002,KOSDAQ,2011-05-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
121600,KR7121600001,KOSDAQ,2011-02-09,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
121800,KR7121800007,KOSDAQ,2011-12-01,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
121850,KR7121850002,KOSDAQ,2012-09-27,2026-09-01,2026-09-21,EXCLUDED_NOT_CURRENT_COMMON_IDENTITY,IDENTITY_NOT_COMMON_AT_LATEST_DAILY_UPDATE
121890,KR7121890008,KOSDAQ,2010-07-16,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122310,KR7122310006,KOSDAQ,2018-05-28,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122350,KR7122350002,KOSDAQ,2012-04-12,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122450,KR7122450000,KOSDAQ,2011-05-25,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122640,KR7122640006,KOSDAQ,2015-12-16,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122690,KR7122690001,KOSDAQ,2012-04-19,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122870,KR7122870009,KOSDAQ,2011-11-23,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122900,KR7122900004,KOSPI,2010-07-30,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
122990,KR7122990005,KOSDAQ,2010-09-10,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
123010,KR7123010001,KOSDAQ,2016-07-20,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
123040,KR7123040008,KOSDAQ,2010-08-06,2026-09-01,2026-09-21,SURVIVOR_COMMON_IDENTITY,EXACT_TICKER_ISU_MARKET_ACTIVE_AT_LATEST_DAILY_UPDATE
