ticker,name,market,asset_type,reference_market_date,status,cache_existed_before,cache_first_date_before,cache_last_date_before,fetch_start_date,fetch_end_date,fetched_row_count,cache_first_date_after,cache_last_date_after,total_row_count_after,completed_month_count_after,retry_count,error_type,error_message
005160,동국산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
005290,동진쎄미켐,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
005670,푸드웰,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
005710,대원산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
005860,한일사료,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1220,60,0,,
005990,매일홀딩스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
006050,국영지앤엠,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-08-06,2026-08-01,2026-08-14,4,2021-08-17,2026-08-06,1216,60,0,,
006140,피제이전자,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
006620,동구바이오제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
006730,서부T&D,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
006910,보성파워텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
006920,모헨즈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007330,푸른저축은행,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007370,진양제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007390,네이처셀,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007530,와이엠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007680,대원,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007720,소노스퀘어,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007770,한일화학,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
007820,엠엑스로보틱스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
008290,원풍물산,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
008370,원풍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
008470,부스타,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
008830,대동기어,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
009300,삼아제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
009520,포스코엠텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
009620,삼보산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1210,60,0,,
009730,이렘,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
009780,엠에스씨,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
010170,대한광통신,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
010240,흥국,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
010280,아이티센엔텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
010470,오리콤,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
011040,경동제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
011080,형지I&C,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
011320,유니크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
011370,서한,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-08-11,2026-08-06,2026-08-14,4,2021-08-17,2026-08-11,1219,60,0,,
011560,세보엠이씨,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
012210,삼미금속,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2023-05-16,2026-08-14,2021-08-14,2026-08-14,674,2023-05-16,2026-08-14,674,36,0,,
012340,뉴인텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
012620,원일특강,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
012700,리드코프,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
012790,신일제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
012860,모베이스전자,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1220,60,0,,
013030,하이록코리아,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
013120,동원개발,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
013310,아진산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1192,60,0,,
013720,청보,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
013810,스페코,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
013990,아가방컴퍼니,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
014100,메디앙스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2022-05-13,2026-08-14,,,0,2022-05-13,2026-08-14,1041,51,0,,
014190,원익큐브,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
014470,부방,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
014570,고려제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
014620,성광벤드,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
014940,오리엔탈정공,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
014950,삼익제약,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2025-10-27,2026-08-14,2021-08-14,2026-08-14,198,2025-10-27,2026-08-14,198,10,0,,
014970,삼륭물산,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
015710,코콤,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
015750,성우하이텍,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
016100,리더스코스메틱,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
016250,SGC E&C,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
016600,큐캐피탈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
016670,디모아,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2022-09-15,2026-08-14,,,0,2022-09-15,2026-08-14,946,47,0,,
016790,현대사료,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2025-03-06,2021-08-14,2026-08-14,616,2021-08-17,2025-03-06,616,33,0,,
016920,카스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
017000,신원종합개발,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
017250,인터엠,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
017480,삼현철강,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
017510,세명전기,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
017650,대림제지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
017890,한국알콜,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
018000,유니슨,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
018120,진로발효,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
018290,브이티,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
018310,삼목에스폼,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
018620,우진비앤지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
018680,서울제약,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1192,60,0,,
018700,졸스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
019010,베뉴지,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1222,,,0,0,3,MarketDataError,OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2024-07-18 00:00:00')]
019210,와이지-원,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
019540,일지테크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
019550,SBI인베스트먼트,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
019570,GMI벤처,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
019660,글로본,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1203,60,0,,
019770,서연탑메탈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
019990,에너토크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
020180,대신정보통신,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-07-24,2026-07-19,2026-08-14,5,2021-08-17,2026-07-24,1207,60,0,,
020400,대동금속,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
020710,시공테크,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
021040,대호특수강,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1177,60,0,,
021080,에이티넘인베스트,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
021320,KCC건설,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
021650,한국큐빅,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1222,,,0,0,3,MarketDataError,OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2025-07-15 00:00:00')]
021880,메이슨캐피탈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
022220,티케이지애강,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023160,태광,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023410,유진기업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023440,제이스코홀딩스,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-03-23,2026-03-18,2026-08-14,4,2021-08-17,2026-03-23,1123,56,0,,
023600,삼보판지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023760,한국캐피탈,KOSDAQ,COMMON,2026-08-14,UPDATED,True,2021-08-17,2026-07-29,2026-07-24,2026-08-14,4,2021-08-17,2026-07-29,1210,60,0,,
023770,플레이위드,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023790,동일스틸럭스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023900,풍국주정,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
023910,대한약품,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024060,흥구석유,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024120,KB오토시스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024740,한일단조,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024800,유성티엔에스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024830,세원물산,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2022-12-20,2026-08-14,,,0,2022-12-20,2026-08-14,891,44,0,,
024840,KBI메탈,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
024850,HLB이노베이션,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024880,케이피에프,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024910,경창산업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024940,PN풍년,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
024950,삼천리자전거,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025320,시노펙스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025440,DH오토웨어,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025550,한국선재,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025770,한국정보통신,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025870,신라에스지,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025880,케이씨피드,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
025900,동화기업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1208,60,0,,
025950,동신건설,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
025980,아난티,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
026040,제이에스티나,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
026150,특수건설,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
026910,광진실업,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
027040,서울전자통신,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
027050,코리아나,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
027360,아주IB투자,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
027580,상보,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
027710,팜스토리,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
027830,대성창투,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
028080,휴맥스홀딩스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
028300,HLB,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,1222,,,0,0,3,MarketDataError,"OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2021-09-09 00:00:00'), Timestamp('2022-03-03 00:00:00'), Timestamp('2022-05-31 00:00:00'), Timestamp('2022-08-24 00:00:00')]"
029480,광무,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1178,60,0,,
030350,드래곤플라이,KOSDAQ,COMMON,2026-08-14,FAILED,False,,,2021-08-14,2026-08-14,865,,,0,0,3,MarketDataError,"OHLC 가격 관계가 깨진 거래일이 있습니다: [Timestamp('2021-08-23 00:00:00'), Timestamp('2021-11-17 00:00:00'), Timestamp('2022-05-12 00:00:00'), Timestamp('2022-05-19 00:00:00'), Timestamp('2022-08-16 00:00:00')]"
030520,한컴,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
030530,원익홀딩스,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1221,60,0,,
030960,양지사,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
031310,아이즈비전,KOSDAQ,COMMON,2026-08-14,SKIPPED_FRESH,True,2021-08-17,2026-08-14,,,0,2021-08-17,2026-08-14,1222,60,0,,
